key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,z,1,0.606,,,,,,,,0.606,1,0,6,6,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,z,1,0.522,,,,,,,,0.522,1,0,7,7,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,z,1,0.487,,,,,,,,0.487,1,0,8,8,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,m,1,0.44,,,,,,,,0.44,1,0,9,9,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,z,1,0.491,,,,,,,,0.491,1,0,10,10,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,m,1,0.56,,,,,,,,0.56,1,0,11,11,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,m,1,0.487,,,,,,,,0.487,1,0,12,12,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,z,1,0.562,,,,,,,,0.562,1,0,13,13,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,m,1,0.497,,,,,,,,0.497,1,0,14,14,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,z,1,0.53,,,,,,,,0.53,1,0,15,15,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.098250336,-0.424629879,1,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,instr_done_button,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.611,1,,,,,,,,,,,,,,,m,1,0.611,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,0,0,33,1,SAUNA,LB,m,m,./images/SAUNALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.954,1,,,,,,,,,,,,,,,z,1,0.954,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,1,1,139,1,BLEAR,HB,z,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.505,0,,,,,,,,,,,,,,,m,0,0.505,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,2,2,166,1,SHORY,HB,z,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.528,1,,,,,,,,,,,,,,,m,1,0.528,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,3,3,52,1,DESERT,C,m,m,./images/DESERT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.529,1,,,,,,,,,,,,,,,m,1,0.529,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,4,4,27,1,BUTTER,LB,m,m,./images/BUTTERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.561,1,,,,,,,,,,,,,,,m,1,0.561,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,5,5,60,1,CURRY,LB,m,m,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.546,1,,,,,,,,,,,,,,,z,1,0.546,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,6,6,131,1,NACES,LB,z,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.498,1,,,,,,,,,,,,,,,m,1,0.498,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,7,7,7,1,WAGON,C,m,m,./images/WAGON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.457,1,,,,,,,,,,,,,,,z,1,0.457,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,8,8,158,1,EGECT,LB,z,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.697,1,,,,,,,,,,,,,,,z,1,0.697,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,9,9,88,1,GLUSH,HB,z,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.46,1,,,,,,,,,,,,,,,m,1,0.46,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,10,10,70,1,BANANA,C,m,m,./images/BANANA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.431,1,,,,,,,,,,,,,,,z,1,0.431,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,11,11,162,1,LEICH,C,z,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.644,1,,,,,,,,,,,,,,,m,1,0.644,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,12,12,8,1,CLIFF,HB,m,m,./images/CLIFFHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.548,1,,,,,,,,,,,,,,,z,1,0.548,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,13,13,147,1,ZOLES,C,z,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.68,1,,,,,,,,,,,,,,,z,1,0.68,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,14,14,112,1,MYING,HB,z,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.573,1,,,,,,,,,,,,,,,m,1,0.573,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,15,15,83,1,WHISKY,HB,m,m,./images/WHISKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.571,1,,,,,,,,,,,,,,,z,1,0.571,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,16,16,121,1,CEERS,HB,z,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.74,1,,,,,,,,,,,,,,,z,1,0.74,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,17,17,85,1,CHULK,HB,z,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.539,1,,,,,,,,,,,,,,,z,1,0.539,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,18,18,135,1,JOODY,C,z,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.523,1,,,,,,,,,,,,,,,m,1,0.523,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,19,19,79,1,RULER,C,m,m,./images/RULER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.656,1,,,,,,,,,,,,,,,z,1,0.656,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,20,20,91,1,SHENS,HB,z,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,1.333,1,,,,,,,,,,,,,,,z,1,1.333,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,21,21,138,1,PLICE,C,z,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.49,0,,,,,,,,,,,,,,,z,0,0.49,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,22,22,42,1,CHAIN,LB,m,m,./images/CHAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.497,1,,,,,,,,,,,,,,,m,1,0.497,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,23,23,64,1,BRIDE,C,m,m,./images/BRIDE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.698,0,,,,,,,,,,,,,,,z,0,0.698,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,24,24,65,1,SPINE,HB,m,m,./images/SPINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.59,1,,,,,,,,,,,,,,,m,1,0.59,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,25,25,69,1,ARROW,LB,m,m,./images/ARROWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.707,1,,,,,,,,,,,,,,,z,1,0.707,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,26,26,100,1,DRIBS,HB,z,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,1.188,1,,,,,,,,,,,,,,,z,1,1.188,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,27,27,151,1,TINKY,HB,z,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.525,1,,,,,,,,,,,,,,,m,1,0.525,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,28,28,15,1,COLLAR,LB,m,m,./images/COLLARLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.529,1,,,,,,,,,,,,,,,m,1,0.529,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,29,29,66,1,STATUE,LB,m,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.428,1,,,,,,,,,,,,,,,m,1,0.428,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,30,30,28,1,CASINO,C,m,m,./images/CASINO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.524,1,,,,,,,,,,,,,,,z,1,0.524,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,31,31,156,1,HIXES,C,z,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.523,1,,,,,,,,,,,,,,,z,1,0.523,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,32,32,155,1,CANGY,LB,z,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fddeb6dfaa94f6424e0916,19,2022-02-12_10h23.51.929,lexical_decision_task_DD_L6,2021.2.3,MacIntel,62.5,,,,,,,,,,,0.461,1,,,,,,,,,,,,,,,m,1,0.461,,,,,,,,0.098250336,-0.424629879,0,0,0,,0,33,33,61,1,ARTIST,C,m,m,./images/ARTIST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
