key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.4674,1,,,,,,,,,,,,,,m,1,1.4674,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,0,0,62,1,MAMMAL,LB,old,m,./images/MAMMALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.988,1,,,,,,,,,,,,,,z,1,0.988,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,1,1,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8011,1,,,,,,,,,,,,,,m,1,0.8011,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,2,2,75,1,HAMMER,C,old,m,./images/HAMMER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.107,1,,,,,,,,,,,,,,m,1,1.107,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,3,3,20,1,GRANNY,LB,old,m,./images/GRANNYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.0647,1,,,,,,,,,,,,,,z,1,1.0647,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,4,4,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.0242,1,,,,,,,,,,,,,,z,1,1.0242,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,5,5,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.5832,1,,,,,,,,,,,,,,m,1,0.5832,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,6,6,5,1,BAMBOO,LB,old,m,./images/BAMBOOLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7142,1,,,,,,,,,,,,,,m,1,0.7142,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,7,7,63,1,BAKER,C,old,m,./images/BAKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9729,1,,,,,,,,,,,,,,z,1,0.9729,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,8,8,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7594,1,,,,,,,,,,,,,,m,1,0.7594,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,9,9,77,1,WHEEL,LB,old,m,./images/WHEELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.6956,1,,,,,,,,,,,,,,m,1,0.6956,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,10,10,17,1,PARADE,LB,old,m,./images/PARADELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.6131,1,,,,,,,,,,,,,,m,1,0.6131,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,11,11,50,1,PILOT,LB,old,m,./images/PILOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.5722,1,,,,,,,,,,,,,,m,1,0.5722,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,12,12,59,1,BRUSH,LB,old,m,./images/BRUSHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.205,1,,,,,,,,,,,,,,z,1,1.205,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,13,13,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7739,1,,,,,,,,,,,,,,m,1,0.7739,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,14,14,73,1,GLOVE,HB,old,m,./images/GLOVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8397,1,,,,,,,,,,,,,,z,1,0.8397,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,15,15,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7886,1,,,,,,,,,,,,,,m,1,0.7886,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,16,16,2,1,STOVE,LB,old,m,./images/STOVELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.1331,1,,,,,,,,,,,,,,z,1,1.1331,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,17,17,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.6942,0,,,,,,,,,,,,,,m,0,0.6942,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,18,18,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9994,1,,,,,,,,,,,,,,m,1,0.9994,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,19,19,10,1,GARDEN,HB,old,m,./images/GARDENHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.0065,1,,,,,,,,,,,,,,z,1,1.0065,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,20,20,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.6074,1,,,,,,,,,,,,,,z,1,1.6074,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,21,21,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9776,1,,,,,,,,,,,,,,z,1,0.9776,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,22,22,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8969,1,,,,,,,,,,,,,,m,1,0.8969,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,23,23,60,1,CURRY,C,old,m,./images/CURRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9802,1,,,,,,,,,,,,,,m,1,0.9802,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,24,24,65,1,SPINE,LB,old,m,./images/SPINELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8165,1,,,,,,,,,,,,,,m,1,0.8165,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,25,25,79,1,RULER,HB,old,m,./images/RULERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.192,1,,,,,,,,,,,,,,z,1,1.192,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,26,26,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7204,1,,,,,,,,,,,,,,z,1,0.7204,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,27,27,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8529,1,,,,,,,,,,,,,,z,1,0.8529,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,28,28,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7685,1,,,,,,,,,,,,,,z,1,0.7685,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,29,29,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8485,1,,,,,,,,,,,,,,m,1,0.8485,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,30,30,61,1,ARTIST,HB,old,m,./images/ARTISTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.2798,1,,,,,,,,,,,,,,z,1,1.2798,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,31,31,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7709,1,,,,,,,,,,,,,,m,1,0.7709,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,32,32,51,1,SAUCE,C,old,m,./images/SAUCE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8226,1,,,,,,,,,,,,,,z,1,0.8226,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,33,33,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
