key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,-0.36328125,-0.295572917,1,0,0,0.863099999,button_left,0.863099999,1,0,6,6,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,0.28515625,-0.283854167,1,0,0,0.616,button_right,0.616,1,0,7,7,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,0.286458333,-0.278645833,1,0,0,0.6835,button_right,0.6835,1,0,8,8,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,-0.391927083,-0.305989583,1,0,0,0.682900001,button_left,0.682900001,1,0,9,9,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,-0.322916667,-0.29296875,1,0,0,0.6957,button_left,0.6957,1,0,10,10,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,0.360677083,-0.298177083,1,0,0,0.611599999,button_right,0.611599999,1,0,11,11,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,0.268229167,-0.291666667,1,0,0,0.577,button_right,0.577,1,0,12,12,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,-0.296875,-0.298177083,1,0,0,0.829599999,button_left,0.829599999,1,0,13,13,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,-0.256510417,-0.309895833,1,0,0,0.6506,button_left,0.6506,1,0,14,14,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,0,0.311197917,-0.309895833,1,0,0,0.5306,button_right,0.5306,1,0,15,15,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.028645833,-0.40234375,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.767,1,,,,,,,,,,,,,,,0,0.328125,-0.303385417,1,0,0,0.767,button_right_main,0.328125,-0.303385417,1,0,0,,0,0,0,35,1,LLAMA,HB,m,m,./images/LLAMAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7175,1,,,,,,,,,,,,,,,0,-0.338541667,-0.3203125,1,0,0,0.7175,button_left_main,-0.338541667,-0.3203125,1,0,0,,0,1,1,96,1,KEAMS,C,z,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.9622,1,,,,,,,,,,,,,,,0,-0.384114583,-0.2890625,1,0,0,0.9622,button_left_main,-0.384114583,-0.2890625,1,0,0,,0,2,2,137,1,JOOST,LB,z,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7334,1,,,,,,,,,,,,,,,0,-0.389322917,-0.303385417,1,0,0,0.7334,button_left_main,-0.389322917,-0.303385417,1,0,0,,0,3,3,122,1,BLOOT,LB,z,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5487,1,,,,,,,,,,,,,,,0,0.34375,-0.325520833,1,0,0,0.5487,button_right_main,0.34375,-0.325520833,1,0,0,,0,4,4,7,1,WAGON,C,m,m,./images/WAGON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6632,1,,,,,,,,,,,,,,,0,-0.390625,-0.30078125,1,0,0,0.6632,button_left_main,-0.390625,-0.30078125,1,0,0,,0,5,5,90,1,NEAST,C,z,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.549,1,,,,,,,,,,,,,,,0,0.34765625,-0.328125,1,0,0,0.549,button_right_main,0.34765625,-0.328125,1,0,0,,0,6,6,34,1,RAZOR,C,m,m,./images/RAZOR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.8162,1,,,,,,,,,,,,,,,0,0.213541667,-0.325520833,1,0,0,0.8162,button_right_main,0.213541667,-0.325520833,1,0,0,,0,7,7,47,1,LAGOON,HB,m,m,./images/LAGOONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,1.1672,0,,,,,,,,,,,,,,,0,0.098958333,-0.28125,1,0,0,1.1672,button_right_main,0.34375,-0.303385417,1,0,0,,0,8,8,130,1,CRILL,HB,z,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.563799999,1,,,,,,,,,,,,,,,0,0.295572917,-0.31640625,1,0,0,0.563799999,button_right_main,0.295572917,-0.31640625,1,0,0,,0,9,9,21,1,DANCER,LB,m,m,./images/DANCERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,1.1687,1,,,,,,,,,,,,,,,0,-0.291666667,-0.299479167,1,0,0,1.1687,button_left_main,-0.291666667,-0.299479167,1,0,0,,0,10,10,164,1,SGREW,LB,z,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.614599999,1,,,,,,,,,,,,,,,0,0.381510417,-0.272135417,1,0,0,0.614599999,button_right_main,0.381510417,-0.272135417,1,0,0,,0,11,11,48,1,SHIELD,LB,m,m,./images/SHIELDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,1.005799999,1,,,,,,,,,,,,,,,0,-0.313802083,-0.307291667,1,0,0,1.005799999,button_left_main,-0.313802083,-0.307291667,1,0,0,,0,12,12,139,1,BLEAR,HB,z,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.598799999,1,,,,,,,,,,,,,,,0,0.240885417,-0.30078125,1,0,0,0.598799999,button_right_main,0.240885417,-0.30078125,1,0,0,,0,13,13,76,1,MIDGET,C,m,m,./images/MIDGET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6635,0,,,,,,,,,,,,,,,0,0.298177083,-0.290364583,1,0,0,0.6635,button_right_main,0.298177083,-0.290364583,1,0,0,,0,14,14,100,1,DRIBS,HB,z,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7633,1,,,,,,,,,,,,,,,0,-0.309895833,-0.290364583,1,0,0,0.7633,button_left_main,-0.309895833,-0.290364583,1,0,0,,0,15,15,152,1,FRAIN,LB,z,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7025,1,,,,,,,,,,,,,,,0,-0.29296875,-0.266927083,1,0,0,0.7025,button_left_main,-0.29296875,-0.266927083,1,0,0,,0,16,16,159,1,CUDDY,C,z,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6344,1,,,,,,,,,,,,,,,0,0.21484375,-0.265625,1,0,0,0.6344,button_right_main,0.21484375,-0.265625,1,0,0,,0,17,17,54,1,CHERRY,LB,m,m,./images/CHERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6152,1,,,,,,,,,,,,,,,0,-0.272135417,-0.266927083,1,0,0,0.6152,button_left_main,-0.272135417,-0.266927083,1,0,0,,0,18,18,93,1,SMONE,C,z,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5995,1,,,,,,,,,,,,,,,0,0.4375,-0.294270833,1,0,0,0.5995,button_right_main,0.4375,-0.294270833,1,0,0,,0,19,19,25,1,CHALK,C,m,m,./images/CHALK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.649900001,1,,,,,,,,,,,,,,,0,-0.31640625,-0.28515625,1,0,0,0.649900001,button_left_main,-0.31640625,-0.28515625,1,0,0,,0,20,20,165,1,TROWN,C,z,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.8168,1,,,,,,,,,,,,,,,0,0.341145833,-0.270833333,1,0,0,0.8168,button_right_main,0.341145833,-0.270833333,1,0,0,,0,21,21,82,1,PEBBLE,C,m,m,./images/PEBBLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.649599999,1,,,,,,,,,,,,,,,0,0.274739583,-0.279947917,1,0,0,0.649599999,button_right_main,0.274739583,-0.279947917,1,0,0,,0,22,22,81,1,DRILL,LB,m,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5903,1,,,,,,,,,,,,,,,0,0.360677083,-0.276041667,1,0,0,0.5903,button_right_main,0.360677083,-0.276041667,1,0,0,,0,23,23,70,1,BANANA,C,m,m,./images/BANANA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6852,1,,,,,,,,,,,,,,,0,0.24609375,-0.272135417,1,0,0,0.6852,button_right_main,0.24609375,-0.272135417,1,0,0,,0,24,24,55,1,ALLEY,C,m,m,./images/ALLEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7753,1,,,,,,,,,,,,,,,0,-0.282552083,-0.27734375,1,0,0,0.7753,button_left_main,-0.282552083,-0.27734375,1,0,0,,0,25,25,118,1,BAVEL,HB,z,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.704599999,1,,,,,,,,,,,,,,,0,-0.28125,-0.272135417,1,0,0,0.704599999,button_left_main,-0.28125,-0.272135417,1,0,0,,0,26,26,105,1,MOKER,C,z,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6653,1,,,,,,,,,,,,,,,0,-0.33984375,-0.252604167,1,0,0,0.6653,button_left_main,-0.33984375,-0.252604167,1,0,0,,0,27,27,95,1,HANTY,LB,z,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.798400001,1,,,,,,,,,,,,,,,0,-0.28125,-0.26953125,1,0,0,0.798400001,button_left_main,-0.28125,-0.26953125,1,0,0,,0,28,28,85,1,CHULK,HB,z,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5674,1,,,,,,,,,,,,,,,0,0.217447917,-0.283854167,1,0,0,0.5674,button_right_main,0.217447917,-0.283854167,1,0,0,,0,29,29,73,1,GLOVE,C,m,m,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,1.0319,0,,,,,,,,,,,,,,,0,-0.333333333,-0.2890625,1,0,0,1.0319,button_left_main,-0.333333333,-0.2890625,1,0,0,,0,30,30,56,1,HEATER,HB,m,m,./images/HEATERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
