key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,m,1,0.8553,,,,,,,,0.8553,1,0,6,6,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,z,1,0.7359,,,,,,,,0.7359,1,0,7,7,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,z,1,0.9426,,,,,,,,0.9426,1,0,8,8,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,z,1,0.6622,,,,,,,,0.6622,1,0,9,9,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,z,1,0.6011,,,,,,,,0.6011,1,0,10,10,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,m,1,0.7398,,,,,,,,0.7398,1,0,11,11,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,z,1,0.6496,,,,,,,,0.6496,1,0,12,12,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,m,1,0.8763,,,,,,,,0.8763,1,0,13,13,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,z,1,0.7111,,,,,,,,0.7111,1,0,14,14,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,m,1,0.7425,,,,,,,,0.7425,1,0,15,15,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.083333333,-0.390625,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,1.2264,1,,,,,,,,,,,,,,z,1,1.2264,,,,,,,,0.6640625,-0.0703125,0,0,0,,0,0,0,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,1.0281,0,,,,,,,,,,,,,,m,0,1.0281,,,,,,,,0.6640625,-0.0703125,0,0,0,,0,1,1,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,1.0009,1,,,,,,,,,,,,,,m,1,1.0009,,,,,,,,0.6640625,-0.0703125,0,0,0,,0,2,2,66,1,SWEAT,HB,old,m,./images/SWEATHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5466,1,,,,,,,,,,,,,,m,1,0.5466,,,,,,,,0.6640625,-0.069010417,0,0,0,,0,3,3,77,1,COUCH,C,old,m,./images/COUCH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,1.0849,1,,,,,,,,,,,,,,z,1,1.0849,,,,,,,,0.6640625,-0.069010417,0,0,0,,0,4,4,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.9524,1,,,,,,,,,,,,,,m,1,0.9524,,,,,,,,0.658854167,-0.069010417,0,0,0,,0,5,5,69,1,COOKER,HB,old,m,./images/COOKERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,1.0177,1,,,,,,,,,,,,,,z,1,1.0177,,,,,,,,0.662760417,-0.0703125,0,0,0,,0,6,6,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.9158,1,,,,,,,,,,,,,,z,1,0.9158,,,,,,,,0.662760417,-0.0703125,0,0,0,,0,7,7,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.8479,1,,,,,,,,,,,,,,z,1,0.8479,,,,,,,,0.662760417,-0.0703125,0,0,0,,0,8,8,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.8803,1,,,,,,,,,,,,,,z,1,0.8803,,,,,,,,0.662760417,-0.0703125,0,0,0,,0,9,9,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.8837,1,,,,,,,,,,,,,,z,1,0.8837,,,,,,,,0.673177083,-0.067708333,0,0,0,,0,10,10,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7608,1,,,,,,,,,,,,,,z,1,0.7608,,,,,,,,0.673177083,-0.067708333,0,0,0,,0,11,11,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7784,1,,,,,,,,,,,,,,z,1,0.7784,,,,,,,,0.673177083,-0.067708333,0,0,0,,0,12,12,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6137,1,,,,,,,,,,,,,,z,1,0.6137,,,,,,,,0.673177083,-0.067708333,0,0,0,,0,13,13,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5678,0,,,,,,,,,,,,,,z,0,0.5678,,,,,,,,0.673177083,-0.067708333,0,0,0,,0,14,14,20,1,CRADLE,C,old,m,./images/CRADLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7816,1,,,,,,,,,,,,,,m,1,0.7816,,,,,,,,0.673177083,-0.067708333,0,0,0,,0,15,15,57,1,MOOSE,HB,old,m,./images/MOOSEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.799,1,,,,,,,,,,,,,,m,1,0.799,,,,,,,,0.677083333,-0.069010417,0,0,0,,0,16,16,17,1,SKIING,C,old,m,./images/SKIING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.9126,1,,,,,,,,,,,,,,m,1,0.9126,,,,,,,,0.67578125,-0.071614583,0,0,0,,0,17,17,24,1,SCREW,HB,old,m,./images/SCREWHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6861,1,,,,,,,,,,,,,,m,1,0.6861,,,,,,,,0.674479167,-0.0703125,0,0,0,,0,18,18,7,1,PAINT,LB,old,m,./images/PAINTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7538,1,,,,,,,,,,,,,,z,1,0.7538,,,,,,,,0.671875,-0.088541667,0,0,0,,0,19,19,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6639,1,,,,,,,,,,,,,,z,1,0.6639,,,,,,,,0.671875,-0.088541667,0,0,0,,0,20,20,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.846,1,,,,,,,,,,,,,,m,1,0.846,,,,,,,,0.671875,-0.088541667,0,0,0,,0,21,21,48,1,SPORT,HB,old,m,./images/SPORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7401,1,,,,,,,,,,,,,,m,1,0.7401,,,,,,,,0.671875,-0.088541667,0,0,0,,0,22,22,60,1,TWINS,HB,old,m,./images/TWINSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.8287,1,,,,,,,,,,,,,,m,1,0.8287,,,,,,,,0.671875,-0.088541667,0,0,0,,0,23,23,18,1,JAGUAR,HB,old,m,./images/JAGUARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6459,1,,,,,,,,,,,,,,m,1,0.6459,,,,,,,,0.671875,-0.088541667,0,0,0,,0,24,24,51,1,ONION,HB,old,m,./images/ONIONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6892,1,,,,,,,,,,,,,,z,1,0.6892,,,,,,,,0.671875,-0.088541667,0,0,0,,0,25,25,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7022,1,,,,,,,,,,,,,,z,1,0.7022,,,,,,,,0.671875,-0.088541667,0,0,0,,0,26,26,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7021,1,,,,,,,,,,,,,,m,1,0.7021,,,,,,,,0.671875,-0.092447917,0,0,0,,0,27,27,83,1,JUNGLE,C,old,m,./images/JUNGLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.9479,1,,,,,,,,,,,,,,m,1,0.9479,,,,,,,,0.6640625,-0.111979167,0,0,0,,0,28,28,70,1,URINE,LB,old,m,./images/URINELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6969,1,,,,,,,,,,,,,,z,1,0.6969,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,29,29,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7443,1,,,,,,,,,,,,,,z,1,0.7443,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,30,30,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5384,1,,,,,,,,,,,,,,m,1,0.5384,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,31,31,26,1,SMOKER,C,old,m,./images/SMOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.8223,1,,,,,,,,,,,,,,z,1,0.8223,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,32,32,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6615,1,,,,,,,,,,,,,,m,1,0.6615,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,33,33,55,1,MUFFIN,LB,old,m,./images/MUFFINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
