key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,m,1,0.71305,,,,,,,,0.71305,1,0,6,6,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,m,1,0.808495,,,,,,,,0.808495,1,0,7,7,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,m,1,0.72884,,,,,,,,0.72884,1,0,8,8,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,m,1,1.650695,,,,,,,,1.650695,1,0,9,9,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,z,1,0.93718,,,,,,,,0.93718,1,0,10,10,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,z,1,0.87519,,,,,,,,0.87519,1,0,11,11,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,m,1,0.764245,,,,,,,,0.764245,1,0,12,12,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,z,1,1.58258,,,,,,,,1.58258,1,0,13,13,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,z,1,1.067675,,,,,,,,1.067675,1,0,14,14,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,m,1,0.580665,,,,,,,,0.580665,1,0,15,15,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.024913194,-0.394605035,1,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,instr_done_button,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.548595,1,,,,,,,,,,,,,,,z,1,2.548595,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,0,0,116,1,BALGY,LB,z,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.33146,0,,,,,,,,,,,,,,,m,0,1.33146,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,1,1,94,1,BLANS,HB,z,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.319135,0,,,,,,,,,,,,,,,m,0,1.319135,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,2,2,97,1,CHIDS,HB,z,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.5312,1,,,,,,,,,,,,,,,z,1,1.5312,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,3,3,100,1,DRIBS,HB,z,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.263755,1,,,,,,,,,,,,,,,m,1,1.263755,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,4,4,52,1,DESERT,C,m,m,./images/DESERT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.655045,1,,,,,,,,,,,,,,,m,1,0.655045,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,5,5,1,1,TOWEL,C,m,m,./images/TOWEL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.000445,1,,,,,,,,,,,,,,,m,1,1.000445,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,6,6,71,1,BUBBLE,HB,m,m,./images/BUBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.630705,1,,,,,,,,,,,,,,,m,1,0.630705,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,7,7,63,1,BAKER,LB,m,m,./images/BAKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.065885,0,,,,,,,,,,,,,,,z,0,1.065885,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,8,8,66,1,STATUE,LB,m,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.748215,1,,,,,,,,,,,,,,,m,1,1.748215,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,9,9,20,1,GRANNY,HB,m,m,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.924405,1,,,,,,,,,,,,,,,z,1,0.924405,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,10,10,146,1,MOOST,LB,z,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.91342,1,,,,,,,,,,,,,,,z,1,0.91342,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,11,11,135,1,JOODY,C,z,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.86429,1,,,,,,,,,,,,,,,z,1,0.86429,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,12,12,131,1,NACES,LB,z,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.764525,1,,,,,,,,,,,,,,,z,1,0.764525,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,13,13,152,1,FRAIN,LB,z,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.860175,1,,,,,,,,,,,,,,,z,1,1.860175,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,14,14,121,1,CEERS,HB,z,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.87221,1,,,,,,,,,,,,,,,m,1,0.87221,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,15,15,68,1,VALLEY,HB,m,m,./images/VALLEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.883,1,,,,,,,,,,,,,,,z,1,0.883,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,16,16,92,1,PAIMS,LB,z,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.756615,1,,,,,,,,,,,,,,,z,1,0.756615,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,17,17,137,1,JOOST,LB,z,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.045095,1,,,,,,,,,,,,,,,z,1,1.045095,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,18,18,155,1,CANGY,LB,z,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.74383,1,,,,,,,,,,,,,,,m,1,0.74383,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,19,19,48,1,SHIELD,LB,m,m,./images/SHIELDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.66651,1,,,,,,,,,,,,,,,m,1,0.66651,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,20,20,58,1,CANOE,C,m,m,./images/CANOE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.56404,1,,,,,,,,,,,,,,,m,1,0.56404,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,21,21,49,1,BISHOP,C,m,m,./images/BISHOP.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.865765,1,,,,,,,,,,,,,,,z,1,0.865765,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,22,22,112,1,MYING,HB,z,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.746045,1,,,,,,,,,,,,,,,z,1,0.746045,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,23,23,163,1,GAMBA,HB,z,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.482265,0,,,,,,,,,,,,,,,m,0,0.482265,,,,,,,,0.024913194,-0.394605035,0,0,0,,0,24,24,108,1,GRUET,C,z,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7538,1,,,,,,,,,,,,,,,z,1,0.7538,,,,,,,,0.024318576,-0.398962674,0,0,0,,0,25,25,111,1,HOSSE,C,z,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.70322,1,,,,,,,,,,,,,,,m,1,0.70322,,,,,,,,0.024318576,-0.398962674,0,0,0,,0,26,26,81,1,DRILL,LB,m,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.634565,1,,,,,,,,,,,,,,,z,1,0.634565,,,,,,,,0.024318576,-0.398962674,0,0,0,,0,27,27,144,1,NAIRY,C,z,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.042125,1,,,,,,,,,,,,,,,z,1,1.042125,,,,,,,,0.024318576,-0.398962674,0,0,0,,0,28,28,127,1,NINDY,HB,z,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.61774,1,,,,,,,,,,,,,,,z,1,0.61774,,,,,,,,0.024318576,-0.398962674,0,0,0,,0,29,29,129,1,PRANS,C,z,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.89501,1,,,,,,,,,,,,,,,m,1,0.89501,,,,,,,,0.024318576,-0.398962674,0,0,0,,0,30,30,80,1,PLANET,HB,m,m,./images/PLANETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.89944,1,,,,,,,,,,,,,,,m,1,0.89944,,,,,,,,0.024318576,-0.398962674,0,0,0,,0,31,31,65,1,SPINE,HB,m,m,./images/SPINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.78186,1,,,,,,,,,,,,,,,m,1,0.78186,,,,,,,,0.024318576,-0.398962674,0,0,0,,0,32,32,69,1,ARROW,LB,m,m,./images/ARROWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.88955,1,,,,,,,,,,,,,,,z,1,0.88955,,,,,,,,0.081358507,-0.268072917,0,0,0,,0,33,33,133,1,POWDY,HB,z,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
