key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,m,1,0.704,,,,,,,,0.704,1,0,6,6,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,m,1,0.533,,,,,,,,0.533,1,0,7,7,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,z,1,0.983,,,,,,,,0.983,1,0,8,8,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,m,1,0.517,,,,,,,,0.517,1,0,9,9,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,z,1,0.841,,,,,,,,0.841,1,0,10,10,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,z,1,0.898,,,,,,,,0.898,1,0,11,11,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,z,1,0.816,,,,,,,,0.816,1,0,12,12,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,z,1,0.717,,,,,,,,0.717,1,0,13,13,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,z,1,0.748,,,,,,,,0.748,1,0,14,14,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,m,1,0.686,,,,,,,,0.686,1,0,15,15,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.118324607,-0.406806283,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.277,0,,,,,,,,,,,,,,m,0,1.277,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,0,0,136,1,WERVE,HB,z,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.089,1,,,,,,,,,,,,,,z,1,1.089,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,1,1,166,1,SHORY,HB,z,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.924,1,,,,,,,,,,,,,,z,1,0.924,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,2,2,131,1,NACES,LB,z,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.059,1,,,,,,,,,,,,,,z,1,1.059,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,3,3,148,1,JOMS,HB,z,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.012,1,,,,,,,,,,,,,,m,1,1.012,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,4,4,40,1,SNAKE,C,m,m,./images/SNAKE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.856,1,,,,,,,,,,,,,,m,1,0.856,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,5,5,32,1,HOCKEY,HB,m,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.252,0,,,,,,,,,,,,,,m,0,1.252,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,6,6,110,1,CRUNK,LB,z,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.927,1,,,,,,,,,,,,,,z,1,0.927,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,7,7,134,1,TROSS,LB,z,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.741,0,,,,,,,,,,,,,,m,0,1.741,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,8,8,115,1,MAWNS,HB,z,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.581,1,,,,,,,,,,,,,,m,1,0.581,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,9,9,60,1,CURRY,LB,m,m,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.557,1,,,,,,,,,,,,,,m,1,0.557,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,10,10,57,1,FERRY,LB,m,m,./images/FERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.559,1,,,,,,,,,,,,,,m,1,0.559,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,11,11,18,1,PARCEL,LB,m,m,./images/PARCELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.523,1,,,,,,,,,,,,,,m,1,0.523,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,12,12,3,1,CRATER,LB,m,m,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.599,1,,,,,,,,,,,,,,m,1,0.599,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,13,13,14,1,FENCE,HB,m,m,./images/FENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.544,1,,,,,,,,,,,,,,m,1,0.544,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,14,14,76,1,MIDGET,C,m,m,./images/MIDGET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.641,1,,,,,,,,,,,,,,z,1,0.641,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,15,15,129,1,PRANS,C,z,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.517,1,,,,,,,,,,,,,,m,1,0.517,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,16,16,79,1,RULER,C,m,m,./images/RULER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.544,1,,,,,,,,,,,,,,m,1,0.544,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,17,17,69,1,ARROW,LB,m,m,./images/ARROWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.515,1,,,,,,,,,,,,,,m,1,0.515,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,18,18,16,1,GRAPE,C,m,m,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.564,0,,,,,,,,,,,,,,m,0,0.564,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,19,19,98,1,BAMPS,LB,z,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.591,1,,,,,,,,,,,,,,z,1,0.591,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,20,20,117,1,STEEG,C,z,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.668,0,,,,,,,,,,,,,,m,0,0.668,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,21,21,162,1,LEICH,C,z,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.831,1,,,,,,,,,,,,,,m,1,0.831,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,22,22,52,1,DESERT,C,m,m,./images/DESERT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.043,1,,,,,,,,,,,,,,m,1,1.043,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,23,23,72,1,FLASK,LB,m,m,./images/FLASKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.661,1,,,,,,,,,,,,,,m,1,0.661,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,24,24,27,1,BUTTER,LB,m,m,./images/BUTTERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.817,1,,,,,,,,,,,,,,z,1,0.817,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,25,25,157,1,INLER,HB,z,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.245,1,,,,,,,,,,,,,,m,1,1.245,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,26,26,17,1,PARADE,HB,m,m,./images/PARADEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.797,1,,,,,,,,,,,,,,m,1,0.797,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,27,27,43,1,STOOL,C,m,m,./images/STOOL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.064,1,,,,,,,,,,,,,,z,1,1.064,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,28,28,142,1,PLASK,HB,z,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.808,1,,,,,,,,,,,,,,m,1,0.808,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,29,29,29,1,PISTOL,HB,m,m,./images/PISTOLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.692,1,,,,,,,,,,,,,,m,1,0.692,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,30,30,82,1,PEBBLE,C,m,m,./images/PEBBLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.807,1,,,,,,,,,,,,,,z,1,0.807,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,31,31,133,1,POWDY,HB,z,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.661,1,,,,,,,,,,,,,,m,1,0.661,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,32,32,11,1,MEDAL,HB,m,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5eed592252bcc917d6b46cdf,25,2022-02-12_17h16.48.021,lexical_decision_task_DD_L6,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.75,1,,,,,,,,,,,,,,z,1,0.75,,,,,,,,0.118324607,-0.406806283,0,0,0,,0,33,33,167,1,ZONET,LB,z,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
