key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,m,1,0.558,,,,,,,,0.558,1,0,6,6,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,z,1,0.6829,,,,,,,,0.6829,1,0,7,7,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,m,1,0.3591,,,,,,,,0.3591,1,0,8,8,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,z,1,0.6425,,,,,,,,0.6425,1,0,9,9,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,z,1,0.7358,,,,,,,,0.7358,1,0,10,10,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,m,1,0.4367,,,,,,,,0.4367,1,0,11,11,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,z,1,0.766,,,,,,,,0.766,1,0,12,12,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,m,1,0.4517,,,,,,,,0.4517,1,0,13,13,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,z,1,0.7898,,,,,,,,0.7898,1,0,14,14,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,m,0,0.7411,,,,,,,,0.7411,0,0,15,15,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.073148177,-0.391666693,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6615,1,,,,,,,,,,,,,,m,1,0.6615,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,0,0,52,1,DESERT,C,m,m,./images/DESERT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6293,1,,,,,,,,,,,,,,z,1,0.6293,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,1,1,116,1,BALGY,LB,z,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8869,1,,,,,,,,,,,,,,m,1,0.8869,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,2,2,11,1,MEDAL,HB,m,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.4375,1,,,,,,,,,,,,,,m,1,0.4375,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,3,3,73,1,GLOVE,C,m,m,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.597,1,,,,,,,,,,,,,,m,1,0.597,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,4,4,48,1,SHIELD,LB,m,m,./images/SHIELDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.3393,1,,,,,,,,,,,,,,z,1,1.3393,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,5,5,85,1,CHULK,HB,z,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5001,1,,,,,,,,,,,,,,m,1,0.5001,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,6,6,19,1,DONKEY,C,m,m,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.9678,1,,,,,,,,,,,,,,z,1,0.9678,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,7,7,104,1,GITTY,LB,z,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6597,1,,,,,,,,,,,,,,z,1,0.6597,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,8,8,102,1,DULLE,C,z,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5301,1,,,,,,,,,,,,,,m,1,0.5301,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,9,9,12,1,BLOKE,LB,m,m,./images/BLOKELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7542,1,,,,,,,,,,,,,,m,1,0.7542,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,10,10,71,1,BUBBLE,HB,m,m,./images/BUBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6344,1,,,,,,,,,,,,,,m,1,0.6344,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,11,11,36,1,BOILER,LB,m,m,./images/BOILERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.4748,1,,,,,,,,,,,,,,m,1,0.4748,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,12,12,27,1,BUTTER,LB,m,m,./images/BUTTERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.4636,1,,,,,,,,,,,,,,m,1,0.4636,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,13,13,16,1,GRAPE,C,m,m,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7636,1,,,,,,,,,,,,,,m,1,0.7636,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,14,14,26,1,CLOUD,HB,m,m,./images/CLOUDHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.478,0,,,,,,,,,,,,,,m,0,0.478,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,15,15,92,1,PAIMS,LB,z,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.1109,1,,,,,,,,,,,,,,z,1,1.1109,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,16,16,160,1,VEETS,HB,z,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6533,1,,,,,,,,,,,,,,m,1,0.6533,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,17,17,57,1,FERRY,LB,m,m,./images/FERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6345,1,,,,,,,,,,,,,,z,1,0.6345,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,18,18,108,1,GRUET,C,z,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.759,1,,,,,,,,,,,,,,z,1,0.759,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,19,19,161,1,BLAPS,LB,z,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5028,1,,,,,,,,,,,,,,m,1,0.5028,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,20,20,37,1,TIGER,C,m,m,./images/TIGER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5369,1,,,,,,,,,,,,,,m,1,0.5369,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,21,21,43,1,STOOL,C,m,m,./images/STOOL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.3589,1,,,,,,,,,,,,,,m,1,0.3589,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,22,22,67,1,POKER,C,m,m,./images/POKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6812,1,,,,,,,,,,,,,,m,1,0.6812,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,23,23,64,1,BRIDE,C,m,m,./images/BRIDE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.695,1,,,,,,,,,,,,,,z,1,0.695,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,24,24,147,1,ZOLES,C,z,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5887,1,,,,,,,,,,,,,,m,1,0.5887,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,25,25,33,1,SAUNA,LB,m,m,./images/SAUNALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.3422,1,,,,,,,,,,,,,,m,1,0.3422,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,26,26,47,1,LAGOON,HB,m,m,./images/LAGOONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6066,1,,,,,,,,,,,,,,z,1,0.6066,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,27,27,132,1,SCIFF,C,z,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.4824,0,,,,,,,,,,,,,,m,0,0.4824,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,28,28,128,1,GRIFT,LB,z,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.4606,1,,,,,,,,,,,,,,m,1,0.4606,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,29,29,38,1,ENGINE,HB,m,m,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6913,1,,,,,,,,,,,,,,z,1,0.6913,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,30,30,149,1,VEASE,LB,z,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,2.9066,1,,,,,,,,,,,,,,z,1,2.9066,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,31,31,130,1,CRILL,HB,z,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.3871,1,,,,,,,,,,,,,,m,1,1.3871,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,32,32,17,1,PARADE,HB,m,m,./images/PARADEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6827,1,,,,,,,,,,,,,,z,1,0.6827,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,33,33,105,1,MOKER,C,z,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
