key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,z,1,0.746,,,,,,,,0.746,1,0,6,6,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,z,1,0.914,,,,,,,,0.914,1,0,7,7,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,m,1,0.632,,,,,,,,0.632,1,0,8,8,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,z,1,0.917,,,,,,,,0.917,1,0,9,9,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,m,1,0.549,,,,,,,,0.549,1,0,10,10,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,z,1,1.567,,,,,,,,1.567,1,0,11,11,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,m,1,0.608,,,,,,,,0.608,1,0,12,12,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,m,1,0.548,,,,,,,,0.548,1,0,13,13,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,m,1,0.596,,,,,,,,0.596,1,0,14,14,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,z,1,0.798,,,,,,,,0.798,1,0,15,15,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.045555556,-0.428888889,1,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,instr_done_button,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.676,1,,,,,,,,,,,,,,,z,1,0.676,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,0,0,150,1,NOOLS,C,z,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.649,1,,,,,,,,,,,,,,,z,1,0.649,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,1,1,90,1,NEAST,C,z,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.029,0,,,,,,,,,,,,,,,m,0,1.029,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,2,2,100,1,DRIBS,HB,z,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.649,1,,,,,,,,,,,,,,,m,1,0.649,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,3,3,81,1,DRILL,LB,m,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.737,1,,,,,,,,,,,,,,,z,1,0.737,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,4,4,155,1,CANGY,LB,z,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.716,1,,,,,,,,,,,,,,,m,1,1.716,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,5,5,59,1,BRUSH,HB,m,m,./images/BRUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.482,1,,,,,,,,,,,,,,,m,1,1.482,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,6,6,50,1,PILOT,HB,m,m,./images/PILOTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.655,1,,,,,,,,,,,,,,,z,1,0.655,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,7,7,87,1,TRING,C,z,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.618,1,,,,,,,,,,,,,,,m,1,0.618,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,8,8,23,1,CLOTH,HB,m,m,./images/CLOTHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.118,0,,,,,,,,,,,,,,,m,0,1.118,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,9,9,130,1,CRILL,HB,z,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.521,1,,,,,,,,,,,,,,,m,1,0.521,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,10,10,73,1,GLOVE,C,m,m,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.368,1,,,,,,,,,,,,,,,m,1,0.368,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,11,11,37,1,TIGER,C,m,m,./images/TIGER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.7,1,,,,,,,,,,,,,,,z,1,0.7,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,12,12,119,1,PAFER,LB,z,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.684,1,,,,,,,,,,,,,,,m,1,0.684,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,13,13,58,1,CANOE,C,m,m,./images/CANOE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.634,1,,,,,,,,,,,,,,,m,1,0.634,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,14,14,18,1,PARCEL,LB,m,m,./images/PARCELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.633,1,,,,,,,,,,,,,,,z,1,0.633,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,15,15,113,1,LINEW,LB,z,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.8,1,,,,,,,,,,,,,,,z,1,0.8,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,16,16,153,1,CLUPS,C,z,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.496,1,,,,,,,,,,,,,,,m,1,0.496,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,17,17,67,1,POKER,C,m,m,./images/POKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.566,1,,,,,,,,,,,,,,,m,1,0.566,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,18,18,72,1,FLASK,LB,m,m,./images/FLASKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.504,1,,,,,,,,,,,,,,,m,1,0.504,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,19,19,48,1,SHIELD,LB,m,m,./images/SHIELDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.502,1,,,,,,,,,,,,,,,z,1,0.502,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,20,20,165,1,TROWN,C,z,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.628,1,,,,,,,,,,,,,,,z,1,0.628,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,21,21,146,1,MOOST,LB,z,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.503,1,,,,,,,,,,,,,,,m,1,0.503,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,22,22,7,1,WAGON,C,m,m,./images/WAGON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.457,1,,,,,,,,,,,,,,,m,1,0.457,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,23,23,16,1,GRAPE,C,m,m,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,2.714,1,,,,,,,,,,,,,,,z,1,2.714,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,24,24,127,1,NINDY,HB,z,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.633,1,,,,,,,,,,,,,,,z,1,0.633,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,25,25,125,1,MOOKY,LB,z,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.569,1,,,,,,,,,,,,,,,m,1,0.569,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,26,26,63,1,BAKER,LB,m,m,./images/BAKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.493,1,,,,,,,,,,,,,,,z,1,0.493,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,27,27,147,1,ZOLES,C,z,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.578,1,,,,,,,,,,,,,,,z,1,0.578,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,28,28,140,1,DOVET,LB,z,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.2,1,,,,,,,,,,,,,,,z,1,1.2,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,29,29,124,1,TUNCH,HB,z,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.68,1,,,,,,,,,,,,,,,m,1,0.68,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,30,30,79,1,RULER,C,m,m,./images/RULER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.681,1,,,,,,,,,,,,,,,z,1,0.681,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,31,31,84,1,HAXES,C,z,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.645,1,,,,,,,,,,,,,,,z,1,0.645,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,32,32,116,1,BALGY,LB,z,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.608,1,,,,,,,,,,,,,,,z,1,0.608,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,33,33,118,1,BAVEL,HB,z,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
