key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,z,1,0.856,,,,,,,,0.856,1,0,11,11,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,m,0,0.793,,,,,,,,0.793,0,0,12,12,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,m,0,1.287,,,,,,,,1.287,0,0,13,13,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,m,1,0.817,,,,,,,,0.817,1,0,14,14,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,z,1,0.885,,,,,,,,0.885,1,0,15,15,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.034259259,-0.391666667,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.014,1,,,,,,,,,,,,,,z,1,1.014,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,0,0,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.815,1,,,,,,,,,,,,,,m,1,0.815,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,1,1,79,1,CRUST,C,old,m,./images/CRUST.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,2.117,1,,,,,,,,,,,,,,z,1,2.117,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,2,2,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,2.03,1,,,,,,,,,,,,,,z,1,2.03,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,3,3,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.482,1,,,,,,,,,,,,,,z,1,1.482,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,4,4,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.797,1,,,,,,,,,,,,,,m,1,0.797,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,5,5,30,1,STORM,LB,old,m,./images/STORMLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.672,1,,,,,,,,,,,,,,m,1,0.672,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,6,6,10,1,BELLY,C,old,m,./images/BELLY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.048,1,,,,,,,,,,,,,,z,1,1.048,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,7,7,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.187,1,,,,,,,,,,,,,,z,1,1.187,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,8,8,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.05,1,,,,,,,,,,,,,,z,1,1.05,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,9,9,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.465,1,,,,,,,,,,,,,,m,1,1.465,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,10,10,56,1,PACKET,HB,old,m,./images/PACKETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.855,1,,,,,,,,,,,,,,m,1,0.855,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,11,11,65,1,FARMER,HB,old,m,./images/FARMERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.066,1,,,,,,,,,,,,,,m,1,1.066,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,12,12,72,1,NOOSE,LB,old,m,./images/NOOSELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.181,1,,,,,,,,,,,,,,z,1,1.181,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,13,13,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.69,1,,,,,,,,,,,,,,m,1,0.69,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,14,14,33,1,MAGGOT,LB,old,m,./images/MAGGOTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.821,1,,,,,,,,,,,,,,m,1,0.821,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,15,15,83,1,JUNGLE,HB,old,m,./images/JUNGLEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.199,1,,,,,,,,,,,,,,m,1,1.199,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,16,16,17,1,SKIING,HB,old,m,./images/SKIINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.756,1,,,,,,,,,,,,,,m,1,0.756,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,17,17,44,1,LIZARD,HB,old,m,./images/LIZARDHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.95,1,,,,,,,,,,,,,,z,1,0.95,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,18,18,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.629,1,,,,,,,,,,,,,,m,1,0.629,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,19,19,42,1,FOLDER,LB,old,m,./images/FOLDERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.268,1,,,,,,,,,,,,,,z,1,1.268,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,20,20,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.899,1,,,,,,,,,,,,,,z,1,0.899,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,21,21,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.882,0,,,,,,,,,,,,,,m,0,0.882,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,22,22,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.86,1,,,,,,,,,,,,,,m,1,0.86,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,23,23,68,1,TORCH,HB,old,m,./images/TORCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.699,1,,,,,,,,,,,,,,z,1,0.699,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,24,24,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.83,1,,,,,,,,,,,,,,m,1,0.83,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,25,25,29,1,CRUMB,HB,old,m,./images/CRUMBHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.739,1,,,,,,,,,,,,,,m,1,0.739,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,26,26,27,1,ATTIC,LB,old,m,./images/ATTICLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.801,1,,,,,,,,,,,,,,m,1,0.801,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,27,27,37,1,BIRTH,C,old,m,./images/BIRTH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.654,1,,,,,,,,,,,,,,m,1,0.654,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,28,28,64,1,JELLY,C,old,m,./images/JELLY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.075,1,,,,,,,,,,,,,,m,1,1.075,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,29,29,23,1,WALRUS,HB,old,m,./images/WALRUSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.815,1,,,,,,,,,,,,,,z,1,0.815,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,30,30,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.68,0,,,,,,,,,,,,,,m,0,0.68,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,31,31,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.123,1,,,,,,,,,,,,,,m,1,1.123,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,32,32,8,1,TULIP,HB,old,m,./images/TULIPHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.253,1,,,,,,,,,,,,,,z,1,1.253,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,33,33,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.355,1,,,,,,,,,,,,,,z,1,1.355,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,34,34,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.741,1,,,,,,,,,,,,,,m,1,0.741,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,35,35,62,1,PURSE,HB,old,m,./images/PURSEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.622,1,,,,,,,,,,,,,,m,1,0.622,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,36,36,45,1,KITTEN,LB,old,m,./images/KITTENLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.632,1,,,,,,,,,,,,,,m,1,0.632,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,37,37,9,1,RHINO,LB,old,m,./images/RHINOLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.683,1,,,,,,,,,,,,,,m,1,0.683,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,38,38,18,1,JAGUAR,LB,old,m,./images/JAGUARLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,1.163,0,,,,,,,,,,,,,,m,0,1.163,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,39,39,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.689,1,,,,,,,,,,,,,,m,1,0.689,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,40,40,13,1,MOTOR,C,old,m,./images/MOTOR.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.885,1,,,,,,,,,,,,,,z,1,0.885,,,,,,,,0.027777778,-0.17037037,0,0,0,space,0,41,41,129,1,PRANS,C,old,z,./images/PRANS.png,5.017,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199450,18,2022-01-28_15h36.00.599,lexical_decision_task_DD_L3,2021.2.3,Win32,60.0240096,,,,,,,,,,,0.665,1,,,,,,,,,,,,,,m,1,0.665,,,,,,,,0.027777778,-0.17037037,0,0,0,,0,42,42,5,1,PASTA,HB,old,m,./images/PASTAHB.png,,,,,,,,,,,,,,,,,,,,,,
