key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,m,1,2.628,,,,,,,,2.628,1,0,6,6,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,z,1,1.078,,,,,,,,1.078,1,0,7,7,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,z,1,0.851,,,,,,,,0.851,1,0,8,8,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,z,1,0.96,,,,,,,,0.96,1,0,9,9,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,m,0,1.61,,,,,,,,1.61,0,0,10,10,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,m,1,0.761,,,,,,,,0.761,1,0,11,11,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,m,1,0.642,,,,,,,,0.642,1,0,12,12,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,m,1,0.712,,,,,,,,0.712,1,0,13,13,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,z,1,0.745,,,,,,,,0.745,1,0,14,14,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,m,1,0.67,,,,,,,,0.67,1,0,15,15,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.06,-0.388888889,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,4.137,1,,,,,,,,,,,,,,z,1,4.137,,,,,,,,-0.06,-0.388888889,0,0,0,,0,0,0,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.968,1,,,,,,,,,,,,,,z,1,0.968,,,,,,,,-0.06,-0.388888889,0,0,0,,0,1,1,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,2.209,1,,,,,,,,,,,,,,m,1,2.209,,,,,,,,-0.06,-0.388888889,0,0,0,,0,2,2,8,1,CLIFF,HB,old,m,./images/CLIFFHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.597,1,,,,,,,,,,,,,,m,1,0.597,,,,,,,,-0.06,-0.388888889,0,0,0,,0,3,3,42,1,CHAIN,LB,old,m,./images/CHAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.454,0,,,,,,,,,,,,,,m,0,1.454,,,,,,,,-0.06,-0.388888889,0,0,0,,0,4,4,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.654,1,,,,,,,,,,,,,,m,1,0.654,,,,,,,,-0.06,-0.388888889,0,0,0,,0,5,5,34,1,RAZOR,C,old,m,./images/RAZOR.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.841,1,,,,,,,,,,,,,,z,1,1.841,,,,,,,,-0.06,-0.388888889,0,0,0,,0,6,6,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.587,1,,,,,,,,,,,,,,m,1,0.587,,,,,,,,-0.06,-0.388888889,0,0,0,,0,7,7,63,1,BAKER,LB,old,m,./images/BAKERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.894,1,,,,,,,,,,,,,,z,1,0.894,,,,,,,,-0.06,-0.388888889,0,0,0,,0,8,8,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.995,1,,,,,,,,,,,,,,m,1,0.995,,,,,,,,-0.06,-0.388888889,0,0,0,,0,9,9,47,1,LAGOON,HB,old,m,./images/LAGOONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.869,1,,,,,,,,,,,,,,m,1,0.869,,,,,,,,-0.06,-0.388888889,0,0,0,,0,10,10,52,1,DESERT,C,old,m,./images/DESERT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.947,1,,,,,,,,,,,,,,z,1,0.947,,,,,,,,-0.06,-0.388888889,0,0,0,,0,11,11,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.153,1,,,,,,,,,,,,,,z,1,1.153,,,,,,,,-0.06,-0.388888889,0,0,0,,0,12,12,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.137,1,,,,,,,,,,,,,,m,1,1.137,,,,,,,,-0.06,-0.388888889,0,0,0,,0,13,13,20,1,GRANNY,HB,old,m,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.722,1,,,,,,,,,,,,,,m,1,0.722,,,,,,,,-0.06,-0.388888889,0,0,0,,0,14,14,1,1,TOWEL,C,old,m,./images/TOWEL.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.634,1,,,,,,,,,,,,,,m,1,0.634,,,,,,,,-0.06,-0.388888889,0,0,0,,0,15,15,49,1,BISHOP,C,old,m,./images/BISHOP.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.703,1,,,,,,,,,,,,,,m,1,0.703,,,,,,,,-0.06,-0.388888889,0,0,0,,0,16,16,25,1,CHALK,C,old,m,./images/CHALK.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.405,0,,,,,,,,,,,,,,z,0,1.405,,,,,,,,-0.06,-0.388888889,0,0,0,,0,17,17,11,1,MEDAL,HB,old,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.623,1,,,,,,,,,,,,,,m,1,0.623,,,,,,,,-0.06,-0.388888889,0,0,0,,0,18,18,80,1,PLANET,HB,old,m,./images/PLANETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.584,0,,,,,,,,,,,,,,m,0,0.584,,,,,,,,-0.06,-0.388888889,0,0,0,,0,19,19,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.822,1,,,,,,,,,,,,,,z,1,0.822,,,,,,,,-0.06,-0.388888889,0,0,0,,0,20,20,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.686,0,,,,,,,,,,,,,,m,0,0.686,,,,,,,,-0.06,-0.388888889,0,0,0,,0,21,21,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.341,1,,,,,,,,,,,,,,z,1,0.341,,,,,,,,-0.06,-0.388888889,0,0,0,,0,22,22,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.127,0,,,,,,,,,,,,,,m,0,0.127,,,,,,,,-0.06,-0.388888889,0,0,0,,0,23,23,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.337,1,,,,,,,,,,,,,,m,1,0.337,,,,,,,,-0.06,-0.388888889,0,0,0,,0,24,24,64,1,BRIDE,C,old,m,./images/BRIDE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.617,0,,,,,,,,,,,,,,m,0,0.617,,,,,,,,-0.06,-0.388888889,0,0,0,,0,25,25,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.356,1,,,,,,,,,,,,,,z,1,1.356,,,,,,,,-0.06,-0.388888889,0,0,0,,0,26,26,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.06,0,,,,,,,,,,,,,,z,0,0.06,,,,,,,,-0.06,-0.388888889,0,0,0,,0,27,27,44,1,BASKET,HB,old,m,./images/BASKETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.745,1,,,,,,,,,,,,,,z,1,0.745,,,,,,,,-0.06,-0.388888889,0,0,0,,0,28,28,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.694,1,,,,,,,,,,,,,,m,1,1.694,,,,,,,,-0.06,-0.388888889,0,0,0,,0,29,29,5,1,BAMBOO,HB,old,m,./images/BAMBOOHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,2.744,0,,,,,,,,,,,,,,m,0,2.744,,,,,,,,-0.06,-0.388888889,0,0,0,,0,30,30,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.421,1,,,,,,,,,,,,,,z,1,1.421,,,,,,,,-0.06,-0.388888889,0,0,0,,0,31,31,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.743,1,,,,,,,,,,,,,,m,1,0.743,,,,,,,,-0.06,-0.388888889,0,0,0,,0,32,32,4,1,BOXER,C,old,m,./images/BOXER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.862,0,,,,,,,,,,,,,,m,0,0.862,,,,,,,,-0.06,-0.388888889,0,0,0,,0,33,33,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.71,1,,,,,,,,,,,,,,m,1,0.71,,,,,,,,-0.06,-0.388888889,0,0,0,,0,34,34,17,1,PARADE,HB,old,m,./images/PARADEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.619,1,,,,,,,,,,,,,,z,1,0.619,,,,,,,,-0.06,-0.388888889,0,0,0,,0,35,35,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.57,1,,,,,,,,,,,,,,m,1,0.57,,,,,,,,-0.06,-0.388888889,0,0,0,,0,36,36,75,1,HAMMER,LB,old,m,./images/HAMMERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.409,1,,,,,,,,,,,,,,z,1,1.409,,,,,,,,-0.06,-0.388888889,0,0,0,,0,37,37,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.726,0,,,,,,,,,,,,,,m,0,0.726,,,,,,,,-0.06,-0.388888889,0,0,0,,0,38,38,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.221,1,,,,,,,,,,,,,,z,1,1.221,,,,,,,,-0.06,-0.388888889,0,0,0,,0,39,39,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.105,0,,,,,,,,,,,,,,z,0,1.105,,,,,,,,-0.06,-0.388888889,0,0,0,,0,40,40,3,1,CRATER,LB,old,m,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,0.743,1,,,,,,,,,,,,,,z,1,0.743,,,,,,,,-0.06,-0.388888889,0,0,0,space,0,41,41,120,1,RINED,C,old,z,./images/RINED.png,3.42,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199999,19,2022-01-29_15h43.45.019,lexical_decision_task_DD_L6,2021.2.3,MacIntel,55.55555556,,,,,,,,,,,1.029,1,,,,,,,,,,,,,,z,1,1.029,,,,,,,,-0.06,-0.388888889,0,0,0,,0,42,42,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,
