key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.6978,,,,,,,,0.6978,1,0,12,12,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.5645,,,,,,,,0.5645,1,0,13,13,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.5058,,,,,,,,0.5058,1,0,14,14,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.7511,,,,,,,,0.7511,1,0,15,15,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.125125868,-0.392456597,1,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,instr_done_button,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0314,1,,,,,,,,,,,,,,,m,1,1.0314,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,0,0,9,1,DIVER,LB,old,m,./images/DIVERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9222,1,,,,,,,,,,,,,,,z,1,0.9222,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,1,1,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7147,1,,,,,,,,,,,,,,,z,1,0.7147,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,2,2,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.666,1,,,,,,,,,,,,,,,z,1,0.666,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,3,3,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8153,1,,,,,,,,,,,,,,,z,1,0.8153,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,4,4,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.4029,1,,,,,,,,,,,,,,,m,1,0.4029,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,5,5,64,1,BRIDE,C,old,m,./images/BRIDE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.4704,1,,,,,,,,,,,,,,,z,1,0.4704,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,6,6,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7716,1,,,,,,,,,,,,,,,m,1,0.7716,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,7,7,49,1,BISHOP,C,old,m,./images/BISHOP.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6736,1,,,,,,,,,,,,,,,m,1,0.6736,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,8,8,40,1,SNAKE,C,old,m,./images/SNAKE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.2794,1,,,,,,,,,,,,,,,m,1,1.2794,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,9,9,17,1,PARADE,HB,old,m,./images/PARADEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.699,1,,,,,,,,,,,,,,,z,1,0.699,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,10,10,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5389,1,,,,,,,,,,,,,,,z,1,0.5389,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,11,11,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.4861,1,,,,,,,,,,,,,,,z,1,0.4861,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,12,12,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4483,1,,,,,,,,,,,,,,,m,1,1.4483,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,13,13,59,1,BRUSH,HB,old,m,./images/BRUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7662,1,,,,,,,,,,,,,,,z,1,0.7662,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,14,14,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3354,1,,,,,,,,,,,,,,,z,1,1.3354,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,15,15,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7473,1,,,,,,,,,,,,,,,z,1,0.7473,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,16,16,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.6524,1,,,,,,,,,,,,,,,z,1,1.6524,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,17,17,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5455,1,,,,,,,,,,,,,,,m,1,0.5455,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,18,18,63,1,BAKER,LB,old,m,./images/BAKERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6059,1,,,,,,,,,,,,,,,m,1,0.6059,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,19,19,1,1,TOWEL,C,old,m,./images/TOWEL.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6686,1,,,,,,,,,,,,,,,z,1,0.6686,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,20,20,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6085,1,,,,,,,,,,,,,,,m,1,0.6085,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,21,21,61,1,ARTIST,C,old,m,./images/ARTIST.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5325,1,,,,,,,,,,,,,,,z,1,0.5325,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,22,22,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9056,1,,,,,,,,,,,,,,,m,1,0.9056,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,23,23,38,1,ENGINE,HB,old,m,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8486,0,,,,,,,,,,,,,,,m,0,0.8486,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,24,24,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.505,1,,,,,,,,,,,,,,,m,1,0.505,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,25,25,16,1,GRAPE,C,old,m,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5374,1,,,,,,,,,,,,,,,z,1,0.5374,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,26,26,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8493,1,,,,,,,,,,,,,,,z,1,0.8493,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,27,27,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7841,1,,,,,,,,,,,,,,,z,1,0.7841,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,28,28,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7556,0,,,,,,,,,,,,,,,z,0,0.7556,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,29,29,56,1,HEATER,HB,old,m,./images/HEATERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.4864,1,,,,,,,,,,,,,,,m,1,0.4864,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,30,30,10,1,GARDEN,C,old,m,./images/GARDEN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6284,1,,,,,,,,,,,,,,,z,1,0.6284,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,31,31,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5334,1,,,,,,,,,,,,,,,m,1,0.5334,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,32,32,66,1,STATUE,LB,old,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7041,1,,,,,,,,,,,,,,,m,1,0.7041,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,33,33,48,1,SHIELD,LB,old,m,./images/SHIELDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9942,1,,,,,,,,,,,,,,,z,1,0.9942,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,34,34,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5858,1,,,,,,,,,,,,,,,m,1,0.5858,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,35,35,32,1,HOCKEY,HB,old,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6572,1,,,,,,,,,,,,,,,m,1,0.6572,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,36,36,83,1,WHISKY,HB,old,m,./images/WHISKYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.579,1,,,,,,,,,,,,,,,z,1,0.579,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,37,37,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7234,1,,,,,,,,,,,,,,,z,1,0.7234,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,38,38,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5388,1,,,,,,,,,,,,,,,m,1,0.5388,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,39,39,26,1,CLOUD,HB,old,m,./images/CLOUDHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198802,18,2022-01-28_18h05.14.327,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.4573,1,,,,,,,,,,,,,,,z,1,0.4573,,,,,,,,0.125125868,-0.392456597,0,0,0,,0,40,40,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,
