key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,0.362963,-0.299074154,1,0,0,1.5473,button_right,1.5473,0,0,6,6,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,-0.372222207,-0.324074155,1,0,0,1.1302,button_left,1.1302,1,0,7,7,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,0.352777815,-0.286111135,1,0,0,0.8639,button_right,0.8639,1,0,8,8,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,-0.369444429,-0.297222246,1,0,0,0.9305,button_left,0.9305,1,0,9,9,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,0.325000036,-0.262963042,1,0,0,0.8309,button_right,0.8309,1,0,10,10,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,-0.358333318,-0.292592616,1,0,0,1.0145,button_left,1.0145,1,0,11,11,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,0.329629666,-0.282407487,1,0,0,0.7473,button_right,0.7473,1,0,12,12,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,0.508333375,-0.302777802,1,0,0,0.798,button_right,0.798,1,0,13,13,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,0.44074078,-0.294444468,1,0,0,0.8472,button_right,0.8472,1,0,14,14,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,0,0.361111148,-0.292592616,1,0,0,1.6978,button_right,1.6978,0,0,15,15,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.066666695,-0.40833336,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,2.7442,0,,,,,,,,,,,,,,,0,0.310185221,-0.275000023,1,0,0,2.7442,button_right_main,0.310185221,-0.275000023,1,0,0,,0,0,0,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0317,1,,,,,,,,,,,,,,,0,0.593518563,-0.312963044,1,0,0,1.0317,button_right_main,0.593518563,-0.312963044,1,0,0,,0,1,1,53,1,CARPET,C,old,m,./images/CARPET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,2.9508,0,,,,,,,,,,,,,,,0,0.325000036,-0.26203706,1,0,0,2.9508,button_right_main,0.325000036,-0.26203706,1,0,0,,0,2,2,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9315,1,,,,,,,,,,,,,,,0,0.499074115,-0.277777801,1,0,0,0.9315,button_right_main,0.499074115,-0.277777801,1,0,0,,0,3,3,76,1,INFANT,LB,old,m,./images/INFANTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.2315,1,,,,,,,,,,,,,,,0,-0.398148134,-0.299074154,1,0,0,1.2315,button_left_main,-0.398148134,-0.299074154,1,0,0,,0,4,4,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,2.1984,1,,,,,,,,,,,,,,,0,-0.22499998,-0.288888912,1,0,0,2.1984,button_left_main,-0.22499998,-0.288888912,1,0,0,,0,5,5,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0177,1,,,,,,,,,,,,,,,0,0.290740776,-0.255555578,1,0,0,1.0177,button_right_main,0.290740776,-0.255555578,1,0,0,,0,6,6,34,1,CANYON,LB,old,m,./images/CANYONLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8848,1,,,,,,,,,,,,,,,0,0.375000038,-0.280555579,1,0,0,0.8848,button_right_main,0.375000038,-0.280555579,1,0,0,,0,7,7,20,1,CRADLE,C,old,m,./images/CRADLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9985,1,,,,,,,,,,,,,,,0,-0.265740722,-0.303703728,1,0,0,0.9985,button_left_main,-0.265740722,-0.303703728,1,0,0,,0,8,8,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8016,1,,,,,,,,,,,,,,,0,0.299074109,-0.261111134,1,0,0,0.8016,button_right_main,0.299074109,-0.261111134,1,0,0,,0,9,9,60,1,TWINS,HB,old,m,./images/TWINSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.682,1,,,,,,,,,,,,,,,0,0.487963004,-0.288888912,1,0,0,0.682,button_right_main,0.487963004,-0.288888912,1,0,0,,0,10,10,19,1,DOUGH,LB,old,m,./images/DOUGHLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8348,1,,,,,,,,,,,,,,,0,0.358333371,-0.280555579,1,0,0,0.8348,button_right_main,0.358333371,-0.280555579,1,0,0,,0,11,11,47,1,BERRY,C,old,m,./images/BERRY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.6317,1,,,,,,,,,,,,,,,0,-0.305555538,-0.277777801,1,0,0,1.6317,button_left_main,-0.305555538,-0.277777801,1,0,0,,0,12,12,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9155,1,,,,,,,,,,,,,,,0,0.435185225,-0.256481504,1,0,0,0.9155,button_right_main,0.435185225,-0.256481504,1,0,0,,0,13,13,9,1,RHINO,HB,old,m,./images/RHINOHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.1652,1,,,,,,,,,,,,,,,0,0.314814851,-0.262963042,1,0,0,1.1652,button_right_main,0.314814851,-0.262963042,1,0,0,,0,14,14,55,1,MUFFIN,LB,old,m,./images/MUFFINLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9642,1,,,,,,,,,,,,,,,0,-0.34629628,-0.302777802,1,0,0,0.9642,button_left_main,-0.34629628,-0.302777802,1,0,0,,0,15,15,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.3318,1,,,,,,,,,,,,,,,0,0.286111146,-0.26203706,1,0,0,1.3318,button_right_main,0.286111146,-0.26203706,1,0,0,,0,16,16,8,1,TULIP,C,old,m,./images/TULIP.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7988,1,,,,,,,,,,,,,,,0,0.31944448,-0.268518598,1,0,0,0.7988,button_right_main,0.31944448,-0.268518598,1,0,0,,0,17,17,0,1,TOMATO,HB,old,m,./images/TOMATOHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6152,1,,,,,,,,,,,,,,,0,0.417592632,-0.279629709,1,0,0,0.6152,button_right_main,0.417592632,-0.279629709,1,0,0,,0,18,18,44,1,LIZARD,C,old,m,./images/LIZARD.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.915,1,,,,,,,,,,,,,,,0,-0.267592574,-0.284259283,1,0,0,0.915,button_left_main,-0.267592574,-0.284259283,1,0,0,,0,19,19,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.2486,1,,,,,,,,,,,,,,,0,-0.38518517,-0.272222245,1,0,0,1.2486,button_left_main,-0.38518517,-0.272222245,1,0,0,,0,20,20,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8151,1,,,,,,,,,,,,,,,0,-0.31666665,-0.301851932,1,0,0,0.8151,button_left_main,-0.31666665,-0.301851932,1,0,0,,0,21,21,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0461,1,,,,,,,,,,,,,,,0,-0.402777763,-0.289814838,1,0,0,1.0461,button_left_main,-0.402777763,-0.289814838,1,0,0,,0,22,22,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.9482,0,,,,,,,,,,,,,,,0,0.417592632,-0.279629709,1,0,0,1.9482,button_right_main,0.417592632,-0.279629709,1,0,0,,0,23,23,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0822,1,,,,,,,,,,,,,,,0,-0.330555539,-0.28703706,1,0,0,1.0822,button_left_main,-0.330555539,-0.28703706,1,0,0,,0,24,24,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8157,1,,,,,,,,,,,,,,,0,0.442592632,-0.255555578,1,0,0,0.8157,button_right_main,0.442592632,-0.255555578,1,0,0,,0,25,25,61,1,CANDLE,LB,old,m,./images/CANDLELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7821,1,,,,,,,,,,,,,,,0,-0.261111092,-0.299074154,1,0,0,0.7821,button_left_main,-0.261111092,-0.299074154,1,0,0,,0,26,26,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0826,1,,,,,,,,,,,,,,,0,-0.292592575,-0.292592616,1,0,0,1.0826,button_left_main,-0.292592575,-0.292592616,1,0,0,,0,27,27,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6154,1,,,,,,,,,,,,,,,0,0.456481522,-0.298148172,1,0,0,0.6154,button_right_main,0.456481522,-0.298148172,1,0,0,,0,28,28,5,1,PASTA,C,old,m,./images/PASTA.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8154,1,,,,,,,,,,,,,,,0,-0.301851834,-0.29166669,1,0,0,0.8154,button_left_main,-0.301851834,-0.29166669,1,0,0,,0,29,29,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.716,1,,,,,,,,,,,,,,,0,0.441666706,-0.275000023,1,0,0,0.716,button_right_main,0.441666706,-0.275000023,1,0,0,,0,30,30,49,1,DRUMS,LB,old,m,./images/DRUMSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6487,1,,,,,,,,,,,,,,,0,0.413888928,-0.285185265,1,0,0,0.6487,button_right_main,0.413888928,-0.285185265,1,0,0,,0,31,31,40,1,SWING,LB,old,m,./images/SWINGLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9519,1,,,,,,,,,,,,,,,0,-0.252777759,-0.299074154,1,0,0,0.9519,button_left_main,-0.252777759,-0.299074154,1,0,0,,0,32,32,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7154,1,,,,,,,,,,,,,,,0,0.364814852,-0.271296376,1,0,0,0.7154,button_right_main,0.364814852,-0.271296376,1,0,0,,0,33,33,13,1,MOTOR,LB,old,m,./images/MOTORLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8488,1,,,,,,,,,,,,,,,0,-0.304629612,-0.282407487,1,0,0,0.8488,button_left_main,-0.304629612,-0.282407487,1,0,0,,0,34,34,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0179,1,,,,,,,,,,,,,,,0,-0.274999982,-0.275000023,1,0,0,1.0179,button_left_main,-0.274999982,-0.275000023,1,0,0,,0,35,35,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8984,1,,,,,,,,,,,,,,,0,-0.324074057,-0.273148171,1,0,0,0.8984,button_left_main,-0.324074057,-0.273148171,1,0,0,,0,36,36,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.685,1,,,,,,,,,,,,,,,0,0.338888925,-0.293518599,1,0,0,0.685,button_right_main,0.338888925,-0.293518599,1,0,0,,0,37,37,38,1,LADDER,C,old,m,./images/LADDER.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0018,1,,,,,,,,,,,,,,,0,-0.25925924,-0.308333357,1,0,0,1.0018,button_left_main,-0.25925924,-0.308333357,1,0,0,,0,38,38,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,
