key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,m,1,0.6015,,,,,,,,0.6015,1,0,6,6,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,z,1,0.7282,,,,,,,,0.7282,1,0,7,7,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,m,1,0.6577,,,,,,,,0.6577,1,0,8,8,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,m,1,0.7685,,,,,,,,0.7685,1,0,9,9,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,z,1,0.808,,,,,,,,0.808,1,0,10,10,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,m,1,0.6395,,,,,,,,0.6395,1,0,11,11,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,m,0,0.8757,,,,,,,,0.8757,0,0,12,12,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,z,1,0.8378,,,,,,,,0.8378,1,0,13,13,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,m,1,0.7097,,,,,,,,0.7097,1,0,14,14,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,z,1,0.7397,,,,,,,,0.7397,1,0,15,15,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.079705584,-0.36703559,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,49.8618,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.0312,0,,,,,,,,,,,,,,z,0,1.0312,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,0,0,41,1,STRING,LB,old,m,./images/STRINGLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8307,0,,,,,,,,,,,,,,m,0,0.8307,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,1,1,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9515,1,,,,,,,,,,,,,,z,1,0.9515,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,2,2,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8635,0,,,,,,,,,,,,,,m,0,0.8635,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,3,3,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7297,1,,,,,,,,,,,,,,z,1,0.7297,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,4,4,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8055,1,,,,,,,,,,,,,,z,1,0.8055,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,5,5,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9221,0,,,,,,,,,,,,,,m,0,0.9221,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,6,6,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.015,1,,,,,,,,,,,,,,z,1,1.015,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,7,7,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6487,1,,,,,,,,,,,,,,m,1,0.6487,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,8,8,29,1,CRUMB,LB,old,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8894,1,,,,,,,,,,,,,,z,1,0.8894,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,9,9,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8034,1,,,,,,,,,,,,,,z,1,0.8034,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,10,10,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.021,1,,,,,,,,,,,,,,m,1,1.021,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,11,11,47,1,BERRY,LB,old,m,./images/BERRYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8467,1,,,,,,,,,,,,,,m,1,0.8467,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,12,12,16,1,PENCE,HB,old,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7955,1,,,,,,,,,,,,,,z,1,0.7955,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,13,13,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8415,0,,,,,,,,,,,,,,z,0,0.8415,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,14,14,28,1,FALCON,HB,old,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.606,1,,,,,,,,,,,,,,m,1,0.606,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,15,15,45,1,KITTEN,C,old,m,./images/KITTEN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8553,1,,,,,,,,,,,,,,m,1,0.8553,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,16,16,56,1,PACKET,LB,old,m,./images/PACKETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9875,0,,,,,,,,,,,,,,z,0,0.9875,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,17,17,1,1,PLANK,HB,old,m,./images/PLANKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8372,1,,,,,,,,,,,,,,z,1,0.8372,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,18,18,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9806,1,,,,,,,,,,,,,,z,1,0.9806,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,19,19,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8401,0,,,,,,,,,,,,,,m,0,0.8401,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,20,20,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8798,1,,,,,,,,,,,,,,z,1,0.8798,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,21,21,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8965,1,,,,,,,,,,,,,,m,1,0.8965,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,22,22,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9702,1,,,,,,,,,,,,,,z,1,0.9702,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,23,23,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8622,1,,,,,,,,,,,,,,m,1,0.8622,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,24,24,4,1,MUSCLE,HB,old,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6823,1,,,,,,,,,,,,,,z,1,0.6823,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,25,25,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7119,1,,,,,,,,,,,,,,z,1,0.7119,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,26,26,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7128,1,,,,,,,,,,,,,,m,1,0.7128,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,27,27,35,1,PEACH,LB,old,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.805,1,,,,,,,,,,,,,,z,1,0.805,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,28,28,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7631,1,,,,,,,,,,,,,,z,1,0.7631,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,29,29,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6579,1,,,,,,,,,,,,,,m,1,0.6579,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,30,30,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8557,0,,,,,,,,,,,,,,z,0,0.8557,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,31,31,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8819,1,,,,,,,,,,,,,,z,1,0.8819,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,32,32,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8291,1,,,,,,,,,,,,,,m,1,0.8291,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,33,33,79,1,CRUST,HB,old,m,./images/CRUSTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7413,1,,,,,,,,,,,,,,m,1,0.7413,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,34,34,18,1,JAGUAR,C,old,m,./images/JAGUAR.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7792,1,,,,,,,,,,,,,,m,1,0.7792,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,35,35,12,1,SHORE,C,old,m,./images/SHORE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6281,1,,,,,,,,,,,,,,z,1,0.6281,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,36,36,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5812,1,,,,,,,,,,,,,,z,1,0.5812,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,37,37,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7906,1,,,,,,,,,,,,,,m,1,0.7906,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,38,38,23,1,WALRUS,LB,old,m,./images/WALRUSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.1372,1,,,,,,,,,,,,,,m,1,1.1372,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,39,39,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8723,1,,,,,,,,,,,,,,m,1,0.8723,,,,,,,,0.079705584,-0.36703559,0,0,0,,0,40,40,8,1,TULIP,LB,old,m,./images/TULIPLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6561,1,,,,,,,,,,,,,,m,1,0.6561,,,,,,,,0.096180556,-0.390961372,1,0,0,,0,41,41,9,1,RHINO,C,old,m,./images/RHINO.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
