key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,instr_done_touch.clicked_name,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,z,1,0.9039,,,,,,,,0.9039,1,0,6,6,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,z,1,1.59,,,,,,,,1.59,1,0,7,7,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,m,1,0.9106,,,,,,,,0.9106,1,0,8,8,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,m,1,0.6473,,,,,,,,0.6473,1,0,9,9,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,z,1,1.1771,,,,,,,,1.1771,1,0,10,10,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,m,1,1.1545,,,,,,,,1.1545,1,0,11,11,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,m,1,0.825,,,,,,,,0.825,1,0,12,12,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,z,1,1.1535,,,,,,,,1.1535,1,0,13,13,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,z,1,1.4733,,,,,,,,1.4733,1,0,14,14,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,m,1,0.7301,,,,,,,,0.7301,1,0,15,15,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.3387,0.125234375,-0.014322917,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.7094,1,,,,,,,,,,,,,,m,1,1.7094,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,0,0,8,1,TULIP,HB,old,m,./images/TULIPHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.4746,1,,,,,,,,,,,,,,m,1,1.4746,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,1,1,25,1,WRIST,C,old,m,./images/WRIST.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.792,1,,,,,,,,,,,,,,m,1,0.792,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,2,2,24,1,SCREW,LB,old,m,./images/SCREWLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7983,1,,,,,,,,,,,,,,m,1,0.7983,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,3,3,51,1,ONION,LB,old,m,./images/ONIONLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.6494,1,,,,,,,,,,,,,,z,1,1.6494,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,4,4,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.6411,1,,,,,,,,,,,,,,z,1,1.6411,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,5,5,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.3055,0,,,,,,,,,,,,,,z,0,1.3055,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,6,6,43,1,MOSQUE,C,old,m,./images/MOSQUE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.4058,1,,,,,,,,,,,,,,z,1,1.4058,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,7,7,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7487,1,,,,,,,,,,,,,,m,1,0.7487,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,8,8,36,1,THROAT,LB,old,m,./images/THROATLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7708,1,,,,,,,,,,,,,,m,1,0.7708,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,9,9,15,1,GREASE,LB,old,m,./images/GREASELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7804,1,,,,,,,,,,,,,,m,1,0.7804,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,10,10,9,1,RHINO,LB,old,m,./images/RHINOLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9311,1,,,,,,,,,,,,,,z,1,0.9311,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,11,11,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.1162,1,,,,,,,,,,,,,,m,1,1.1162,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,12,12,62,1,PURSE,HB,old,m,./images/PURSEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.0647,1,,,,,,,,,,,,,,m,1,2.0647,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,13,13,11,1,BONNET,HB,old,m,./images/BONNETHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.5901,1,,,,,,,,,,,,,,z,1,1.5901,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,14,14,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.1654,1,,,,,,,,,,,,,,z,1,2.1654,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,15,15,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.2035,1,,,,,,,,,,,,,,m,1,1.2035,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,16,16,79,1,CRUST,C,old,m,./images/CRUST.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,6.2665,1,,,,,,,,,,,,,,z,1,6.2665,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,17,17,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,3.1238,0,,,,,,,,,,,,,,m,0,3.1238,,,,,,,,0.125234375,-0.014322917,0,0,0,,0,18,18,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,9.1402,1,,,,,,,,,,,,,,m,1,9.1402,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,19,19,10,1,BELLY,C,old,m,./images/BELLY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.6994,1,,,,,,,,,,,,,,z,1,2.6994,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,20,20,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.6797,1,,,,,,,,,,,,,,m,1,1.6797,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,21,21,55,1,MUFFIN,C,old,m,./images/MUFFIN.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.6969,1,,,,,,,,,,,,,,z,1,2.6969,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,22,22,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.9462,1,,,,,,,,,,,,,,m,1,2.9462,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,23,23,18,1,JAGUAR,LB,old,m,./images/JAGUARLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.1435,1,,,,,,,,,,,,,,z,1,2.1435,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,24,24,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.9564,1,,,,,,,,,,,,,,z,1,1.9564,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,25,25,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0661,0,,,,,,,,,,,,,,z,0,1.0661,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,26,26,72,1,NOOSE,LB,old,m,./images/NOOSELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.5858,0,,,,,,,,,,,,,,z,0,2.5858,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,27,27,80,1,WEASEL,HB,old,m,./images/WEASELHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.5224,1,,,,,,,,,,,,,,z,1,1.5224,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,28,28,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0384,1,,,,,,,,,,,,,,m,1,1.0384,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,29,29,32,1,BARREL,HB,old,m,./images/BARRELHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.3837,1,,,,,,,,,,,,,,z,1,1.3837,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,30,30,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.641,1,,,,,,,,,,,,,,m,1,0.641,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,31,31,13,1,MOTOR,C,old,m,./images/MOTOR.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0513,1,,,,,,,,,,,,,,z,1,1.0513,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,32,32,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9377,1,,,,,,,,,,,,,,z,1,0.9377,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,33,33,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9493,0,,,,,,,,,,,,,,z,0,0.9493,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,34,34,44,1,LIZARD,HB,old,m,./images/LIZARDHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.6318,1,,,,,,,,,,,,,,z,1,2.6318,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,35,35,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.2994,0,,,,,,,,,,,,,,m,0,2.2994,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,36,36,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.1626,1,,,,,,,,,,,,,,z,1,1.1626,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,37,37,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9644,1,,,,,,,,,,,,,,m,1,0.9644,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,38,38,30,1,STORM,LB,old,m,./images/STORMLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6152,1,,,,,,,,,,,,,,m,1,0.6152,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,39,39,63,1,MIRROR,LB,old,m,./images/MIRRORLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8523,0,,,,,,,,,,,,,,m,0,0.8523,,,,,,,,0.240690104,-0.170759549,0,0,0,,0,40,40,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199138,,2022-01-29_14h56.41.287,lexical_decision_task_DD_L3,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.3025,1,,,,,,,,,,,,,,z,1,1.3025,,,,,,,,0.240690104,-0.170759549,0,0,0,space,0,41,41,95,1,HANTY,LB,old,z,./images/HANTYLB.png,12.2169,,,,,,,,,,,,,,,,,,,,,,
