key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,1.3628,,,,,,,,1.3628,1,0,6,6,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,1.6382,,,,,,,,1.6382,1,0,7,7,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,1.0328,,,,,,,,1.0328,1,0,8,8,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.7444,,,,,,,,0.7444,1,0,9,9,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.7247,,,,,,,,0.7247,1,0,10,10,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,1.0045,,,,,,,,1.0045,1,0,11,11,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.95,,,,,,,,0.95,1,0,12,12,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.9764,,,,,,,,0.9764,1,0,13,13,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.8878,,,,,,,,0.8878,1,0,14,14,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.8291,,,,,,,,0.8291,1,0,15,15,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.02609375,-0.415338542,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.825,0,,,,,,,,,,,,,,z,0,0.825,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,0,0,150,1,NOOLS,C,old,n,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,3.3853,0,,,,,,,,,,,,,,z,0,3.3853,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,1,1,91,1,SHENS,HB,old,n,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8722,0,,,,,,,,,,,,,,m,0,0.8722,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,2,2,143,1,MONGS,LB,old,n,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.914,0,,,,,,,,,,,,,,m,0,0.914,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,3,3,48,1,SHIELD,LB,old,y,./images/SHIELDLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.7963,0,,,,,,,,,,,,,,z,0,1.7963,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,4,4,110,1,CRUNK,LB,old,n,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3618,0,,,,,,,,,,,,,,m,0,1.3618,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,5,5,47,1,LAGOON,HB,old,y,./images/LAGOONHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.8797,0,,,,,,,,,,,,,,m,0,1.8797,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,6,6,41,1,STREAM,HB,old,y,./images/STREAMHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0475,0,,,,,,,,,,,,,,m,0,1.0475,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,7,7,66,1,STATUE,LB,old,y,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.6196,0,,,,,,,,,,,,,,m,0,1.6196,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,8,8,2,1,STOVE,HB,old,y,./images/STOVEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1313,0,,,,,,,,,,,,,,m,0,1.1313,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,9,9,18,1,PARCEL,LB,old,y,./images/PARCELLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0378,0,,,,,,,,,,,,,,z,0,1.0378,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,10,10,113,1,LINEW,LB,old,n,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.6061,0,,,,,,,,,,,,,,m,0,1.6061,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,11,11,56,1,HEATER,HB,old,y,./images/HEATERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,3.4315,0,,,,,,,,,,,,,,z,0,3.4315,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,12,12,130,1,CRILL,HB,old,n,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7711,0,,,,,,,,,,,,,,m,0,0.7711,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,13,13,19,1,DONKEY,C,old,y,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.7353,0,,,,,,,,,,,,,,z,0,1.7353,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,14,14,146,1,MOOST,LB,old,n,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.3809,0,,,,,,,,,,,,,,z,0,2.3809,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,15,15,160,1,VEETS,HB,old,n,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4386,0,,,,,,,,,,,,,,z,0,1.4386,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,16,16,131,1,NACES,LB,old,n,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9854,0,,,,,,,,,,,,,,m,0,0.9854,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,17,17,76,1,MIDGET,C,old,y,./images/MIDGET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.9573,0,,,,,,,,,,,,,,m,0,2.9573,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,18,18,35,1,LLAMA,HB,old,y,./images/LLAMAHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.012,0,,,,,,,,,,,,,,z,0,2.012,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,19,19,100,1,DRIBS,HB,old,n,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6979,0,,,,,,,,,,,,,,m,0,0.6979,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,20,20,0,1,WALNUT,LB,old,y,./images/WALNUTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.7071,0,,,,,,,,,,,,,,z,0,1.7071,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,21,21,132,1,SCIFF,C,old,n,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7209,0,,,,,,,,,,,,,,m,0,0.7209,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,22,22,75,1,HAMMER,LB,old,y,./images/HAMMERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7641,0,,,,,,,,,,,,,,m,0,0.7641,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,23,23,25,1,CHALK,C,old,y,./images/CHALK.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7154,0,,,,,,,,,,,,,,m,0,0.7154,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,24,24,22,1,CLOWN,C,old,y,./images/CLOWN.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7819,0,,,,,,,,,,,,,,m,0,0.7819,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,25,25,51,1,SAUCE,LB,old,y,./images/SAUCELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.112,0,,,,,,,,,,,,,,z,0,1.112,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,26,26,126,1,GUELS,C,old,n,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0801,0,,,,,,,,,,,,,,m,0,1.0801,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,27,27,12,1,BLOKE,LB,old,y,./images/BLOKELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.2612,0,,,,,,,,,,,,,,z,0,2.2612,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,28,28,148,1,JOMS,HB,old,n,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0953,0,,,,,,,,,,,,,,z,0,1.0953,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,29,29,129,1,PRANS,C,old,n,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.2706,0,,,,,,,,,,,,,,z,0,1.2706,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,30,30,149,1,VEASE,LB,old,n,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7725,0,,,,,,,,,,,,,,m,0,0.7725,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,31,31,90,1,NEAST,C,old,n,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.361,0,,,,,,,,,,,,,,z,0,1.361,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,32,32,93,1,SMONE,C,old,n,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.0705,0,,,,,,,,,,,,,,z,0,2.0705,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,33,33,107,1,FASKS,LB,old,n,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7374,0,,,,,,,,,,,,,,m,0,0.7374,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,34,34,79,1,RULER,C,old,y,./images/RULER.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8569,0,,,,,,,,,,,,,,m,0,0.8569,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,35,35,36,1,BOILER,LB,old,y,./images/BOILERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.3317,0,,,,,,,,,,,,,,z,0,2.3317,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,36,36,133,1,POWDY,HB,old,n,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1788,0,,,,,,,,,,,,,,m,0,1.1788,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,37,37,141,1,PLEET,C,old,n,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.5771,0,,,,,,,,,,,,,,m,0,2.5771,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,38,38,163,1,GAMBA,HB,old,n,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6791,0,,,,,,,,,,,,,,m,0,0.6791,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,39,39,73,1,GLOVE,C,old,y,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4213,0,,,,,,,,,,,,,,z,0,1.4213,,,,,,,,0.02609375,-0.415338542,0,0,0,,0,40,40,162,1,LEICH,C,old,n,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199120,18,2022-01-25_21h35.23.007,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3631,0,,,,,,,,,,,,,,z,0,1.3631,,,,,,,,0.039435764,-0.401514757,1,0,0,,0,41,41,87,1,TRING,C,old,n,./images/TRING.png,break_done_button,,,,,,,,,,,,,,,,,,,,
