key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,m,1,0.528,,,,,,,,0.528,1,0,6,6,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,m,1,0.573,,,,,,,,0.573,1,0,7,7,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,z,0,0.509,,,,,,,,0.509,0,0,8,8,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,z,1,0.834,,,,,,,,0.834,1,0,9,9,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,z,1,0.827,,,,,,,,0.827,1,0,10,10,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,z,1,0.681,,,,,,,,0.681,1,0,11,11,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,z,1,1.111,,,,,,,,1.111,1,0,12,12,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,z,1,0.659,,,,,,,,0.659,1,0,13,13,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,m,1,0.622,,,,,,,,0.622,1,0,14,14,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,m,1,0.544,,,,,,,,0.544,1,0,15,15,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.05,-0.42,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.808,1,,,,,,,,,,,,,,z,1,0.808,,,,,,,,-0.05,-0.42,0,0,0,,0,0,0,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.625,1,,,,,,,,,,,,,,m,1,0.625,,,,,,,,-0.05,-0.42,0,0,0,,0,1,1,24,1,FLESH,LB,old,m,./images/FLESHLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.63,1,,,,,,,,,,,,,,m,1,0.63,,,,,,,,-0.05,-0.42,0,0,0,,0,2,2,23,1,CLOTH,HB,old,m,./images/CLOTHHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.733,1,,,,,,,,,,,,,,m,1,0.733,,,,,,,,-0.05,-0.42,0,0,0,,0,3,3,31,1,STEAK,C,old,m,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.782,1,,,,,,,,,,,,,,z,1,0.782,,,,,,,,-0.05,-0.42,0,0,0,,0,4,4,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.559,1,,,,,,,,,,,,,,m,1,0.559,,,,,,,,-0.05,-0.42,0,0,0,,0,5,5,46,1,MUMMY,C,old,m,./images/MUMMY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.634,1,,,,,,,,,,,,,,m,1,0.634,,,,,,,,-0.05,-0.42,0,0,0,,0,6,6,30,1,SLOPE,LB,old,m,./images/SLOPELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.615,1,,,,,,,,,,,,,,z,1,0.615,,,,,,,,-0.05,-0.42,0,0,0,,0,7,7,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.544,1,,,,,,,,,,,,,,m,1,0.544,,,,,,,,-0.05,-0.42,0,0,0,,0,8,8,42,1,CHAIN,LB,old,m,./images/CHAINLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.507,1,,,,,,,,,,,,,,m,1,0.507,,,,,,,,-0.05,-0.42,0,0,0,,0,9,9,54,1,CHERRY,LB,old,m,./images/CHERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.906,1,,,,,,,,,,,,,,z,1,0.906,,,,,,,,-0.05,-0.42,0,0,0,,0,10,10,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.899,1,,,,,,,,,,,,,,z,1,0.899,,,,,,,,-0.05,-0.42,0,0,0,,0,11,11,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.926,1,,,,,,,,,,,,,,z,1,0.926,,,,,,,,-0.05,-0.42,0,0,0,,0,12,12,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,1.905,1,,,,,,,,,,,,,,z,1,1.905,,,,,,,,-0.05,-0.42,0,0,0,,0,13,13,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,1.279,1,,,,,,,,,,,,,,z,1,1.279,,,,,,,,-0.05,-0.42,0,0,0,,0,14,14,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.958,1,,,,,,,,,,,,,,z,1,0.958,,,,,,,,-0.05,-0.42,0,0,0,,0,15,15,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,1.28,1,,,,,,,,,,,,,,z,1,1.28,,,,,,,,-0.05,-0.42,0,0,0,,0,16,16,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,1.381,1,,,,,,,,,,,,,,m,1,1.381,,,,,,,,-0.05,-0.42,0,0,0,,0,17,17,41,1,STREAM,HB,old,m,./images/STREAMHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.68,1,,,,,,,,,,,,,,m,1,0.68,,,,,,,,-0.05,-0.42,0,0,0,,0,18,18,35,1,LLAMA,HB,old,m,./images/LLAMAHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.918,1,,,,,,,,,,,,,,z,1,0.918,,,,,,,,-0.05,-0.42,0,0,0,,0,19,19,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.65,1,,,,,,,,,,,,,,m,1,0.65,,,,,,,,-0.05,-0.42,0,0,0,,0,20,20,66,1,STATUE,LB,old,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.617,1,,,,,,,,,,,,,,m,1,0.617,,,,,,,,-0.05,-0.42,0,0,0,,0,21,21,81,1,DRILL,LB,old,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.877,1,,,,,,,,,,,,,,m,1,0.877,,,,,,,,-0.05,-0.42,0,0,0,,0,22,22,44,1,BASKET,HB,old,m,./images/BASKETHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.965,1,,,,,,,,,,,,,,m,1,0.965,,,,,,,,-0.05,-0.42,0,0,0,,0,23,23,60,1,CURRY,LB,old,m,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.809,1,,,,,,,,,,,,,,m,1,0.809,,,,,,,,-0.05,-0.42,0,0,0,,0,24,24,10,1,GARDEN,C,old,m,./images/GARDEN.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.805,1,,,,,,,,,,,,,,m,1,0.805,,,,,,,,-0.05,-0.42,0,0,0,,0,25,25,50,1,PILOT,HB,old,m,./images/PILOTHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.685,1,,,,,,,,,,,,,,z,1,0.685,,,,,,,,-0.05,-0.42,0,0,0,,0,26,26,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,1.201,1,,,,,,,,,,,,,,m,1,1.201,,,,,,,,-0.05,-0.42,0,0,0,,0,27,27,32,1,HOCKEY,HB,old,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.759,1,,,,,,,,,,,,,,z,1,0.759,,,,,,,,-0.05,-0.42,0,0,0,,0,28,28,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.819,1,,,,,,,,,,,,,,z,1,0.819,,,,,,,,-0.05,-0.42,0,0,0,,0,29,29,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.632,1,,,,,,,,,,,,,,z,1,0.632,,,,,,,,-0.05,-0.42,0,0,0,,0,30,30,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.638,1,,,,,,,,,,,,,,m,1,0.638,,,,,,,,-0.05,-0.42,0,0,0,,0,31,31,19,1,DONKEY,C,old,m,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.715,1,,,,,,,,,,,,,,z,1,0.715,,,,,,,,-0.05,-0.42,0,0,0,,0,32,32,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,1.191,1,,,,,,,,,,,,,,z,1,1.191,,,,,,,,-0.05,-0.42,0,0,0,,0,33,33,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.75,1,,,,,,,,,,,,,,z,1,0.75,,,,,,,,-0.05,-0.42,0,0,0,,0,34,34,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.565,1,,,,,,,,,,,,,,z,1,0.565,,,,,,,,-0.05,-0.42,0,0,0,,0,35,35,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.766,1,,,,,,,,,,,,,,z,1,0.766,,,,,,,,-0.05,-0.42,0,0,0,,0,36,36,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.618,1,,,,,,,,,,,,,,m,1,0.618,,,,,,,,-0.05,-0.42,0,0,0,,0,37,37,73,1,GLOVE,C,old,m,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.698,1,,,,,,,,,,,,,,z,1,0.698,,,,,,,,-0.05,-0.42,0,0,0,,0,38,38,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.664,1,,,,,,,,,,,,,,m,1,0.664,,,,,,,,-0.05,-0.42,0,0,0,,0,39,39,43,1,STOOL,C,old,m,./images/STOOL.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.669,1,,,,,,,,,,,,,,m,1,0.669,,,,,,,,-0.05,-0.42,0,0,0,,0,40,40,33,1,SAUNA,LB,old,m,./images/SAUNALB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.755,1,,,,,,,,,,,,,,m,1,0.755,,,,,,,,-0.064444444,-0.404444444,1,0,0,,0,41,41,47,1,LAGOON,HB,old,m,./images/LAGOONHB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198916,18,2022-01-28_15h18.55.387,lexical_decision_task_DD_L6,2021.2.3,MacIntel,71.42857143,,,,,,,,,,,0.818,1,,,,,,,,,,,,,,z,1,0.818,,,,,,,,-0.064444444,-0.413333333,0,0,0,,0,42,42,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,
