key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,z,1,0.804,,,,,,,,0.804,1,0,6,6,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,m,1,0.558,,,,,,,,0.558,1,0,7,7,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,m,1,0.575,,,,,,,,0.575,1,0,8,8,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,m,1,0.65,,,,,,,,0.65,1,0,9,9,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,z,1,0.804,,,,,,,,0.804,1,0,10,10,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,z,1,0.679,,,,,,,,0.679,1,0,11,11,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,z,1,1.156,,,,,,,,1.156,1,0,12,12,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,m,1,0.999,,,,,,,,0.999,1,0,13,13,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,m,1,0.683,,,,,,,,0.683,1,0,14,14,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,z,1,0.642,,,,,,,,0.642,1,0,15,15,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.03375,-0.405,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,8.786,1,,,,,,,,,,,,,,z,1,8.786,,,,,,,,-0.03375,-0.405,0,0,0,,0,0,0,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,2.907,1,,,,,,,,,,,,,,z,1,2.907,,,,,,,,-0.03375,-0.405,0,0,0,,0,1,1,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,2.337,0,,,,,,,,,,,,,,z,0,2.337,,,,,,,,-0.03375,-0.405,0,0,0,,0,2,2,31,1,QUILL,C,old,m,./images/QUILL.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,1.393,1,,,,,,,,,,,,,,m,1,1.393,,,,,,,,-0.03375,-0.405,0,0,0,,0,3,3,47,1,BERRY,HB,old,m,./images/BERRYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.668,1,,,,,,,,,,,,,,m,1,0.668,,,,,,,,-0.03375,-0.405,0,0,0,,0,4,4,4,1,MUSCLE,C,old,m,./images/MUSCLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,1.383,1,,,,,,,,,,,,,,z,1,1.383,,,,,,,,-0.03375,-0.405,0,0,0,,0,5,5,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.853,1,,,,,,,,,,,,,,m,1,0.853,,,,,,,,-0.03375,-0.405,0,0,0,,0,6,6,29,1,CRUMB,HB,old,m,./images/CRUMBHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,1.677,1,,,,,,,,,,,,,,z,1,1.677,,,,,,,,-0.03375,-0.405,0,0,0,,0,7,7,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.794,1,,,,,,,,,,,,,,z,1,0.794,,,,,,,,-0.03375,-0.405,0,0,0,,0,8,8,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.866,1,,,,,,,,,,,,,,z,1,0.866,,,,,,,,-0.03375,-0.405,0,0,0,,0,9,9,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.558,1,,,,,,,,,,,,,,m,1,0.558,,,,,,,,-0.03375,-0.405,0,0,0,,0,10,10,22,1,MELON,C,old,m,./images/MELON.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.662,1,,,,,,,,,,,,,,z,1,0.662,,,,,,,,-0.03375,-0.405,0,0,0,,0,11,11,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.914,0,,,,,,,,,,,,,,m,0,0.914,,,,,,,,-0.03375,-0.405,0,0,0,,0,12,12,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.646,1,,,,,,,,,,,,,,m,1,0.646,,,,,,,,-0.03375,-0.405,0,0,0,,0,13,13,19,1,DOUGH,C,old,m,./images/DOUGH.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.96,1,,,,,,,,,,,,,,z,1,0.96,,,,,,,,-0.03375,-0.405,0,0,0,,0,14,14,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,1.728,1,,,,,,,,,,,,,,z,1,1.728,,,,,,,,-0.03375,-0.405,0,0,0,,0,15,15,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.818,1,,,,,,,,,,,,,,m,1,0.818,,,,,,,,-0.03375,-0.405,0,0,0,,0,16,16,35,1,PEACH,HB,old,m,./images/PEACHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.663,1,,,,,,,,,,,,,,z,1,0.663,,,,,,,,-0.03375,-0.405,0,0,0,,0,17,17,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.75,1,,,,,,,,,,,,,,z,1,0.75,,,,,,,,-0.03375,-0.405,0,0,0,,0,18,18,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.56,1,,,,,,,,,,,,,,m,1,0.56,,,,,,,,-0.03375,-0.405,0,0,0,,0,19,19,61,1,CANDLE,C,old,m,./images/CANDLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.527,1,,,,,,,,,,,,,,m,1,0.527,,,,,,,,-0.03375,-0.405,0,0,0,,0,20,20,64,1,JELLY,C,old,m,./images/JELLY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.759,1,,,,,,,,,,,,,,z,1,0.759,,,,,,,,-0.03375,-0.405,0,0,0,,0,21,21,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.759,1,,,,,,,,,,,,,,z,1,0.759,,,,,,,,-0.03375,-0.405,0,0,0,,0,22,22,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.566,1,,,,,,,,,,,,,,m,1,0.566,,,,,,,,-0.03375,-0.405,0,0,0,,0,23,23,63,1,MIRROR,LB,old,m,./images/MIRRORLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.604,1,,,,,,,,,,,,,,m,1,0.604,,,,,,,,-0.03375,-0.405,0,0,0,,0,24,24,73,1,SNACK,C,old,m,./images/SNACK.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.654,1,,,,,,,,,,,,,,m,1,0.654,,,,,,,,-0.03375,-0.405,0,0,0,,0,25,25,69,1,COOKER,LB,old,m,./images/COOKERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,1.098,1,,,,,,,,,,,,,,m,1,1.098,,,,,,,,-0.03375,-0.405,0,0,0,,0,26,26,74,1,CEMENT,HB,old,m,./images/CEMENTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,2.26,1,,,,,,,,,,,,,,m,1,2.26,,,,,,,,-0.03375,-0.405,0,0,0,,0,27,27,11,1,BONNET,HB,old,m,./images/BONNETHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.535,1,,,,,,,,,,,,,,m,1,0.535,,,,,,,,-0.03375,-0.405,0,0,0,,0,28,28,75,1,GRAIN,LB,old,m,./images/GRAINLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.431,1,,,,,,,,,,,,,,m,1,0.431,,,,,,,,-0.03375,-0.405,0,0,0,,0,29,29,7,1,PAINT,C,old,m,./images/PAINT.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.515,1,,,,,,,,,,,,,,m,1,0.515,,,,,,,,-0.03375,-0.405,0,0,0,,0,30,30,3,1,FINGER,LB,old,m,./images/FINGERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,1.064,1,,,,,,,,,,,,,,z,1,1.064,,,,,,,,-0.03375,-0.405,0,0,0,,0,31,31,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,1.013,1,,,,,,,,,,,,,,z,1,1.013,,,,,,,,-0.03375,-0.405,0,0,0,,0,32,32,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.503,1,,,,,,,,,,,,,,m,1,0.503,,,,,,,,-0.03375,-0.405,0,0,0,,0,33,33,0,1,TOMATO,LB,old,m,./images/TOMATOLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.6,1,,,,,,,,,,,,,,z,1,0.6,,,,,,,,-0.03375,-0.405,0,0,0,,0,34,34,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,1.051,1,,,,,,,,,,,,,,m,1,1.051,,,,,,,,-0.03375,-0.405,0,0,0,,0,35,35,71,1,PIMPLE,HB,old,m,./images/PIMPLEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.865,1,,,,,,,,,,,,,,m,1,0.865,,,,,,,,-0.03375,-0.405,0,0,0,,0,36,36,8,1,TULIP,HB,old,m,./images/TULIPHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.698,1,,,,,,,,,,,,,,m,1,0.698,,,,,,,,-0.03375,-0.405,0,0,0,,0,37,37,9,1,RHINO,LB,old,m,./images/RHINOLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.454,0,,,,,,,,,,,,,,m,0,0.454,,,,,,,,-0.03375,-0.405,0,0,0,,0,38,38,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.836,1,,,,,,,,,,,,,,m,1,0.836,,,,,,,,-0.03375,-0.405,0,0,0,,0,39,39,39,1,SHELF,LB,old,m,./images/SHELFLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,2.501,1,,,,,,,,,,,,,,m,1,2.501,,,,,,,,-0.03375,-0.405,0,0,0,,0,40,40,44,1,LIZARD,HB,old,m,./images/LIZARDHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.679,1,,,,,,,,,,,,,,z,1,0.679,,,,,,,,-0.02875,-0.37375,1,0,0,,0,41,41,113,1,LINEW,LB,old,z,./images/LINEWLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200119,18,2022-01-28_16h02.56.923,lexical_decision_task_DD_L3,2021.2.3,MacIntel,52.63157895,,,,,,,,,,,0.879,1,,,,,,,,,,,,,,z,1,0.879,,,,,,,,-0.0275,-0.37625,0,0,0,,0,42,42,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,
