key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,0.404081633,-0.344897959,1,0,0,0.698,button_right,0.698,1,0,6,6,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,-0.405102041,-0.358163265,1,0,0,0.9,button_left,0.9,1,0,7,7,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,0.41122449,-0.310204082,1,0,0,0.797,button_right,0.797,1,0,8,8,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,0.445918367,-0.363265306,1,0,0,1.135,button_right,1.135,1,0,9,9,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,-0.382653061,-0.310204082,1,0,0,0.96,button_left,0.96,1,0,10,10,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,0.437755102,-0.255102041,1,0,0,0.76,button_right,0.76,1,0,11,11,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,-0.370408163,-0.335714286,1,0,0,0.961,button_left,0.961,1,0,12,12,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,0.416326531,-0.325510204,1,0,0,0.626,button_right,0.626,1,0,13,13,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,-0.373469388,-0.334693878,1,0,0,0.893,button_left,0.893,1,0,14,14,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,0,-0.379591837,-0.320408163,1,0,0,0.794,button_left,0.794,1,0,15,15,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.142857143,-0.406122449,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.851,1,,,,,,,,,,,,,,,0,-0.389795918,-0.273469388,1,0,0,1.851,button_left_main,-0.389795918,-0.273469388,1,0,0,,0,0,0,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.796,1,,,,,,,,,,,,,,,0,0.4,-0.268367347,1,0,0,0.796,button_right_main,0.4,-0.268367347,1,0,0,,0,1,1,55,1,ALLEY,LB,old,m,./images/ALLEYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.471,1,,,,,,,,,,,,,,,0,0.393877551,-0.32244898,1,0,0,1.471,button_right_main,0.393877551,-0.32244898,1,0,0,,0,2,2,68,1,VALLEY,C,old,m,./images/VALLEY.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.997,1,,,,,,,,,,,,,,,0,0.394897959,-0.286734694,1,0,0,0.997,button_right_main,0.394897959,-0.286734694,1,0,0,,0,3,3,26,1,CLOUD,C,old,m,./images/CLOUD.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.07,1,,,,,,,,,,,,,,,0,-0.414285714,-0.319387755,1,0,0,1.07,button_left_main,-0.414285714,-0.319387755,1,0,0,,0,4,4,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.902,1,,,,,,,,,,,,,,,0,-0.426530612,-0.325510204,1,0,0,1.902,button_left_main,-0.426530612,-0.325510204,1,0,0,,0,5,5,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.631,1,,,,,,,,,,,,,,,0,0.392857143,-0.310204082,1,0,0,0.631,button_right_main,0.392857143,-0.310204082,1,0,0,,0,6,6,23,1,CLOTH,C,old,m,./images/CLOTH.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.597,1,,,,,,,,,,,,,,,0,0.384693878,-0.305102041,1,0,0,0.597,button_right_main,0.384693878,-0.305102041,1,0,0,,0,7,7,5,1,BAMBOO,C,old,m,./images/BAMBOO.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.763,1,,,,,,,,,,,,,,,0,0.434693878,-0.326530612,1,0,0,0.763,button_right_main,0.434693878,-0.326530612,1,0,0,,0,8,8,1,1,TOWEL,LB,old,m,./images/TOWELLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.164,1,,,,,,,,,,,,,,,0,-0.430612245,-0.309183673,1,0,0,1.164,button_left_main,-0.430612245,-0.309183673,1,0,0,,0,9,9,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.765,1,,,,,,,,,,,,,,,0,0.421428571,-0.340816327,1,0,0,0.765,button_right_main,0.421428571,-0.340816327,1,0,0,,0,10,10,16,1,GRAPE,LB,old,m,./images/GRAPELB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.898,1,,,,,,,,,,,,,,,0,-0.420408163,-0.32244898,1,0,0,0.898,button_left_main,-0.420408163,-0.32244898,1,0,0,,0,11,11,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.739,1,,,,,,,,,,,,,,,0,0.421428571,-0.359183673,1,0,0,1.739,button_right_main,0.421428571,-0.359183673,1,0,0,,0,12,12,11,1,MEDAL,C,old,m,./images/MEDAL.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.998,1,,,,,,,,,,,,,,,0,-0.424489796,-0.336734694,1,0,0,0.998,button_left_main,-0.424489796,-0.336734694,1,0,0,,0,13,13,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.596,1,,,,,,,,,,,,,,,0,0.403061224,-0.291836735,1,0,0,0.596,button_right_main,0.403061224,-0.291836735,1,0,0,,0,14,14,80,1,PLANET,C,old,m,./images/PLANET.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.767,1,,,,,,,,,,,,,,,0,0.41122449,-0.329591837,1,0,0,0.767,button_right_main,0.41122449,-0.329591837,1,0,0,,0,15,15,69,1,ARROW,HB,old,m,./images/ARROWHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.73,1,,,,,,,,,,,,,,,0,0.384693878,-0.325510204,1,0,0,0.73,button_right_main,0.384693878,-0.325510204,1,0,0,,0,16,16,27,1,BUTTER,HB,old,m,./images/BUTTERHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.465,1,,,,,,,,,,,,,,,0,-0.428571429,-0.328571429,1,0,0,1.465,button_left_main,-0.428571429,-0.328571429,1,0,0,,0,17,17,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.631,1,,,,,,,,,,,,,,,0,0.4,-0.318367347,1,0,0,0.631,button_right_main,0.4,-0.318367347,1,0,0,,0,18,18,47,1,LAGOON,C,old,m,./images/LAGOON.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.998,1,,,,,,,,,,,,,,,0,-0.434693878,-0.336734694,1,0,0,0.998,button_left_main,-0.434693878,-0.336734694,1,0,0,,0,19,19,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.864,1,,,,,,,,,,,,,,,0,-0.429591837,-0.320408163,1,0,0,0.864,button_left_main,-0.429591837,-0.320408163,1,0,0,,0,20,20,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.999,1,,,,,,,,,,,,,,,0,0.419387755,-0.340816327,1,0,0,1.999,button_right_main,0.419387755,-0.340816327,1,0,0,,0,21,21,9,1,DIVER,HB,old,m,./images/DIVERHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.397,1,,,,,,,,,,,,,,,0,0.416326531,-0.344897959,1,0,0,1.397,button_right_main,0.416326531,-0.344897959,1,0,0,,0,22,22,78,1,BROOM,HB,old,m,./images/BROOMHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.731,1,,,,,,,,,,,,,,,0,0.430612245,-0.347959184,1,0,0,0.731,button_right_main,0.430612245,-0.347959184,1,0,0,,0,23,23,28,1,CASINO,LB,old,m,./images/CASINOLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.729,1,,,,,,,,,,,,,,,0,-0.425510204,-0.32244898,1,0,0,0.729,button_left_main,-0.425510204,-0.32244898,1,0,0,,0,24,24,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.896,1,,,,,,,,,,,,,,,0,0.404081633,-0.336734694,1,0,0,0.896,button_right_main,0.404081633,-0.336734694,1,0,0,,0,25,25,21,1,DANCER,HB,old,m,./images/DANCERHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.997,1,,,,,,,,,,,,,,,0,0.440816327,-0.340816327,1,0,0,0.997,button_right_main,0.440816327,-0.340816327,1,0,0,,0,26,26,36,1,BOILER,HB,old,m,./images/BOILERHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.464,1,,,,,,,,,,,,,,,0,-0.428571429,-0.346938776,1,0,0,1.464,button_left_main,-0.428571429,-0.346938776,1,0,0,,0,27,27,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.797,1,,,,,,,,,,,,,,,0,0.423469388,-0.298979592,1,0,0,0.797,button_right_main,0.423469388,-0.298979592,1,0,0,,0,28,28,6,1,STAIN,HB,old,m,./images/STAINHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.734,1,,,,,,,,,,,,,,,0,-0.431632653,-0.325510204,1,0,0,0.734,button_left_main,-0.431632653,-0.325510204,1,0,0,,0,29,29,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.631,1,,,,,,,,,,,,,,,0,0.407142857,-0.346938776,1,0,0,0.631,button_right_main,0.407142857,-0.346938776,1,0,0,,0,30,30,70,1,BANANA,LB,old,m,./images/BANANALB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.707,1,,,,,,,,,,,,,,,0,0.442857143,-0.36122449,1,0,0,0.707,button_right_main,0.442857143,-0.36122449,1,0,0,,0,31,31,44,1,BASKET,C,old,m,./images/BASKET.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.695,1,,,,,,,,,,,,,,,0,0.412244898,-0.358163265,1,0,0,0.695,button_right_main,0.412244898,-0.358163265,1,0,0,,0,32,32,8,1,CLIFF,C,old,m,./images/CLIFF.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.864,1,,,,,,,,,,,,,,,0,0.414285714,-0.370408163,1,0,0,0.864,button_right_main,0.414285714,-0.370408163,1,0,0,,0,33,33,35,1,LLAMA,C,old,m,./images/LLAMA.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.604,1,,,,,,,,,,,,,,,0,0.41122449,-0.33877551,1,0,0,0.604,button_right_main,0.41122449,-0.33877551,1,0,0,,0,34,34,38,1,ENGINE,C,old,m,./images/ENGINE.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.863,1,,,,,,,,,,,,,,,0,-0.424489796,-0.325510204,1,0,0,0.863,button_left_main,-0.424489796,-0.325510204,1,0,0,,0,35,35,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.062,0,,,,,,,,,,,,,,,0,0.413265306,-0.365306122,1,0,0,1.062,button_right_main,0.413265306,-0.365306122,1,0,0,,0,36,36,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.898,1,,,,,,,,,,,,,,,0,0.408163265,-0.367346939,1,0,0,1.898,button_right_main,0.408163265,-0.367346939,1,0,0,,0,37,37,30,1,SLOPE,HB,old,m,./images/SLOPEHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.872,1,,,,,,,,,,,,,,,0,-0.434693878,-0.33877551,1,0,0,0.872,button_left_main,-0.434693878,-0.33877551,1,0,0,,0,38,38,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,
