key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,m,1,0.6675,,,,,,,,0.6675,1,0,6,6,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,m,1,0.8044,,,,,,,,0.8044,1,0,7,7,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,m,1,0.6202,,,,,,,,0.6202,1,0,8,8,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,m,1,0.5175,,,,,,,,0.5175,1,0,9,9,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,z,1,1.1006,,,,,,,,1.1006,1,0,10,10,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,z,1,1.4353,,,,,,,,1.4353,1,0,11,11,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,z,1,0.9806,,,,,,,,0.9806,1,0,12,12,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,z,1,1.1252,,,,,,,,1.1252,1,0,13,13,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,m,1,0.8494,,,,,,,,0.8494,1,0,14,14,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,m,1,0.7396,,,,,,,,0.7396,1,0,15,15,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.030442708,-0.381497396,1,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,instr_done_button,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.2454,0,,,,,,,,,,,,,,,m,0,1.2454,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,0,0,1,1,TOWEL,LB,old,y,./images/TOWELLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.4808,0,,,,,,,,,,,,,,,m,0,2.4808,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,1,1,39,1,CANDY,HB,old,y,./images/CANDYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1545,0,,,,,,,,,,,,,,,z,0,1.1545,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,2,2,112,1,MYING,HB,old,n,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1401,0,,,,,,,,,,,,,,,z,0,1.1401,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,3,3,105,1,MOKER,C,old,n,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6466,0,,,,,,,,,,,,,,,m,0,0.6466,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,4,4,70,1,BANANA,LB,old,y,./images/BANANALB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6067,0,,,,,,,,,,,,,,,m,0,0.6067,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,5,5,77,1,WHEEL,C,old,y,./images/WHEEL.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0465,0,,,,,,,,,,,,,,,m,0,1.0465,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,6,6,75,1,HAMMER,HB,old,y,./images/HAMMERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.63,0,,,,,,,,,,,,,,,m,0,0.63,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,7,7,25,1,CHALK,LB,old,y,./images/CHALKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6645,0,,,,,,,,,,,,,,,m,0,0.6645,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,8,8,19,1,DONKEY,LB,old,y,./images/DONKEYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.2648,0,,,,,,,,,,,,,,,z,0,1.2648,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,9,9,142,1,PLASK,HB,old,n,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9658,0,,,,,,,,,,,,,,,z,0,0.9658,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,10,10,114,1,RIKES,C,old,n,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.912,0,,,,,,,,,,,,,,,z,0,0.912,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,11,11,155,1,CANGY,LB,old,n,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6415,0,,,,,,,,,,,,,,,m,0,0.6415,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,12,12,28,1,CASINO,LB,old,y,./images/CASINOLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6364,0,,,,,,,,,,,,,,,m,0,0.6364,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,13,13,76,1,MIDGET,LB,old,y,./images/MIDGETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8335,0,,,,,,,,,,,,,,,z,0,0.8335,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,14,14,131,1,NACES,LB,old,n,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8843,0,,,,,,,,,,,,,,,z,0,0.8843,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,15,15,86,1,AIFED,LB,old,n,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5962,0,,,,,,,,,,,,,,,m,0,0.5962,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,16,16,2,1,STOVE,C,old,y,./images/STOVE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,4.3873,0,,,,,,,,,,,,,,,z,0,4.3873,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,17,17,157,1,INLER,HB,old,n,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7844,0,,,,,,,,,,,,,,,m,0,0.7844,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,18,18,13,1,BUNNY,LB,old,y,./images/BUNNYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.8999,0,,,,,,,,,,,,,,,z,0,2.8999,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,19,19,150,1,NOOLS,C,old,n,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6902,0,,,,,,,,,,,,,,,m,0,0.6902,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,20,20,47,1,LAGOON,C,old,y,./images/LAGOON.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.8502,0,,,,,,,,,,,,,,,z,0,1.8502,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,21,21,130,1,CRILL,HB,old,n,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0681,0,,,,,,,,,,,,,,,m,0,1.0681,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,22,22,18,1,PARCEL,HB,old,y,./images/PARCELHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6831,0,,,,,,,,,,,,,,,m,0,0.6831,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,23,23,32,1,HOCKEY,C,old,y,./images/HOCKEY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3801,0,,,,,,,,,,,,,,,m,0,1.3801,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,24,24,43,1,STOOL,LB,old,y,./images/STOOLLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.741,0,,,,,,,,,,,,,,,m,0,0.741,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,25,25,72,1,FLASK,HB,old,y,./images/FLASKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.5782,0,,,,,,,,,,,,,,,z,0,1.5782,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,26,26,97,1,CHIDS,HB,old,n,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1169,0,,,,,,,,,,,,,,,m,0,1.1169,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,27,27,51,1,SAUCE,HB,old,y,./images/SAUCEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4969,0,,,,,,,,,,,,,,,m,0,1.4969,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,28,28,63,1,BAKER,HB,old,y,./images/BAKERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.7151,0,,,,,,,,,,,,,,,z,0,1.7151,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,29,29,128,1,GRIFT,LB,old,n,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.2029,0,,,,,,,,,,,,,,,z,0,1.2029,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,30,30,143,1,MONGS,LB,old,n,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9557,0,,,,,,,,,,,,,,,z,0,0.9557,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,31,31,158,1,EGECT,LB,old,n,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.2054,0,,,,,,,,,,,,,,,m,0,1.2054,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,32,32,151,1,TINKY,HB,old,n,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1104,0,,,,,,,,,,,,,,,z,0,1.1104,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,33,33,117,1,STEEG,C,old,n,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.5541,0,,,,,,,,,,,,,,,z,0,2.5541,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,34,34,127,1,NINDY,HB,old,n,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.5814,0,,,,,,,,,,,,,,,z,0,2.5814,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,35,35,145,1,LAMEL,HB,old,n,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4792,0,,,,,,,,,,,,,,,z,0,1.4792,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,36,36,135,1,JOODY,C,old,n,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1488,0,,,,,,,,,,,,,,,m,0,1.1488,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,37,37,81,1,DRILL,HB,old,y,./images/DRILLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6707,0,,,,,,,,,,,,,,,m,0,0.6707,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,38,38,45,1,MONKEY,HB,old,y,./images/MONKEYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8068,0,,,,,,,,,,,,,,,z,0,0.8068,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,39,39,141,1,PLEET,C,old,n,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4835,0,,,,,,,,,,,,,,,m,0,1.4835,,,,,,,,-0.030442708,-0.381497396,0,0,0,,0,40,40,6,1,STAIN,HB,old,y,./images/STAINHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199009,19,2022-01-25_21h27.31.248,lexical_decision_task_DD_L5,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7989,0,,,,,,,,,,,,,,,z,0,0.7989,,,,,,,,-0.030442708,-0.381497396,0,0,0,space,0,41,41,147,1,ZOLES,C,old,n,./images/ZOLES.png,205.1764,,,,,,,,,,,,,,,,,,,,
