key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,instr_done_touch.clicked_name,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.3266,1,,,,,,,,,,,,,,m,1,1.3266,,,,,,,,0.299493716,0.004557937,0,0,0,,0,5,5,40,1,SWING,C,old,m,./images/SWING.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.4608,1,,,,,,,,,,,,,,z,1,1.4608,,,,,,,,0.299493716,0.004557937,0,0,0,,0,6,6,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.2,1,,,,,,,,,,,,,,z,1,1.2,,,,,,,,0.299493716,0.004557937,0,0,0,,0,7,7,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,2.6403,0,,,,,,,,,,,,,,m,0,2.6403,,,,,,,,0.299493716,0.004557937,0,0,0,,0,8,8,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.9893,1,,,,,,,,,,,,,,m,1,0.9893,,,,,,,,0.299493716,0.004557937,0,0,0,,0,9,9,14,1,PICKLE,HB,old,m,./images/PICKLEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.3314,1,,,,,,,,,,,,,,m,1,1.3314,,,,,,,,0.299493716,0.004557937,0,0,0,,0,10,10,13,1,MOTOR,C,old,m,./images/MOTOR.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.6589,1,,,,,,,,,,,,,,m,1,0.6589,,,,,,,,0.299493716,0.004557937,0,0,0,,0,11,11,21,1,KIDNEY,LB,old,m,./images/KIDNEYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.4689,1,,,,,,,,,,,,,,m,1,1.4689,,,,,,,,0.299493716,0.004557937,0,0,0,,0,12,12,58,1,BABOON,C,old,m,./images/BABOON.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.254,1,,,,,,,,,,,,,,m,1,1.254,,,,,,,,0.299493716,0.004557937,0,0,0,,0,13,13,32,1,BARREL,HB,old,m,./images/BARRELHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.0354,1,,,,,,,,,,,,,,m,1,1.0354,,,,,,,,0.299493716,0.004557937,0,0,0,,0,14,14,30,1,STORM,LB,old,m,./images/STORMLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.2985,1,,,,,,,,,,,,,,z,1,1.2985,,,,,,,,0.299493716,0.004557937,0,0,0,,0,15,15,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.5961,1,,,,,,,,,,,,,,m,1,0.5961,,,,,,,,0.299493716,0.004557937,0,0,0,,0,16,16,73,1,SNACK,C,old,m,./images/SNACK.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.6975,1,,,,,,,,,,,,,,z,1,1.6975,,,,,,,,0.299493716,0.004557937,0,0,0,,0,17,17,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.9655,1,,,,,,,,,,,,,,m,1,0.9655,,,,,,,,0.299493716,0.004557937,0,0,0,,0,18,18,41,1,STRING,HB,old,m,./images/STRINGHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.2889,1,,,,,,,,,,,,,,m,1,1.2889,,,,,,,,0.299493716,0.004557937,0,0,0,,0,19,19,23,1,WALRUS,HB,old,m,./images/WALRUSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.7592,1,,,,,,,,,,,,,,z,1,1.7592,,,,,,,,0.299493716,0.004557937,0,0,0,,0,20,20,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.1648,1,,,,,,,,,,,,,,m,1,1.1648,,,,,,,,0.299493716,0.004557937,0,0,0,,0,21,21,34,1,CANYON,C,old,m,./images/CANYON.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.0127,1,,,,,,,,,,,,,,m,1,1.0127,,,,,,,,0.299493716,0.004557937,0,0,0,,0,22,22,67,1,SAILOR,C,old,m,./images/SAILOR.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.8714,1,,,,,,,,,,,,,,z,1,1.8714,,,,,,,,0.299493716,0.004557937,0,0,0,,0,23,23,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.8187,1,,,,,,,,,,,,,,m,1,0.8187,,,,,,,,0.299493716,0.004557937,0,0,0,,0,24,24,10,1,BELLY,C,old,m,./images/BELLY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.9471,1,,,,,,,,,,,,,,z,1,0.9471,,,,,,,,0.299493716,0.004557937,0,0,0,,0,25,25,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.223,1,,,,,,,,,,,,,,m,1,1.223,,,,,,,,0.299493716,0.004557937,0,0,0,,0,26,26,82,1,SUNSET,C,old,m,./images/SUNSET.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.0714,1,,,,,,,,,,,,,,m,1,1.0714,,,,,,,,0.299493716,0.004557937,0,0,0,,0,27,27,8,1,TULIP,HB,old,m,./images/TULIPHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.3797,1,,,,,,,,,,,,,,z,1,1.3797,,,,,,,,0.299493716,0.004557937,0,0,0,,0,28,28,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.0543,1,,,,,,,,,,,,,,m,1,1.0543,,,,,,,,0.299493716,0.004557937,0,0,0,,0,29,29,79,1,CRUST,C,old,m,./images/CRUST.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.7407,1,,,,,,,,,,,,,,z,1,0.7407,,,,,,,,0.299493716,0.004557937,0,0,0,,0,30,30,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.0434,0,,,,,,,,,,,,,,m,0,1.0434,,,,,,,,0.299493716,0.004557937,0,0,0,,0,31,31,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,1.038,1,,,,,,,,,,,,,,m,1,1.038,,,,,,,,0.299493716,0.004557937,0,0,0,,0,32,32,27,1,ATTIC,LB,old,m,./images/ATTICLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,2.1195,1,,,,,,,,,,,,,,z,1,2.1195,,,,,,,,0.299493716,0.004557937,0,0,0,,0,33,33,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.8361,1,,,,,,,,,,,,,,z,1,0.8361,,,,,,,,0.299493716,0.004557937,0,0,0,,0,34,34,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.7183,1,,,,,,,,,,,,,,m,1,0.7183,,,,,,,,0.299493716,0.004557937,0,0,0,,0,35,35,49,1,DRUMS,C,old,m,./images/DRUMS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,2.9573,1,,,,,,,,,,,,,,z,1,2.9573,,,,,,,,0.299493716,0.004557937,0,0,0,,0,36,36,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,2.8571,1,,,,,,,,,,,,,,z,1,2.8571,,,,,,,,0.299493716,0.004557937,0,0,0,,0,37,37,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,2.4878,1,,,,,,,,,,,,,,z,1,2.4878,,,,,,,,0.299493716,0.004557937,0,0,0,,0,38,38,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.8114,1,,,,,,,,,,,,,,m,1,0.8114,,,,,,,,0.299493716,0.004557937,0,0,0,,0,39,39,5,1,PASTA,HB,old,m,./images/PASTAHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199243,18,2022-01-29_12h15.32.350,lexical_decision_task_DD_L3,2021.2.3,Linux x86_64,60.09615385,,,,,,,,,,,0.6531,1,,,,,,,,,,,,,,m,1,0.6531,,,,,,,,0.299493716,0.004557937,0,0,0,,0,40,40,75,1,GRAIN,LB,old,m,./images/GRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,
