key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,z,1,0.7725,,,,,,,,0.7725,1,0,6,6,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,m,1,0.8842,,,,,,,,0.8842,1,0,7,7,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,z,1,1.3557,,,,,,,,1.3557,1,0,8,8,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,z,1,0.7543,,,,,,,,0.7543,1,0,9,9,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,z,1,1.0217,,,,,,,,1.0217,1,0,10,10,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,z,1,0.6292,,,,,,,,0.6292,1,0,11,11,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,m,1,0.8775,,,,,,,,0.8775,1,0,12,12,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,z,1,0.7869,,,,,,,,0.7869,1,0,13,13,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,m,1,0.6507,,,,,,,,0.6507,1,0,14,14,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,m,1,0.7006,,,,,,,,0.7006,1,0,15,15,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.054629644,-0.426851866,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9823,1,,,,,,,,,,,,,,z,1,0.9823,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,0,0,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8536,1,,,,,,,,,,,,,,z,1,0.8536,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,1,1,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.2333,1,,,,,,,,,,,,,,m,1,1.2333,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,2,2,65,1,FARMER,C,old,m,./images/FARMER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.3539,1,,,,,,,,,,,,,,z,1,1.3539,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,3,3,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.998,1,,,,,,,,,,,,,,m,1,0.998,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,4,4,49,1,DRUMS,LB,old,m,./images/DRUMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.4246,0,,,,,,,,,,,,,,z,0,1.4246,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,5,5,16,1,PENCE,LB,old,m,./images/PENCELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7023,1,,,,,,,,,,,,,,m,1,0.7023,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,6,6,40,1,SWING,LB,old,m,./images/SWINGLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.726,1,,,,,,,,,,,,,,z,1,0.726,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,7,7,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8797,1,,,,,,,,,,,,,,m,1,0.8797,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,8,8,71,1,PIMPLE,C,old,m,./images/PIMPLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.7724,1,,,,,,,,,,,,,,z,1,1.7724,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,9,9,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.1226,1,,,,,,,,,,,,,,z,1,1.1226,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,10,10,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.1468,1,,,,,,,,,,,,,,m,1,1.1468,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,11,11,61,1,CANDLE,LB,old,m,./images/CANDLELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.146,1,,,,,,,,,,,,,,m,1,1.146,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,12,12,63,1,MIRROR,HB,old,m,./images/MIRRORHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.9941,1,,,,,,,,,,,,,,z,1,1.9941,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,13,13,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7273,1,,,,,,,,,,,,,,z,1,0.7273,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,14,14,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8454,1,,,,,,,,,,,,,,m,1,0.8454,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,15,15,23,1,WALRUS,C,old,m,./images/WALRUS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9504,1,,,,,,,,,,,,,,z,1,0.9504,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,16,16,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.6426,1,,,,,,,,,,,,,,z,1,1.6426,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,17,17,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.2821,1,,,,,,,,,,,,,,m,1,1.2821,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,18,18,7,1,PAINT,LB,old,m,./images/PAINTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6417,1,,,,,,,,,,,,,,m,1,0.6417,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,19,19,53,1,CARPET,C,old,m,./images/CARPET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6983,1,,,,,,,,,,,,,,z,1,0.6983,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,20,20,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7812,1,,,,,,,,,,,,,,z,1,0.7812,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,21,21,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9005,1,,,,,,,,,,,,,,z,1,0.9005,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,22,22,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.2185,1,,,,,,,,,,,,,,m,1,1.2185,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,23,23,38,1,LADDER,C,old,m,./images/LADDER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.0988,1,,,,,,,,,,,,,,z,1,1.0988,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,24,24,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.8989,1,,,,,,,,,,,,,,m,1,1.8989,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,25,25,75,1,GRAIN,HB,old,m,./images/GRAINHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6956,1,,,,,,,,,,,,,,m,1,0.6956,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,26,26,34,1,CANYON,LB,old,m,./images/CANYONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8138,1,,,,,,,,,,,,,,z,1,0.8138,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,27,27,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7616,1,,,,,,,,,,,,,,z,1,0.7616,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,28,28,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7091,1,,,,,,,,,,,,,,z,1,0.7091,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,29,29,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.767,1,,,,,,,,,,,,,,z,1,0.767,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,30,30,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9651,1,,,,,,,,,,,,,,z,1,0.9651,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,31,31,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5848,1,,,,,,,,,,,,,,m,1,0.5848,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,32,32,35,1,PEACH,C,old,m,./images/PEACH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6749,1,,,,,,,,,,,,,,z,1,0.6749,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,33,33,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6016,1,,,,,,,,,,,,,,z,1,0.6016,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,34,34,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5582,1,,,,,,,,,,,,,,z,1,0.5582,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,35,35,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5798,1,,,,,,,,,,,,,,z,1,0.5798,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,36,36,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.4895,1,,,,,,,,,,,,,,z,1,0.4895,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,37,37,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6839,1,,,,,,,,,,,,,,m,1,0.6839,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,38,38,18,1,JAGUAR,HB,old,m,./images/JAGUARHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5396,1,,,,,,,,,,,,,,m,1,0.5396,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,39,39,67,1,SAILOR,LB,old,m,./images/SAILORLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.85,1,,,,,,,,,,,,,,z,1,0.85,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,40,40,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.047,1,,,,,,,,,,,,,,m,1,1.047,,,,,,,,0.030555569,-0.437037108,1,0,0,,0,41,41,70,1,URINE,LB,old,m,./images/URINELB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
