key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,m,1,0.6376,,,,,,,,0.6376,1,0,6,6,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,z,1,0.7682,,,,,,,,0.7682,1,0,7,7,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,z,1,0.7503,,,,,,,,0.7503,1,0,8,8,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,m,1,0.6462,,,,,,,,0.6462,1,0,9,9,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,z,1,0.6516,,,,,,,,0.6516,1,0,10,10,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,z,1,0.7048,,,,,,,,0.7048,1,0,11,11,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,m,1,0.5438,,,,,,,,0.5438,1,0,12,12,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,z,1,0.5474,,,,,,,,0.5474,1,0,13,13,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,m,1,0.4645,,,,,,,,0.4645,1,0,14,14,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,m,0,0.4982,,,,,,,,0.4982,0,0,15,15,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.053703718,-0.39537044,1,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,,,,,,,,,,,instr_done_button,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,2.3693,0,,,,,,,,,,,,,,,z,0,2.3693,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,0,0,74,1,JUMPER,HB,old,m,./images/JUMPERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.0138,1,,,,,,,,,,,,,,,z,1,1.0138,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,1,1,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.7015,1,,,,,,,,,,,,,,,m,1,0.7015,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,2,2,0,1,WALNUT,LB,old,m,./images/WALNUTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.7065,1,,,,,,,,,,,,,,,z,1,0.7065,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,3,3,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8977,1,,,,,,,,,,,,,,,z,1,0.8977,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,4,4,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.2723,1,,,,,,,,,,,,,,,z,1,1.2723,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,5,5,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,2.2014,0,,,,,,,,,,,,,,,z,0,2.2014,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,6,6,78,1,BROOM,LB,old,m,./images/BROOMLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.6728,1,,,,,,,,,,,,,,,m,1,0.6728,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,7,7,39,1,CANDY,LB,old,m,./images/CANDYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8397,1,,,,,,,,,,,,,,,z,1,0.8397,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,8,8,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.9203,1,,,,,,,,,,,,,,,m,1,0.9203,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,9,9,14,1,FENCE,HB,old,m,./images/FENCEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.7337,1,,,,,,,,,,,,,,,m,1,0.7337,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,10,10,82,1,PEBBLE,C,old,m,./images/PEBBLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.8125,1,,,,,,,,,,,,,,,z,1,1.8125,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,11,11,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.5843,1,,,,,,,,,,,,,,,m,1,0.5843,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,12,12,13,1,BUNNY,C,old,m,./images/BUNNY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.7154,1,,,,,,,,,,,,,,,z,1,0.7154,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,13,13,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.7094,1,,,,,,,,,,,,,,,z,1,1.7094,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,14,14,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.5908,1,,,,,,,,,,,,,,,m,1,0.5908,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,15,15,79,1,RULER,C,old,m,./images/RULER.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.7445,1,,,,,,,,,,,,,,,m,1,0.7445,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,16,16,2,1,STOVE,HB,old,m,./images/STOVEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.7195,1,,,,,,,,,,,,,,,m,1,0.7195,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,17,17,23,1,CLOTH,HB,old,m,./images/CLOTHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8207,1,,,,,,,,,,,,,,,z,1,0.8207,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,18,18,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,2.0964,1,,,,,,,,,,,,,,,z,1,2.0964,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,19,19,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.096,1,,,,,,,,,,,,,,,z,1,1.096,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,20,20,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8813,1,,,,,,,,,,,,,,,m,1,0.8813,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,21,21,56,1,HEATER,HB,old,m,./images/HEATERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8523,1,,,,,,,,,,,,,,,m,1,0.8523,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,22,22,11,1,MEDAL,HB,old,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.807,1,,,,,,,,,,,,,,,z,1,0.807,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,23,23,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.6955,1,,,,,,,,,,,,,,,m,1,0.6955,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,24,24,81,1,DRILL,LB,old,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.6679,1,,,,,,,,,,,,,,,m,1,0.6679,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,25,25,42,1,CHAIN,LB,old,m,./images/CHAINLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.6524,0,,,,,,,,,,,,,,,z,0,1.6524,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,26,26,5,1,BAMBOO,HB,old,m,./images/BAMBOOHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8054,1,,,,,,,,,,,,,,,z,1,0.8054,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,27,27,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.0488,1,,,,,,,,,,,,,,,m,1,1.0488,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,28,28,59,1,BRUSH,HB,old,m,./images/BRUSHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.2975,1,,,,,,,,,,,,,,,z,1,1.2975,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,29,29,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8177,1,,,,,,,,,,,,,,,z,1,0.8177,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,30,30,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8598,1,,,,,,,,,,,,,,,m,1,0.8598,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,31,31,65,1,SPINE,HB,old,m,./images/SPINEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.9357,1,,,,,,,,,,,,,,,z,1,0.9357,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,32,32,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.8273,1,,,,,,,,,,,,,,,z,1,0.8273,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,33,33,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.6292,1,,,,,,,,,,,,,,,m,1,0.6292,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,34,34,28,1,CASINO,C,old,m,./images/CASINO.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,2.3624,1,,,,,,,,,,,,,,,m,1,2.3624,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,35,35,20,1,GRANNY,HB,old,m,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.0648,1,,,,,,,,,,,,,,,m,1,1.0648,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,36,36,58,1,CANOE,C,old,m,./images/CANOE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.7716,1,,,,,,,,,,,,,,,z,1,0.7716,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,37,37,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.4516,1,,,,,,,,,,,,,,,z,1,1.4516,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,38,38,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.7597,1,,,,,,,,,,,,,,,z,1,1.7597,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,39,39,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,1.8059,1,,,,,,,,,,,,,,,z,1,1.8059,,,,,,,,-0.031481469,-0.181481492,0,0,0,,0,40,40,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198865,18,2022-01-29_09h06.33.420,lexical_decision_task_DD_L6,2021.2.3,Win32,143.9884809,,,,,,,,,,,0.6375,1,,,,,,,,,,,,,,,m,1,0.6375,,,,,,,,-0.016666597,-0.39166668,0,0,0,space,0,41,41,63,1,BAKER,LB,old,m,./images/BAKERLB.png,6.0522,,,,,,,,,,,,,,,,,,,,
