key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.6338,,,,,,,,0.6338,1,0,6,6,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.5102,,,,,,,,0.5102,1,0,7,7,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.6889,,,,,,,,0.6889,1,0,8,8,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.5509,,,,,,,,0.5509,1,0,9,9,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,1.0502,,,,,,,,1.0502,1,0,10,10,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.7748,,,,,,,,0.7748,1,0,11,11,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.5154,,,,,,,,0.5154,1,0,12,12,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.6,,,,,,,,0.6,1,0,13,13,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.6536,,,,,,,,0.6536,1,0,14,14,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.6987,,,,,,,,0.6987,1,0,15,15,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.031565891,-0.3979815,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6254,1,,,,,,,,,,,,,,m,1,0.6254,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,0,0,22,1,CLOWN,C,old,m,./images/CLOWN.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.5351,1,,,,,,,,,,,,,,m,1,1.5351,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,1,1,8,1,CLIFF,HB,old,m,./images/CLIFFHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6228,1,,,,,,,,,,,,,,z,1,0.6228,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,2,2,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7442,1,,,,,,,,,,,,,,z,1,0.7442,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,3,3,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8185,1,,,,,,,,,,,,,,z,1,0.8185,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,4,4,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5902,1,,,,,,,,,,,,,,m,1,0.5902,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,5,5,36,1,BOILER,LB,old,m,./images/BOILERLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.549,1,,,,,,,,,,,,,,z,1,0.549,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,6,6,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9913,1,,,,,,,,,,,,,,z,1,0.9913,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,7,7,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.522,1,,,,,,,,,,,,,,m,1,0.522,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,8,8,49,1,BISHOP,C,old,m,./images/BISHOP.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6504,1,,,,,,,,,,,,,,z,1,0.6504,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,9,9,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9799,1,,,,,,,,,,,,,,z,1,0.9799,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,10,10,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7427,1,,,,,,,,,,,,,,m,1,0.7427,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,11,11,83,1,WHISKY,HB,old,m,./images/WHISKYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5668,1,,,,,,,,,,,,,,m,1,0.5668,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,12,12,0,1,WALNUT,LB,old,m,./images/WALNUTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5926,1,,,,,,,,,,,,,,m,1,0.5926,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,13,13,15,1,COLLAR,LB,old,m,./images/COLLARLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.4986,1,,,,,,,,,,,,,,m,1,0.4986,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,14,14,40,1,SNAKE,C,old,m,./images/SNAKE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6006,1,,,,,,,,,,,,,,m,1,0.6006,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,15,15,45,1,MONKEY,LB,old,m,./images/MONKEYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6675,1,,,,,,,,,,,,,,m,1,0.6675,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,16,16,17,1,PARADE,HB,old,m,./images/PARADEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7641,1,,,,,,,,,,,,,,z,1,0.7641,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,17,17,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6103,1,,,,,,,,,,,,,,m,1,0.6103,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,18,18,5,1,BAMBOO,HB,old,m,./images/BAMBOOHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0499,0,,,,,,,,,,,,,,z,0,1.0499,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,19,19,20,1,GRANNY,HB,old,m,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7116,1,,,,,,,,,,,,,,z,1,0.7116,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,20,20,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7342,1,,,,,,,,,,,,,,z,1,0.7342,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,21,21,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6592,1,,,,,,,,,,,,,,z,1,0.6592,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,22,22,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8678,1,,,,,,,,,,,,,,m,1,0.8678,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,23,23,38,1,ENGINE,HB,old,m,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6673,1,,,,,,,,,,,,,,m,1,0.6673,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,24,24,35,1,LLAMA,HB,old,m,./images/LLAMAHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0019,1,,,,,,,,,,,,,,z,1,1.0019,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,25,25,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5599,1,,,,,,,,,,,,,,m,1,0.5599,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,26,26,48,1,SHIELD,LB,old,m,./images/SHIELDLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0478,1,,,,,,,,,,,,,,z,1,1.0478,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,27,27,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9607,1,,,,,,,,,,,,,,z,1,0.9607,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,28,28,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8162,1,,,,,,,,,,,,,,m,1,0.8162,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,29,29,3,1,CRATER,LB,old,m,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5614,1,,,,,,,,,,,,,,z,1,0.5614,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,30,30,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5677,1,,,,,,,,,,,,,,m,1,0.5677,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,31,31,51,1,SAUCE,LB,old,m,./images/SAUCELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6411,1,,,,,,,,,,,,,,m,1,0.6411,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,32,32,34,1,RAZOR,C,old,m,./images/RAZOR.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6571,1,,,,,,,,,,,,,,z,1,0.6571,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,33,33,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9268,1,,,,,,,,,,,,,,z,1,0.9268,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,34,34,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1795,0,,,,,,,,,,,,,,m,0,1.1795,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,35,35,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.858,1,,,,,,,,,,,,,,m,1,0.858,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,36,36,32,1,HOCKEY,HB,old,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6166,1,,,,,,,,,,,,,,z,1,0.6166,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,37,37,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6311,1,,,,,,,,,,,,,,m,1,0.6311,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,38,38,6,1,STAIN,LB,old,m,./images/STAINLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6172,1,,,,,,,,,,,,,,m,1,0.6172,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,39,39,26,1,CLOUD,HB,old,m,./images/CLOUDHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199513,18,2022-01-29_14h09.39.938,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5079,1,,,,,,,,,,,,,,m,1,0.5079,,,,,,,,-0.005599162,-0.35125373,0,0,0,,0,40,40,16,1,GRAPE,C,old,m,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,,,,
