key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,z,1,0.7831,,,,,,,,0.7831,1,0,11,11,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,z,1,0.7908,,,,,,,,0.7908,1,0,12,12,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,z,1,0.7155,,,,,,,,0.7155,1,0,13,13,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,z,1,0.7275,,,,,,,,0.7275,1,0,14,14,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,m,1,0.5882,,,,,,,,0.5882,1,0,15,15,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.064513889,-0.399227431,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9051,1,,,,,,,,,,,,,,m,1,0.9051,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,0,0,51,1,ONION,HB,old,m,./images/ONIONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.277,1,,,,,,,,,,,,,,z,1,1.277,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,1,1,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0017,1,,,,,,,,,,,,,,z,1,1.0017,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,2,2,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.1044,1,,,,,,,,,,,,,,z,1,1.1044,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,3,3,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0831,1,,,,,,,,,,,,,,z,1,1.0831,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,4,4,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.7228,1,,,,,,,,,,,,,,z,1,1.7228,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,5,5,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7788,1,,,,,,,,,,,,,,m,1,0.7788,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,6,6,27,1,ATTIC,HB,old,m,./images/ATTICHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6531,1,,,,,,,,,,,,,,m,1,0.6531,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,7,7,56,1,PACKET,C,old,m,./images/PACKET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.4842,1,,,,,,,,,,,,,,z,1,1.4842,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,8,8,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8249,1,,,,,,,,,,,,,,z,1,0.8249,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,9,9,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8658,1,,,,,,,,,,,,,,z,1,0.8658,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,10,10,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9319,1,,,,,,,,,,,,,,z,1,0.9319,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,11,11,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6025,1,,,,,,,,,,,,,,m,1,0.6025,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,12,12,5,1,PASTA,C,old,m,./images/PASTA.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9741,1,,,,,,,,,,,,,,z,1,0.9741,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,13,13,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.4524,1,,,,,,,,,,,,,,z,1,2.4524,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,14,14,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.4133,1,,,,,,,,,,,,,,z,1,2.4133,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,15,15,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.1507,1,,,,,,,,,,,,,,m,1,2.1507,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,16,16,17,1,SKIING,C,old,m,./images/SKIING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.8333,0,,,,,,,,,,,,,,z,0,1.8333,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,17,17,72,1,NOOSE,HB,old,m,./images/NOOSEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.6068,1,,,,,,,,,,,,,,z,1,1.6068,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,18,18,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7205,1,,,,,,,,,,,,,,m,1,0.7205,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,19,19,70,1,URINE,LB,old,m,./images/URINELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6861,1,,,,,,,,,,,,,,m,1,0.6861,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,20,20,79,1,CRUST,LB,old,m,./images/CRUSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0824,1,,,,,,,,,,,,,,z,1,1.0824,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,21,21,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7154,1,,,,,,,,,,,,,,m,1,0.7154,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,22,22,13,1,MOTOR,LB,old,m,./images/MOTORLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9675,1,,,,,,,,,,,,,,z,1,0.9675,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,23,23,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.073,1,,,,,,,,,,,,,,z,1,2.073,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,24,24,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9313,1,,,,,,,,,,,,,,m,1,0.9313,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,25,25,69,1,COOKER,HB,old,m,./images/COOKERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6978,1,,,,,,,,,,,,,,m,1,0.6978,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,26,26,28,1,FALCON,LB,old,m,./images/FALCONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8373,1,,,,,,,,,,,,,,z,1,0.8373,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,27,27,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.724,1,,,,,,,,,,,,,,m,1,0.724,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,28,28,26,1,SMOKER,C,old,m,./images/SMOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.0674,0,,,,,,,,,,,,,,z,0,2.0674,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,29,29,33,1,MAGGOT,HB,old,m,./images/MAGGOTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9528,1,,,,,,,,,,,,,,m,1,0.9528,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,30,30,58,1,BABOON,LB,old,m,./images/BABOONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0648,1,,,,,,,,,,,,,,z,1,1.0648,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,31,31,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7074,1,,,,,,,,,,,,,,m,1,0.7074,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,32,32,62,1,PURSE,C,old,m,./images/PURSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.5477,0,,,,,,,,,,,,,,m,0,1.5477,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,33,33,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.4157,1,,,,,,,,,,,,,,z,1,1.4157,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,34,34,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7316,1,,,,,,,,,,,,,,m,1,0.7316,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,35,35,54,1,TRIPOD,HB,old,m,./images/TRIPODHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.5908,1,,,,,,,,,,,,,,z,1,1.5908,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,36,36,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.6045,1,,,,,,,,,,,,,,z,1,1.6045,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,37,37,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.3159,1,,,,,,,,,,,,,,z,1,2.3159,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,38,38,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.626,0,,,,,,,,,,,,,,m,0,0.626,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,39,39,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6932,1,,,,,,,,,,,,,,m,1,0.6932,,,,,,,,0.192204861,-0.037847222,0,0,0,,0,40,40,46,1,PEARL,LB,old,m,./images/PEARLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199456,18,2022-01-29_15h03.58.881,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6518,1,,,,,,,,,,,,,,m,1,0.6518,,,,,,,,0.049114583,-0.417777778,1,0,0,,0,41,41,36,1,THROAT,HB,old,m,./images/THROATHB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
