key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,m,1,0.65,,,,,,,,0.65,1,0,6,6,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,m,1,0.612,,,,,,,,0.612,1,0,7,7,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,m,1,0.61,,,,,,,,0.61,1,0,8,8,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,z,1,0.864,,,,,,,,0.864,1,0,9,9,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,m,1,0.587,,,,,,,,0.587,1,0,10,10,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,m,1,0.551,,,,,,,,0.551,1,0,11,11,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,z,1,1.088,,,,,,,,1.088,1,0,12,12,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,m,0,0.692,,,,,,,,0.692,0,0,13,13,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,m,0,0.98,,,,,,,,0.98,0,0,14,14,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,z,1,0.854,,,,,,,,0.854,1,0,15,15,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.086666667,-0.422222222,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.63,1,,,,,,,,,,,,,,m,1,0.63,,,,,,,,0.43,-0.316666667,0,0,0,,0,0,0,65,1,SPINE,C,old,m,./images/SPINE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.758,1,,,,,,,,,,,,,,z,1,0.758,,,,,,,,0.43,-0.316666667,0,0,0,,0,1,1,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.983,1,,,,,,,,,,,,,,m,1,0.983,,,,,,,,0.43,-0.316666667,0,0,0,,0,2,2,71,1,BUBBLE,C,old,m,./images/BUBBLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.955,0,,,,,,,,,,,,,,m,0,0.955,,,,,,,,0.43,-0.316666667,0,0,0,,0,3,3,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.633,1,,,,,,,,,,,,,,m,1,0.633,,,,,,,,0.43,-0.316666667,0,0,0,,0,4,4,25,1,CHALK,LB,old,m,./images/CHALKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.73,1,,,,,,,,,,,,,,z,1,0.73,,,,,,,,0.43,-0.316666667,0,0,0,,0,5,5,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.604,1,,,,,,,,,,,,,,m,1,0.604,,,,,,,,0.43,-0.316666667,0,0,0,,0,6,6,53,1,POSTER,C,old,m,./images/POSTER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.55,1,,,,,,,,,,,,,,m,1,0.55,,,,,,,,0.43,-0.316666667,0,0,0,,0,7,7,74,1,JUMPER,C,old,m,./images/JUMPER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.861,1,,,,,,,,,,,,,,z,1,0.861,,,,,,,,0.43,-0.316666667,0,0,0,,0,8,8,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.578,0,,,,,,,,,,,,,,m,0,0.578,,,,,,,,0.43,-0.316666667,0,0,0,,0,9,9,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.614,1,,,,,,,,,,,,,,m,1,0.614,,,,,,,,0.43,-0.316666667,0,0,0,,0,10,10,5,1,BAMBOO,C,old,m,./images/BAMBOO.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.976,1,,,,,,,,,,,,,,z,1,0.976,,,,,,,,0.43,-0.316666667,0,0,0,,0,11,11,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,1.244,0,,,,,,,,,,,,,,m,0,1.244,,,,,,,,0.43,-0.316666667,0,0,0,,0,12,12,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.736,1,,,,,,,,,,,,,,z,1,0.736,,,,,,,,0.43,-0.316666667,0,0,0,,0,13,13,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.542,1,,,,,,,,,,,,,,m,1,0.542,,,,,,,,0.43,-0.316666667,0,0,0,,0,14,14,77,1,WHEEL,C,old,m,./images/WHEEL.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.941,1,,,,,,,,,,,,,,z,1,0.941,,,,,,,,0.43,-0.316666667,0,0,0,,0,15,15,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.546,1,,,,,,,,,,,,,,m,1,0.546,,,,,,,,0.43,-0.316666667,0,0,0,,0,16,16,26,1,CLOUD,C,old,m,./images/CLOUD.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.71,1,,,,,,,,,,,,,,z,1,0.71,,,,,,,,0.43,-0.316666667,0,0,0,,0,17,17,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.891,1,,,,,,,,,,,,,,m,1,0.891,,,,,,,,0.43,-0.316666667,0,0,0,,0,18,18,34,1,RAZOR,LB,old,m,./images/RAZORLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.725,1,,,,,,,,,,,,,,m,1,0.725,,,,,,,,0.43,-0.316666667,0,0,0,,0,19,19,43,1,STOOL,LB,old,m,./images/STOOLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.952,1,,,,,,,,,,,,,,z,1,0.952,,,,,,,,0.43,-0.316666667,0,0,0,,0,20,20,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,1.23,1,,,,,,,,,,,,,,m,1,1.23,,,,,,,,0.43,-0.316666667,0,0,0,,0,21,21,81,1,DRILL,HB,old,m,./images/DRILLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.948,1,,,,,,,,,,,,,,m,1,0.948,,,,,,,,0.43,-0.316666667,0,0,0,,0,22,22,21,1,DANCER,HB,old,m,./images/DANCERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.549,1,,,,,,,,,,,,,,m,1,0.549,,,,,,,,0.43,-0.316666667,0,0,0,,0,23,23,28,1,CASINO,LB,old,m,./images/CASINOLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.559,1,,,,,,,,,,,,,,m,1,0.559,,,,,,,,0.43,-0.316666667,0,0,0,,0,24,24,10,1,GARDEN,LB,old,m,./images/GARDENLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.532,1,,,,,,,,,,,,,,z,1,0.532,,,,,,,,0.43,-0.316666667,0,0,0,,0,25,25,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.595,1,,,,,,,,,,,,,,m,1,0.595,,,,,,,,0.43,-0.316666667,0,0,0,,0,26,26,13,1,BUNNY,LB,old,m,./images/BUNNYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.651,1,,,,,,,,,,,,,,m,1,0.651,,,,,,,,0.43,-0.316666667,0,0,0,,0,27,27,69,1,ARROW,HB,old,m,./images/ARROWHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.924,1,,,,,,,,,,,,,,z,1,0.924,,,,,,,,0.43,-0.316666667,0,0,0,,0,28,28,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,1.476,1,,,,,,,,,,,,,,z,1,1.476,,,,,,,,0.43,-0.316666667,0,0,0,,0,29,29,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.543,1,,,,,,,,,,,,,,m,1,0.543,,,,,,,,0.43,-0.316666667,0,0,0,,0,30,30,40,1,SNAKE,LB,old,m,./images/SNAKELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.947,1,,,,,,,,,,,,,,m,1,0.947,,,,,,,,0.43,-0.316666667,0,0,0,,0,31,31,55,1,ALLEY,LB,old,m,./images/ALLEYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.782,1,,,,,,,,,,,,,,z,1,0.782,,,,,,,,0.43,-0.316666667,0,0,0,,0,32,32,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.946,1,,,,,,,,,,,,,,z,1,0.946,,,,,,,,0.43,-0.316666667,0,0,0,,0,33,33,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,1.297,1,,,,,,,,,,,,,,m,1,1.297,,,,,,,,0.43,-0.316666667,0,0,0,,0,34,34,30,1,SLOPE,HB,old,m,./images/SLOPEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,1.091,1,,,,,,,,,,,,,,m,1,1.091,,,,,,,,0.43,-0.316666667,0,0,0,,0,35,35,57,1,FERRY,HB,old,m,./images/FERRYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.701,1,,,,,,,,,,,,,,m,1,0.701,,,,,,,,0.43,-0.316666667,0,0,0,,0,36,36,60,1,CURRY,HB,old,m,./images/CURRYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.613,1,,,,,,,,,,,,,,m,1,0.613,,,,,,,,0.43,-0.316666667,0,0,0,,0,37,37,2,1,STOVE,C,old,m,./images/STOVE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,1.12,1,,,,,,,,,,,,,,m,1,1.12,,,,,,,,0.43,-0.316666667,0,0,0,,0,38,38,3,1,CRATER,HB,old,m,./images/CRATERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.664,1,,,,,,,,,,,,,,m,1,0.664,,,,,,,,0.43,-0.316666667,0,0,0,,0,39,39,47,1,LAGOON,C,old,m,./images/LAGOON.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.529,1,,,,,,,,,,,,,,m,1,0.529,,,,,,,,0.43,-0.316666667,0,0,0,,0,40,40,70,1,BANANA,LB,old,m,./images/BANANALB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,1.149,1,,,,,,,,,,,,,,z,1,1.149,,,,,,,,0.43,-0.316666667,0,0,0,space,0,41,41,112,1,MYING,HB,old,z,./images/MYINGHB.png,4.557,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200218,22,2022-01-29_10h36.57.986,lexical_decision_task_DD_L5,2021.2.3,MacIntel,29.41176471,,,,,,,,,,,0.811,1,,,,,,,,,,,,,,z,1,0.811,,,,,,,,0.43,-0.316666667,0,0,0,,0,42,42,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,
