key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,-0.258789063,-0.325195313,1,0,0,0.981,button_left,0.981,1,0,6,6,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,-0.26171875,-0.315429688,1,0,0,0.981,button_left,0.981,1,0,7,7,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,-0.26953125,-0.310546875,1,0,0,0.946,button_left,0.946,1,0,8,8,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,-0.290039063,-0.293945313,1,0,0,0.967,button_left,0.967,1,0,9,9,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,-0.267578125,-0.306640625,1,0,0,0.896,button_left,0.896,1,0,10,10,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,0.325195313,-0.282226563,1,0,0,1.028,button_right,1.028,1,0,11,11,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,0.360351563,-0.286132813,1,0,0,0.765,button_right,0.765,1,0,12,12,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,-0.26171875,-0.279296875,1,0,0,1.546,button_left,1.546,1,0,13,13,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,0.301757813,-0.319335938,1,0,0,0.962,button_right,0.962,1,0,14,14,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,0,0.298828125,-0.280273438,1,0,0,0.746,button_right,0.746,1,0,15,15,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.098632813,-0.397460938,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.979,1,,,,,,,,,,,,,,,0,0.323242188,-0.3359375,1,0,0,0.979,button_right_main,0.323242188,-0.3359375,1,0,0,,0,0,0,55,1,ALLEY,C,old,m,./images/ALLEY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,2.584,0,,,,,,,,,,,,,,,0,0.354492188,-0.317382813,1,0,0,2.584,button_right_main,0.354492188,-0.317382813,1,0,0,,0,1,1,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.963,1,,,,,,,,,,,,,,,0,0.349609375,-0.297851563,1,0,0,1.963,button_right_main,0.349609375,-0.297851563,1,0,0,,0,2,2,38,1,ENGINE,HB,old,m,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.747,1,,,,,,,,,,,,,,,0,0.3203125,-0.298828125,1,0,0,0.747,button_right_main,0.3203125,-0.298828125,1,0,0,,0,3,3,16,1,GRAPE,C,old,m,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.218,1,,,,,,,,,,,,,,,0,-0.270507813,-0.317382813,1,0,0,1.218,button_left_main,-0.270507813,-0.317382813,1,0,0,,0,4,4,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.681,1,,,,,,,,,,,,,,,0,0.305664063,-0.31640625,1,0,0,0.681,button_right_main,0.305664063,-0.31640625,1,0,0,,0,5,5,4,1,BOXER,C,old,m,./images/BOXER.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.664,1,,,,,,,,,,,,,,,0,0.290039063,-0.301757813,1,0,0,0.664,button_right_main,0.290039063,-0.301757813,1,0,0,,0,6,6,19,1,DONKEY,C,old,m,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.848,1,,,,,,,,,,,,,,,0,0.314453125,-0.317382813,1,0,0,0.848,button_right_main,0.314453125,-0.317382813,1,0,0,,0,7,7,15,1,COLLAR,LB,old,m,./images/COLLARLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,3.799,1,,,,,,,,,,,,,,,0,-0.291992188,-0.28515625,1,0,0,3.799,button_left_main,-0.291992188,-0.28515625,1,0,0,,0,8,8,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.949,1,,,,,,,,,,,,,,,0,-0.330078125,-0.3203125,1,0,0,0.949,button_left_main,-0.330078125,-0.3203125,1,0,0,,0,9,9,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.912,1,,,,,,,,,,,,,,,0,0.365234375,-0.31640625,1,0,0,0.912,button_right_main,0.365234375,-0.31640625,1,0,0,,0,10,10,46,1,MUMMY,C,old,m,./images/MUMMY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.797,1,,,,,,,,,,,,,,,0,0.38671875,-0.315429688,1,0,0,0.797,button_right_main,0.38671875,-0.315429688,1,0,0,,0,11,11,49,1,BISHOP,C,old,m,./images/BISHOP.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.962,1,,,,,,,,,,,,,,,0,-0.263671875,-0.286132813,1,0,0,0.962,button_left_main,-0.263671875,-0.286132813,1,0,0,,0,12,12,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.114,1,,,,,,,,,,,,,,,0,0.373046875,-0.341796875,1,0,0,1.114,button_right_main,0.373046875,-0.341796875,1,0,0,,0,13,13,29,1,PISTOL,HB,old,m,./images/PISTOLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.979,1,,,,,,,,,,,,,,,0,0.349609375,-0.307617188,1,0,0,0.979,button_right_main,0.349609375,-0.307617188,1,0,0,,0,14,14,62,1,MAMMAL,HB,old,m,./images/MAMMALHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.014,1,,,,,,,,,,,,,,,0,-0.280273438,-0.297851563,1,0,0,1.014,button_left_main,-0.280273438,-0.297851563,1,0,0,,0,15,15,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.915,1,,,,,,,,,,,,,,,0,0.34765625,-0.298828125,1,0,0,0.915,button_right_main,0.34765625,-0.298828125,1,0,0,,0,16,16,18,1,PARCEL,LB,old,m,./images/PARCELLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.812,1,,,,,,,,,,,,,,,0,0.333984375,-0.338867188,1,0,0,0.812,button_right_main,0.333984375,-0.338867188,1,0,0,,0,17,17,45,1,MONKEY,LB,old,m,./images/MONKEYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.767,1,,,,,,,,,,,,,,,0,0.330078125,-0.309570313,1,0,0,0.767,button_right_main,0.330078125,-0.309570313,1,0,0,,0,18,18,81,1,DRILL,LB,old,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,2.097,1,,,,,,,,,,,,,,,0,-0.325195313,-0.294921875,1,0,0,2.097,button_left_main,-0.325195313,-0.294921875,1,0,0,,0,19,19,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.864,0,,,,,,,,,,,,,,,0,0.452148438,-0.2890625,1,0,0,1.864,button_right_main,0.452148438,-0.2890625,1,0,0,,0,20,20,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.03,1,,,,,,,,,,,,,,,0,-0.3125,-0.299804688,1,0,0,1.03,button_left_main,-0.3125,-0.299804688,1,0,0,,0,21,21,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.047,1,,,,,,,,,,,,,,,0,-0.2734375,-0.296875,1,0,0,1.047,button_left_main,-0.2734375,-0.296875,1,0,0,,0,22,22,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.914,1,,,,,,,,,,,,,,,0,-0.291015625,-0.282226563,1,0,0,1.914,button_left_main,-0.291015625,-0.282226563,1,0,0,,0,23,23,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,3.316,1,,,,,,,,,,,,,,,0,0.358398438,-0.196289063,1,0,0,3.316,button_right_main,0.346679688,-0.2734375,1,0,0,,0,24,24,39,1,CANDY,LB,old,m,./images/CANDYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,2.748,1,,,,,,,,,,,,,,,0,-0.216796875,-0.305664063,1,0,0,2.748,button_left_main,-0.216796875,-0.305664063,1,0,0,,0,25,25,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.98,1,,,,,,,,,,,,,,,0,-0.2421875,-0.297851563,1,0,0,0.98,button_left_main,-0.2421875,-0.297851563,1,0,0,,0,26,26,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.83,0,,,,,,,,,,,,,,,0,-0.2578125,-0.311523438,1,0,0,0.83,button_left_main,-0.2578125,-0.311523438,1,0,0,,0,27,27,57,1,FERRY,LB,old,m,./images/FERRYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.118,1,,,,,,,,,,,,,,,0,0.309570313,-0.28125,1,0,0,1.118,button_right_main,0.309570313,-0.28125,1,0,0,,0,28,28,20,1,GRANNY,HB,old,m,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.752,1,,,,,,,,,,,,,,,0,-0.298828125,-0.331054688,1,0,0,1.752,button_left_main,-0.298828125,-0.331054688,1,0,0,,0,29,29,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,11.824,1,,,,,,,,,,,,,,,0,0.334960938,-0.310546875,1,0,0,11.824,button_right_main,0.334960938,-0.310546875,1,0,0,,0,30,30,66,1,STATUE,LB,old,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.183,1,,,,,,,,,,,,,,,0,0.374023438,-0.283203125,1,0,0,1.183,button_right_main,0.374023438,-0.283203125,1,0,0,,0,31,31,8,1,CLIFF,HB,old,m,./images/CLIFFHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.763,1,,,,,,,,,,,,,,,0,0.3359375,-0.293945313,1,0,0,0.763,button_right_main,0.3359375,-0.293945313,1,0,0,,0,32,32,43,1,STOOL,C,old,m,./images/STOOL.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,1.714,1,,,,,,,,,,,,,,,0,-0.245117188,-0.322265625,1,0,0,1.714,button_left_main,-0.245117188,-0.322265625,1,0,0,,0,33,33,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.798,1,,,,,,,,,,,,,,,0,0.3984375,-0.307617188,1,0,0,0.798,button_right_main,0.3984375,-0.307617188,1,0,0,,0,34,34,61,1,ARTIST,C,old,m,./images/ARTIST.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.648,1,,,,,,,,,,,,,,,0,0.326171875,-0.288085938,1,0,0,0.648,button_right_main,0.326171875,-0.288085938,1,0,0,,0,35,35,6,1,STAIN,LB,old,m,./images/STAINLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.864,1,,,,,,,,,,,,,,,0,0.362304688,-0.319335938,1,0,0,0.864,button_right_main,0.362304688,-0.319335938,1,0,0,,0,36,36,11,1,MEDAL,HB,old,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199567,18,2022-01-28_15h57.06.049,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,0.928,1,,,,,,,,,,,,,,,0,0.349609375,-0.318359375,1,0,0,0.928,button_right_main,0.349609375,-0.318359375,1,0,0,,0,37,37,71,1,BUBBLE,HB,old,m,./images/BUBBLEHB.png,,,,,,,,,,,,,,,,,,,,,
