key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,m,1,0.7144,,,,,,,,0.7144,1,0,6,6,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,m,1,0.6486,,,,,,,,0.6486,1,0,7,7,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,z,1,0.8437,,,,,,,,0.8437,1,0,8,8,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,m,1,0.771,,,,,,,,0.771,1,0,9,9,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,m,1,0.679,,,,,,,,0.679,1,0,10,10,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,m,1,0.5814,,,,,,,,0.5814,1,0,11,11,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,m,1,0.575,,,,,,,,0.575,1,0,12,12,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,m,1,0.8759,,,,,,,,0.8759,1,0,13,13,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,z,1,0.7572,,,,,,,,0.7572,1,0,14,14,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,z,1,0.6798,,,,,,,,0.6798,1,0,15,15,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.485941931,-0.084817262,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,13.1417,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.1075,1,,,,,,,,,,,,,,,m,1,1.1075,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,0,0,62,1,PURSE,HB,old,m,./images/PURSEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6253,1,,,,,,,,,,,,,,,m,1,0.6253,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,1,1,35,1,PEACH,HB,old,m,./images/PEACHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9915,1,,,,,,,,,,,,,,,m,1,0.9915,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,2,2,58,1,BABOON,C,old,m,./images/BABOON.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6147,1,,,,,,,,,,,,,,,m,1,0.6147,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,3,3,48,1,SPORT,LB,old,m,./images/SPORTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7936,1,,,,,,,,,,,,,,,m,1,0.7936,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,4,4,80,1,WEASEL,HB,old,m,./images/WEASELHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.3614,1,,,,,,,,,,,,,,,z,1,1.3614,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,5,5,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.3883,1,,,,,,,,,,,,,,,z,1,1.3883,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,6,6,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,2.0958,1,,,,,,,,,,,,,,,z,1,2.0958,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,7,7,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6259,1,,,,,,,,,,,,,,,m,1,0.6259,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,8,8,33,1,MAGGOT,LB,old,m,./images/MAGGOTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7324,1,,,,,,,,,,,,,,,z,1,0.7324,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,9,9,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6427,1,,,,,,,,,,,,,,,m,1,0.6427,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,10,10,63,1,MIRROR,LB,old,m,./images/MIRRORLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6033,1,,,,,,,,,,,,,,,m,1,0.6033,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,11,11,21,1,KIDNEY,LB,old,m,./images/KIDNEYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.2592,1,,,,,,,,,,,,,,,z,1,1.2592,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,12,12,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7057,1,,,,,,,,,,,,,,,z,1,0.7057,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,13,13,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.965,1,,,,,,,,,,,,,,,z,1,0.965,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,14,14,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7286,1,,,,,,,,,,,,,,,m,1,0.7286,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,15,15,54,1,TRIPOD,LB,old,m,./images/TRIPODLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6339,1,,,,,,,,,,,,,,,z,1,0.6339,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,16,16,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.7178,1,,,,,,,,,,,,,,,z,1,1.7178,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,17,17,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8683,1,,,,,,,,,,,,,,,z,1,0.8683,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,18,18,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.6178,1,,,,,,,,,,,,,,,m,1,1.6178,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,19,19,44,1,LIZARD,HB,old,m,./images/LIZARDHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7181,1,,,,,,,,,,,,,,,m,1,0.7181,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,20,20,70,1,URINE,C,old,m,./images/URINE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9338,1,,,,,,,,,,,,,,,m,1,0.9338,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,21,21,39,1,SHELF,LB,old,m,./images/SHELFLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.1676,1,,,,,,,,,,,,,,,z,1,1.1676,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,22,22,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.751,1,,,,,,,,,,,,,,,z,1,0.751,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,23,23,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6344,1,,,,,,,,,,,,,,,m,1,0.6344,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,24,24,45,1,KITTEN,LB,old,m,./images/KITTENLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.0344,1,,,,,,,,,,,,,,,z,1,1.0344,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,25,25,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9273,1,,,,,,,,,,,,,,,z,1,0.9273,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,26,26,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.2836,1,,,,,,,,,,,,,,,z,1,1.2836,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,27,27,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.034,1,,,,,,,,,,,,,,,z,1,1.034,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,28,28,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9525,1,,,,,,,,,,,,,,,z,1,0.9525,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,29,29,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.0204,1,,,,,,,,,,,,,,,m,1,1.0204,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,30,30,8,1,TULIP,HB,old,m,./images/TULIPHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.2183,1,,,,,,,,,,,,,,,m,1,1.2183,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,31,31,83,1,JUNGLE,HB,old,m,./images/JUNGLEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8997,1,,,,,,,,,,,,,,,z,1,0.8997,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,32,32,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7005,1,,,,,,,,,,,,,,,m,1,0.7005,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,33,33,14,1,PICKLE,HB,old,m,./images/PICKLEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9372,1,,,,,,,,,,,,,,,z,1,0.9372,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,34,34,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6258,1,,,,,,,,,,,,,,,m,1,0.6258,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,35,35,77,1,COUCH,HB,old,m,./images/COUCHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8787,1,,,,,,,,,,,,,,,m,1,0.8787,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,36,36,29,1,CRUMB,HB,old,m,./images/CRUMBHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.0009,1,,,,,,,,,,,,,,,z,1,1.0009,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,37,37,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7706,1,,,,,,,,,,,,,,,m,1,0.7706,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,38,38,50,1,MALLET,HB,old,m,./images/MALLETHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6005,1,,,,,,,,,,,,,,,z,1,0.6005,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,39,39,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,z,1,0.99,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,40,40,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.1855,1,,,,,,,,,,,,,,,z,1,1.1855,,,,,,,,0.485941931,-0.084817262,0,0,0,space,0,41,41,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,17.2357,,,,,,,,,,,,,,,,,,,,
