key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,1.016,,,,,,,,1.016,1,0,6,6,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.635,,,,,,,,0.635,1,0,7,7,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.825,,,,,,,,0.825,1,0,8,8,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.736,,,,,,,,0.736,1,0,9,9,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.632,,,,,,,,0.632,1,0,10,10,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.6033,,,,,,,,0.6033,1,0,11,11,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.8066,,,,,,,,0.8066,1,0,12,12,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,m,1,0.5884,,,,,,,,0.5884,1,0,13,13,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,1,0.7541,,,,,,,,0.7541,1,0,14,14,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,z,0,1,,,,,,,,1,0,0,15,15,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.033324653,-0.3978125,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,3.4566,0,,,,,,,,,,,,,,z,0,3.4566,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,0,0,17,1,PARADE,HB,old,m,./images/PARADEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7584,1,,,,,,,,,,,,,,m,1,0.7584,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,1,1,78,1,BROOM,LB,old,m,./images/BROOMLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.892,1,,,,,,,,,,,,,,z,1,0.892,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,2,2,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6253,1,,,,,,,,,,,,,,m,1,0.6253,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,3,3,64,1,BRIDE,C,old,m,./images/BRIDE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9137,1,,,,,,,,,,,,,,m,1,0.9137,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,4,4,81,1,DRILL,LB,old,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6684,1,,,,,,,,,,,,,,m,1,0.6684,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,5,5,33,1,SAUNA,LB,old,m,./images/SAUNALB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7777,1,,,,,,,,,,,,,,z,1,0.7777,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,6,6,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7407,1,,,,,,,,,,,,,,z,1,0.7407,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,7,7,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3327,1,,,,,,,,,,,,,,z,1,1.3327,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,8,8,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6905,1,,,,,,,,,,,,,,m,1,0.6905,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,9,9,79,1,RULER,C,old,m,./images/RULER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.748,0,,,,,,,,,,,,,,m,0,0.748,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,10,10,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3699,1,,,,,,,,,,,,,,m,1,1.3699,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,11,11,71,1,BUBBLE,HB,old,m,./images/BUBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8992,1,,,,,,,,,,,,,,m,1,0.8992,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,12,12,3,1,CRATER,LB,old,m,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.5855,1,,,,,,,,,,,,,,z,1,0.5855,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,13,13,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8848,1,,,,,,,,,,,,,,z,1,0.8848,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,14,14,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6914,1,,,,,,,,,,,,,,z,1,0.6914,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,15,15,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.3007,0,,,,,,,,,,,,,,m,0,1.3007,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,16,16,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9957,1,,,,,,,,,,,,,,z,1,0.9957,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,17,17,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8404,1,,,,,,,,,,,,,,z,1,0.8404,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,18,18,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8096,1,,,,,,,,,,,,,,m,1,0.8096,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,19,19,21,1,DANCER,LB,old,m,./images/DANCERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6508,1,,,,,,,,,,,,,,m,1,0.6508,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,20,20,54,1,CHERRY,LB,old,m,./images/CHERRYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7138,0,,,,,,,,,,,,,,z,0,0.7138,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,21,21,57,1,FERRY,LB,old,m,./images/FERRYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9543,1,,,,,,,,,,,,,,m,1,0.9543,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,22,22,29,1,PISTOL,HB,old,m,./images/PISTOLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.033,1,,,,,,,,,,,,,,m,1,1.033,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,23,23,77,1,WHEEL,HB,old,m,./images/WHEELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9802,1,,,,,,,,,,,,,,m,1,0.9802,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,24,24,67,1,POKER,C,old,m,./images/POKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.0177,1,,,,,,,,,,,,,,m,1,1.0177,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,25,25,62,1,MAMMAL,HB,old,m,./images/MAMMALHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1171,1,,,,,,,,,,,,,,z,1,1.1171,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,26,26,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8136,1,,,,,,,,,,,,,,m,1,0.8136,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,27,27,50,1,PILOT,HB,old,m,./images/PILOTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.765,1,,,,,,,,,,,,,,m,1,0.765,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,28,28,47,1,LAGOON,HB,old,m,./images/LAGOONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8451,1,,,,,,,,,,,,,,z,1,0.8451,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,29,29,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.2964,1,,,,,,,,,,,,,,z,1,1.2964,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,30,30,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8223,0,,,,,,,,,,,,,,z,0,0.8223,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,31,31,12,1,BLOKE,LB,old,m,./images/BLOKELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8643,1,,,,,,,,,,,,,,z,1,0.8643,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,32,32,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7559,1,,,,,,,,,,,,,,z,1,0.7559,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,33,33,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1783,0,,,,,,,,,,,,,,m,0,1.1783,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,34,34,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.5445,1,,,,,,,,,,,,,,z,1,1.5445,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,35,35,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.8085,1,,,,,,,,,,,,,,z,1,1.8085,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,36,36,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.6232,1,,,,,,,,,,,,,,m,1,0.6232,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,37,37,10,1,GARDEN,C,old,m,./images/GARDEN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.691,1,,,,,,,,,,,,,,z,1,0.691,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,38,38,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7014,1,,,,,,,,,,,,,,m,1,0.7014,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,39,39,60,1,CURRY,LB,old,m,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9588,1,,,,,,,,,,,,,,z,1,0.9588,,,,,,,,-0.033324653,-0.3978125,0,0,0,,0,40,40,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199912,19,2022-01-28_14h49.41.122,lexical_decision_task_DD_L6,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1893,0,,,,,,,,,,,,,,m,0,1.1893,,,,,,,,-0.076150174,-0.40469184,1,0,0,,0,41,41,109,1,BURGE,HB,old,z,./images/BURGEHB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
