key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,m,1,0.7974,,,,,,,,0.7974,1,0,6,6,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,m,1,0.572,,,,,,,,0.572,1,0,7,7,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,z,1,0.9285,,,,,,,,0.9285,1,0,8,8,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,m,1,0.6905,,,,,,,,0.6905,1,0,9,9,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,z,1,2.4973,,,,,,,,2.4973,1,0,10,10,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,m,1,0.6267,,,,,,,,0.6267,1,0,11,11,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,z,1,1.7731,,,,,,,,1.7731,1,0,12,12,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,z,1,1.2493,,,,,,,,1.2493,1,0,13,13,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,z,1,1.0572,,,,,,,,1.0572,1,0,14,14,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,m,1,0.7669,,,,,,,,0.7669,1,0,15,15,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.109259274,-0.360185198,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.454,1,,,,,,,,,,,,,,m,1,1.454,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,0,0,73,1,GLOVE,LB,old,m,./images/GLOVELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.3654,1,,,,,,,,,,,,,,m,1,1.3654,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,1,1,44,1,BASKET,C,old,m,./images/BASKET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,2.1803,1,,,,,,,,,,,,,,z,1,2.1803,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,2,2,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.807,1,,,,,,,,,,,,,,m,1,0.807,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,3,3,30,1,SLOPE,HB,old,m,./images/SLOPEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.7048,1,,,,,,,,,,,,,,z,1,1.7048,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,4,4,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.1055,1,,,,,,,,,,,,,,z,1,1.1055,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,5,5,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,5.7188,1,,,,,,,,,,,,,,z,1,5.7188,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,6,6,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,2.138,1,,,,,,,,,,,,,,z,1,2.138,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,7,7,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.8906,1,,,,,,,,,,,,,,m,1,0.8906,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,8,8,63,1,BAKER,HB,old,m,./images/BAKERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.6748,1,,,,,,,,,,,,,,m,1,0.6748,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,9,9,19,1,DONKEY,LB,old,m,./images/DONKEYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.7614,1,,,,,,,,,,,,,,m,1,0.7614,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,10,10,82,1,PEBBLE,LB,old,m,./images/PEBBLELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.8074,1,,,,,,,,,,,,,,z,1,0.8074,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,11,11,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.6857,1,,,,,,,,,,,,,,m,1,1.6857,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,12,12,3,1,CRATER,HB,old,m,./images/CRATERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.0938,1,,,,,,,,,,,,,,z,1,1.0938,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,13,13,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.8325,1,,,,,,,,,,,,,,m,1,0.8325,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,14,14,64,1,BRIDE,LB,old,m,./images/BRIDELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.1951,1,,,,,,,,,,,,,,z,1,1.1951,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,15,15,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.4576,1,,,,,,,,,,,,,,z,1,1.4576,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,16,16,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.92,0,,,,,,,,,,,,,,m,0,0.92,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,17,17,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.3659,1,,,,,,,,,,,,,,m,1,1.3659,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,18,18,72,1,FLASK,HB,old,m,./images/FLASKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.9109,1,,,,,,,,,,,,,,z,1,0.9109,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,19,19,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,2.333,1,,,,,,,,,,,,,,z,1,2.333,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,20,20,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,2.6703,1,,,,,,,,,,,,,,z,1,2.6703,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,21,21,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.1578,1,,,,,,,,,,,,,,z,1,1.1578,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,22,22,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.9378,1,,,,,,,,,,,,,,z,1,0.9378,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,23,23,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.3741,1,,,,,,,,,,,,,,z,1,1.3741,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,24,24,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.7441,1,,,,,,,,,,,,,,m,1,0.7441,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,25,25,27,1,BUTTER,HB,old,m,./images/BUTTERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.7758,1,,,,,,,,,,,,,,m,1,0.7758,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,26,26,54,1,CHERRY,HB,old,m,./images/CHERRYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.6282,1,,,,,,,,,,,,,,z,1,0.6282,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,27,27,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.7825,1,,,,,,,,,,,,,,m,1,0.7825,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,28,28,17,1,PARADE,C,old,m,./images/PARADE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.7205,1,,,,,,,,,,,,,,z,1,0.7205,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,29,29,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.125,1,,,,,,,,,,,,,,z,1,1.125,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,30,30,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.9161,1,,,,,,,,,,,,,,z,1,0.9161,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,31,31,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.37,1,,,,,,,,,,,,,,m,1,1.37,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,32,32,77,1,WHEEL,C,old,m,./images/WHEEL.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.8786,1,,,,,,,,,,,,,,z,1,0.8786,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,33,33,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.703,1,,,,,,,,,,,,,,m,1,0.703,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,34,34,37,1,TIGER,LB,old,m,./images/TIGERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.5663,1,,,,,,,,,,,,,,z,1,0.5663,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,35,35,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.7735,1,,,,,,,,,,,,,,z,1,0.7735,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,36,36,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.8311,1,,,,,,,,,,,,,,m,1,1.8311,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,37,37,9,1,DIVER,HB,old,m,./images/DIVERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.6377,1,,,,,,,,,,,,,,m,1,0.6377,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,38,38,51,1,SAUCE,HB,old,m,./images/SAUCEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.7658,1,,,,,,,,,,,,,,m,1,0.7658,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,39,39,10,1,GARDEN,LB,old,m,./images/GARDENLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,0.7084,1,,,,,,,,,,,,,,z,1,0.7084,,,,,,,,0.120370385,-0.302777846,0,0,0,,0,40,40,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199657,19,2022-01-29_12h59.22.371,lexical_decision_task_DD_L5,2021.2.3,Win32,119.3032689,,,,,,,,,,,,1.4165,1,,,,,,,,,,,,,,z,1,1.4165,,,,,,,,0.022222236,-0.38703705,1,0,0,,0,41,41,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,break_done_button,,,,,,,,,,,,,,,,,,,,
