key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,instr_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,z,1,0.843,,,,,,,,0.843,1,0,6,6,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,m,1,0.81,,,,,,,,0.81,1,0,7,7,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,m,1,1.175,,,,,,,,1.175,1,0,8,8,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,z,1,0.729,,,,,,,,0.729,1,0,9,9,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,z,1,0.717,,,,,,,,0.717,1,0,10,10,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,m,0,0.698,,,,,,,,0.698,0,0,11,11,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,m,1,0.975,,,,,,,,0.975,1,0,12,12,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,m,1,0.588,,,,,,,,0.588,1,0,13,13,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,m,1,0.522,,,,,,,,0.522,1,0,14,14,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,m,1,0.543,,,,,,,,0.543,1,0,15,15,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,14.398,-0.083333333,-0.396666667,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.918,1,,,,,,,,,,,,,,m,1,1.918,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,0,0,35,1,PEACH,LB,old,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.809,1,,,,,,,,,,,,,,z,1,0.809,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,1,1,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.721,1,,,,,,,,,,,,,,m,1,0.721,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,2,2,69,1,COOKER,C,old,m,./images/COOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.607,1,,,,,,,,,,,,,,m,1,0.607,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,3,3,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.689,1,,,,,,,,,,,,,,z,1,0.689,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,4,4,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.81,1,,,,,,,,,,,,,,m,1,0.81,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,5,5,83,1,JUNGLE,LB,old,m,./images/JUNGLELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.822,1,,,,,,,,,,,,,,z,1,0.822,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,6,6,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.629,1,,,,,,,,,,,,,,m,1,0.629,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,7,7,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.93,0,,,,,,,,,,,,,,m,0,0.93,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,8,8,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.354,1,,,,,,,,,,,,,,z,1,1.354,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,9,9,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.009,0,,,,,,,,,,,,,,m,0,1.009,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,10,10,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.318,0,,,,,,,,,,,,,,m,0,1.318,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,11,11,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.93,1,,,,,,,,,,,,,,m,1,0.93,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,12,12,71,1,PIMPLE,LB,old,m,./images/PIMPLELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.578,1,,,,,,,,,,,,,,m,1,0.578,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,13,13,68,1,TORCH,LB,old,m,./images/TORCHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.896,1,,,,,,,,,,,,,,z,1,0.896,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,14,14,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.786,1,,,,,,,,,,,,,,m,1,0.786,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,15,15,10,1,BELLY,HB,old,m,./images/BELLYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.795,1,,,,,,,,,,,,,,z,1,0.795,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,16,16,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.996,1,,,,,,,,,,,,,,m,1,0.996,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,17,17,49,1,DRUMS,HB,old,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.696,1,,,,,,,,,,,,,,m,1,0.696,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,18,18,78,1,LITTER,C,old,m,./images/LITTER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,3.733,1,,,,,,,,,,,,,,z,1,3.733,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,19,19,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.453,0,,,,,,,,,,,,,,m,0,1.453,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,20,20,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.757,1,,,,,,,,,,,,,,z,1,0.757,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,21,21,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.061,1,,,,,,,,,,,,,,z,1,1.061,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,22,22,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.438,0,,,,,,,,,,,,,,m,0,1.438,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,23,23,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.875,1,,,,,,,,,,,,,,m,1,0.875,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,24,24,5,1,PASTA,LB,old,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.015,1,,,,,,,,,,,,,,m,1,1.015,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,25,25,37,1,BIRTH,HB,old,m,./images/BIRTHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.757,1,,,,,,,,,,,,,,z,1,0.757,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,26,26,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.45,1,,,,,,,,,,,,,,m,1,1.45,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,27,27,17,1,SKIING,LB,old,m,./images/SKIINGLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.81,1,,,,,,,,,,,,,,m,1,0.81,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,28,28,42,1,FOLDER,C,old,m,./images/FOLDER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.612,1,,,,,,,,,,,,,,m,1,0.612,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,29,29,39,1,SHELF,C,old,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.402,1,,,,,,,,,,,,,,z,1,1.402,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,30,30,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.048,1,,,,,,,,,,,,,,m,1,1.048,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,31,31,12,1,SHORE,C,old,m,./images/SHORE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,2.369,0,,,,,,,,,,,,,,m,0,2.369,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,32,32,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.829,0,,,,,,,,,,,,,,m,0,0.829,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,33,33,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.51,0,,,,,,,,,,,,,,m,0,0.51,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,34,34,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.678,1,,,,,,,,,,,,,,m,1,0.678,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,35,35,44,1,LIZARD,LB,old,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.436,1,,,,,,,,,,,,,,m,1,1.436,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,36,36,58,1,BABOON,HB,old,m,./images/BABOONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,16.868,1,,,,,,,,,,,,,,z,1,16.868,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,37,37,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.696,0,,,,,,,,,,,,,,m,0,1.696,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,38,38,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.548,1,,,,,,,,,,,,,,m,1,0.548,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,39,39,21,1,KIDNEY,C,old,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.436,1,,,,,,,,,,,,,,m,1,0.436,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,40,40,11,1,BONNET,LB,old,m,./images/BONNETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.945,0,,,,,,,,,,,,,,m,0,0.945,,,,,,,,-0.083333333,-0.396666667,0,0,0,space,0,41,41,133,1,POWDY,HB,old,z,./images/POWDYHB.png,11.566,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.865,1,,,,,,,,,,,,,,z,1,0.865,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,42,42,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,
