key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,m,1,0.435,,,,,,,,0.435,1,0,9,9,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,z,1,0.7187,,,,,,,,0.7187,1,0,10,10,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,m,1,0.5022,,,,,,,,0.5022,1,0,11,11,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,z,1,0.5984,,,,,,,,0.5984,1,0,12,12,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,m,1,0.4635,,,,,,,,0.4635,1,0,13,13,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,z,1,0.5742,,,,,,,,0.5742,1,0,14,14,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,z,1,0.6185,,,,,,,,0.6185,1,0,15,15,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.034662013,-0.40179097,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.8112,1,,,,,,,,,,,,,,z,1,0.8112,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,0,0,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.7005,1,,,,,,,,,,,,,,m,1,0.7005,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,1,1,9,1,DIVER,HB,old,m,./images/DIVERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5505,1,,,,,,,,,,,,,,m,1,0.5505,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,2,2,82,1,PEBBLE,LB,old,m,./images/PEBBLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.6334,1,,,,,,,,,,,,,,z,1,0.6334,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,3,3,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.6432,1,,,,,,,,,,,,,,m,1,0.6432,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,4,4,2,1,STOVE,C,old,m,./images/STOVE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.6669,1,,,,,,,,,,,,,,z,1,0.6669,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,5,5,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.6196,1,,,,,,,,,,,,,,m,1,0.6196,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,6,6,42,1,CHAIN,HB,old,m,./images/CHAINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5861,1,,,,,,,,,,,,,,z,1,0.5861,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,7,7,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5513,1,,,,,,,,,,,,,,m,1,0.5513,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,8,8,43,1,STOOL,LB,old,m,./images/STOOLLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.8601,1,,,,,,,,,,,,,,z,1,0.8601,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,9,9,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5508,1,,,,,,,,,,,,,,z,1,0.5508,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,10,10,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.6184,1,,,,,,,,,,,,,,z,1,0.6184,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,11,11,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.518,1,,,,,,,,,,,,,,m,1,0.518,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,12,12,19,1,DONKEY,LB,old,m,./images/DONKEYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.551,1,,,,,,,,,,,,,,z,1,0.551,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,13,13,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.9907,1,,,,,,,,,,,,,,m,1,0.9907,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,14,14,27,1,BUTTER,HB,old,m,./images/BUTTERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5351,1,,,,,,,,,,,,,,m,1,0.5351,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,15,15,35,1,LLAMA,C,old,m,./images/LLAMA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.4498,1,,,,,,,,,,,,,,m,1,0.4498,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,16,16,28,1,CASINO,LB,old,m,./images/CASINOLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.6176,1,,,,,,,,,,,,,,m,1,0.6176,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,17,17,45,1,MONKEY,HB,old,m,./images/MONKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,1.4549,1,,,,,,,,,,,,,,z,1,1.4549,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,18,18,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5368,1,,,,,,,,,,,,,,m,1,0.5368,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,19,19,6,1,STAIN,HB,old,m,./images/STAINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.7836,1,,,,,,,,,,,,,,z,1,0.7836,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,20,20,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.9286,1,,,,,,,,,,,,,,z,1,0.9286,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,21,21,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.8195,1,,,,,,,,,,,,,,z,1,0.8195,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,22,22,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.7577,1,,,,,,,,,,,,,,z,1,0.7577,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,23,23,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.6345,1,,,,,,,,,,,,,,m,1,0.6345,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,24,24,81,1,DRILL,HB,old,m,./images/DRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5977,1,,,,,,,,,,,,,,z,1,0.5977,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,25,25,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5679,1,,,,,,,,,,,,,,m,1,0.5679,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,26,26,68,1,VALLEY,C,old,m,./images/VALLEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5949,1,,,,,,,,,,,,,,z,1,0.5949,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,27,27,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.6015,1,,,,,,,,,,,,,,z,1,0.6015,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,28,28,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.707,1,,,,,,,,,,,,,,z,1,0.707,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,29,29,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.5754,1,,,,,,,,,,,,,,m,1,0.5754,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,30,30,16,1,GRAPE,LB,old,m,./images/GRAPELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.678,1,,,,,,,,,,,,,,z,1,0.678,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,31,31,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fdd69df07af0302d9ce2de,21,2022-02-12_13h57.26.361,lexical_decision_task_DD_L5,2021.2.3,Win32,59.81934558,,,,,,,,,,,0.7007,1,,,,,,,,,,,,,,z,1,0.7007,,,,,,,,0.056614708,-0.365973452,0,0,0,,0,32,32,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
