key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,m,1,0.6299,,,,,,,,0.6299,1,0,6,6,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,m,1,0.7214,,,,,,,,0.7214,1,0,7,7,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,z,1,0.8323,,,,,,,,0.8323,1,0,8,8,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,z,1,0.8624,,,,,,,,0.8624,1,0,9,9,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,m,0,0.7337,,,,,,,,0.7337,0,0,10,10,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,z,1,0.9656,,,,,,,,0.9656,1,0,11,11,10,1,1001,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,z,1,0.6779,,,,,,,,0.6779,1,0,12,12,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,m,1,0.8099,,,,,,,,0.8099,1,0,13,13,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,z,1,0.8134,,,,,,,,0.8134,1,0,14,14,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,m,1,0.8824,,,,,,,,0.8824,1,0,15,15,2,1,1001,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.028703704,-0.37962963,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,,,,,,,,,,,5.169,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,3.2016,0,,,,,,,,,,,,,,,m,0,3.2016,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,0,0,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.7494,1,,,,,,,,,,,,,,,m,1,0.7494,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,1,1,9,1,RHINO,LB,old,m,./images/RHINOLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.5234,1,,,,,,,,,,,,,,,z,1,1.5234,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,2,2,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.1491,1,,,,,,,,,,,,,,,m,1,1.1491,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,3,3,62,1,PURSE,HB,old,m,./images/PURSEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.9441,1,,,,,,,,,,,,,,,m,1,0.9441,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,4,4,75,1,GRAIN,LB,old,m,./images/GRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.1141,1,,,,,,,,,,,,,,,m,1,1.1141,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,5,5,32,1,BARREL,HB,old,m,./images/BARRELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.3258,1,,,,,,,,,,,,,,,z,1,1.3258,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,6,6,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,2.7011,1,,,,,,,,,,,,,,,m,1,2.7011,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,7,7,17,1,SKIING,HB,old,m,./images/SKIINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.4599,1,,,,,,,,,,,,,,,z,1,1.4599,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,8,8,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.2042,1,,,,,,,,,,,,,,,z,1,1.2042,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,9,9,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.0875,1,,,,,,,,,,,,,,,z,1,1.0875,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,10,10,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.0037,1,,,,,,,,,,,,,,,m,1,1.0037,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,11,11,20,1,CRADLE,HB,old,m,./images/CRADLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.7998,1,,,,,,,,,,,,,,,z,1,0.7998,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,12,12,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.7614,0,,,,,,,,,,,,,,,m,0,0.7614,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,13,13,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.9167,1,,,,,,,,,,,,,,,m,1,0.9167,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,14,14,37,1,BIRTH,C,old,m,./images/BIRTH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.6733,1,,,,,,,,,,,,,,,m,1,0.6733,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,15,15,79,1,CRUST,C,old,m,./images/CRUST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,2.4004,1,,,,,,,,,,,,,,,z,1,2.4004,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,16,16,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.8836,1,,,,,,,,,,,,,,,z,1,0.8836,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,17,17,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.1346,1,,,,,,,,,,,,,,,z,1,1.1346,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,18,18,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.7377,1,,,,,,,,,,,,,,,m,1,0.7377,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,19,19,34,1,CANYON,C,old,m,./images/CANYON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.1709,1,,,,,,,,,,,,,,,m,1,1.1709,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,20,20,1,1,PLANK,C,old,m,./images/PLANK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.755,1,,,,,,,,,,,,,,,m,1,0.755,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,21,21,76,1,INFANT,C,old,m,./images/INFANT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.6612,1,,,,,,,,,,,,,,,m,1,0.6612,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,22,22,24,1,SCREW,LB,old,m,./images/SCREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.3551,1,,,,,,,,,,,,,,,z,1,1.3551,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,23,23,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.8341,1,,,,,,,,,,,,,,,m,1,0.8341,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,24,24,6,1,SQUARE,LB,old,m,./images/SQUARELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.9367,1,,,,,,,,,,,,,,,z,1,0.9367,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,25,25,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.7753,1,,,,,,,,,,,,,,,m,1,0.7753,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,26,26,60,1,TWINS,LB,old,m,./images/TWINSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.8351,1,,,,,,,,,,,,,,,z,1,0.8351,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,27,27,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.9234,1,,,,,,,,,,,,,,,m,1,0.9234,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,28,28,25,1,WRIST,C,old,m,./images/WRIST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.6511,1,,,,,,,,,,,,,,,m,1,0.6511,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,29,29,18,1,JAGUAR,LB,old,m,./images/JAGUARLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.6107,1,,,,,,,,,,,,,,,m,1,0.6107,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,30,30,43,1,MOSQUE,C,old,m,./images/MOSQUE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,0.9841,1,,,,,,,,,,,,,,,z,1,0.9841,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,31,31,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.0666,1,,,,,,,,,,,,,,,z,1,1.0666,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,32,32,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d261fee347b0000014ab55a,53,2022-02-12_12h14.58.248,lexical_decision_task_DD_L3,2021.2.3,Win32,119.9904008,,,,,,,,,,,1.3138,1,,,,,,,,,,,,,,,z,1,1.3138,,,,,,,,0.028703704,-0.37962963,0,0,0,,0,33,33,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
