key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,m,1,0.6678,,,,,,,,0.6678,1,0,6,6,5,1,1001,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,m,1,0.6414,,,,,,,,0.6414,1,0,7,7,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,z,1,0.753,,,,,,,,0.753,1,0,8,8,12,1,1001,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,z,1,0.651,,,,,,,,0.651,1,0,9,9,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,m,1,0.7048,,,,,,,,0.7048,1,0,10,10,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,z,1,0.9348,,,,,,,,0.9348,1,0,11,11,13,1,1001,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,m,1,0.6681,,,,,,,,0.6681,1,0,12,12,7,1,1001,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,m,1,0.6182,,,,,,,,0.6182,1,0,13,13,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,m,1,0.5345,,,,,,,,0.5345,1,0,14,14,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,z,1,0.7514,,,,,,,,0.7514,1,0,15,15,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,-0.003053552,-0.443788914,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,,,,,,,,,,,8.7679,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.73,1,,,,,,,,,,,,,,,m,1,0.73,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,0,0,6,1,SQUARE,C,old,m,./images/SQUARE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5705,1,,,,,,,,,,,,,,,m,1,0.5705,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,1,1,42,1,FOLDER,C,old,m,./images/FOLDER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5232,1,,,,,,,,,,,,,,,m,1,0.5232,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,2,2,54,1,TRIPOD,C,old,m,./images/TRIPOD.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.7428,1,,,,,,,,,,,,,,,z,1,0.7428,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,3,3,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.6872,1,,,,,,,,,,,,,,,z,1,0.6872,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,4,4,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5175,0,,,,,,,,,,,,,,,z,0,0.5175,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,5,5,4,1,MUSCLE,HB,old,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.7844,1,,,,,,,,,,,,,,,z,1,0.7844,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,6,6,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5202,1,,,,,,,,,,,,,,,m,1,0.5202,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,7,7,81,1,POODLE,C,old,m,./images/POODLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.7063,1,,,,,,,,,,,,,,,z,1,0.7063,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,8,8,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.9116,0,,,,,,,,,,,,,,,z,0,0.9116,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,9,9,16,1,PENCE,HB,old,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,3.4027,1,,,,,,,,,,,,,,,m,1,3.4027,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,10,10,34,1,CANYON,HB,old,m,./images/CANYONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.9564,1,,,,,,,,,,,,,,,z,1,0.9564,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,11,11,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,1.571,1,,,,,,,,,,,,,,,z,1,1.571,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,12,12,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.6158,1,,,,,,,,,,,,,,,m,1,0.6158,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,13,13,30,1,STORM,C,old,m,./images/STORM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,1.0181,1,,,,,,,,,,,,,,,z,1,1.0181,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,14,14,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.9016,1,,,,,,,,,,,,,,,m,1,0.9016,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,15,15,41,1,STRING,LB,old,m,./images/STRINGLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5674,1,,,,,,,,,,,,,,,z,1,0.5674,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,16,16,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.8345,1,,,,,,,,,,,,,,,m,1,0.8345,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,17,17,33,1,MAGGOT,C,old,m,./images/MAGGOT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.6864,1,,,,,,,,,,,,,,,z,1,0.6864,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,18,18,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,1.0398,1,,,,,,,,,,,,,,,m,1,1.0398,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,19,19,20,1,CRADLE,LB,old,m,./images/CRADLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5741,1,,,,,,,,,,,,,,,m,1,0.5741,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,20,20,48,1,SPORT,C,old,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5873,1,,,,,,,,,,,,,,,m,1,0.5873,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,21,21,24,1,SCREW,C,old,m,./images/SCREW.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5677,1,,,,,,,,,,,,,,,m,1,0.5677,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,22,22,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5438,1,,,,,,,,,,,,,,,m,1,0.5438,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,23,23,15,1,GREASE,C,old,m,./images/GREASE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.8009,1,,,,,,,,,,,,,,,z,1,0.8009,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,24,24,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.6514,1,,,,,,,,,,,,,,,m,1,0.6514,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,25,25,44,1,LIZARD,LB,old,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.984,0,,,,,,,,,,,,,,,m,0,0.984,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,26,26,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.685,1,,,,,,,,,,,,,,,m,1,0.685,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,27,27,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,1.2286,1,,,,,,,,,,,,,,,z,1,1.2286,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,28,28,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.5677,1,,,,,,,,,,,,,,,m,1,0.5677,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,29,29,39,1,SHELF,C,old,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.8347,1,,,,,,,,,,,,,,,m,1,0.8347,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,30,30,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.8515,1,,,,,,,,,,,,,,,z,1,0.8515,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,31,31,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,0.7021,0,,,,,,,,,,,,,,,z,0,0.7021,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,32,32,11,1,BONNET,LB,old,m,./images/BONNETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5f3d3d3232c27107a850dd85,52,2022-02-12_11h23.05.909,lexical_decision_task_DD,2021.2.3,Win32,59.94844434,,,,,,,,,,,1.1423,0,,,,,,,,,,,,,,,z,0,1.1423,,,,,,,,-0.003053552,-0.443788914,0,0,0,,0,33,33,55,1,MUFFIN,HB,old,m,./images/MUFFINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
